title,pubLink,year,innerCoAuthorsNames,innerCoAuthorsId,outerCoAuthors
"Luca Beltrami e ""l'invenzione di piazza della Scala""",http://hdl.handle.net/11311/691824,2012,"IRACE, FULVIO",rp13301,
Gio Ponti,http://hdl.handle.net/11311/691826,2012,"IRACE, FULVIO;LEONI, MARIA MANUELA",rp13301;rp19019,
Welfare dell'architettura. Cinque concorsi per cinque architetture,http://hdl.handle.net/11311/691828,2012,"IRACE, FULVIO",rp13301,
Le immagini della città / Images of the city,http://hdl.handle.net/11311/691868,2000,"PIAZZA, MARIO",rp08916,
Claude Marzotto,http://hdl.handle.net/11311/691870,2008,"PIAZZA, MARIO",rp08916,
Qualche lampo per Michele / Flashes of Michele,http://hdl.handle.net/11311/691873,2009,"PIAZZA, MARIO",rp08916,
L'immagine come emblema:l'ambiguo catalogo degli oggetti esistibili,http://hdl.handle.net/11311/691912,2011,"CEPPI, GIULIO",rp18480,
500. Il potere di una rivista / 500. The power of a magazine,http://hdl.handle.net/11311/691915,2010,"PIAZZA, MARIO",rp08916,
Il progetto è un oggetto / The project is an object,http://hdl.handle.net/11311/691916,2010,"PIAZZA, MARIO",rp08916,
Alla ricerca dell'archetipo del design / Looking for the archtypes of design,http://hdl.handle.net/11311/691918,2010,"PIAZZA, MARIO",rp08916,
Novembre rosso / Red Novembre,http://hdl.handle.net/11311/691925,2010,"PIAZZA, MARIO",rp08916,
I modi della grafica / The manners of graphic design,http://hdl.handle.net/11311/691928,2011,"PIAZZA, MARIO",rp08916,
Moleskine writing collection: progetto di ampliamento / Moleskine writing collection: the family is getting bigger,http://hdl.handle.net/11311/691929,2011,"PIAZZA, MARIO",rp08916,
Tentativo per non scrivere il mio primo editoriale / An attempt not to write my first editorial,http://hdl.handle.net/11311/691930,2011,"PIAZZA, MARIO",rp08916,
Invito al viaggio / An invitation on a journey,http://hdl.handle.net/11311/691932,2012,"PIAZZA, MARIO",rp08916,
"Sergio Asti, progetti, cascate, fiumi e torrenti / Sergio Asti, projects, waterfalls, rivers and streams",http://hdl.handle.net/11311/691933,2012,"PIAZZA, MARIO",rp08916,
Un'identità multiverso / A multisided identity,http://hdl.handle.net/11311/691935,2012,"PIAZZA, MARIO",rp08916,
Good N.E.W.S,http://hdl.handle.net/11311/691938,2006,"PIAZZA, MARIO",rp08916,
Il tascabile come medium / Paperbacks as media,http://hdl.handle.net/11311/691940,1999,"PIAZZA, MARIO",rp08916,
Studio Firma,http://hdl.handle.net/11311/691942,2003,"PIAZZA, MARIO",rp08916,
Un'immagine istituzionale / An institutional image,http://hdl.handle.net/11311/691943,2003,"PIAZZA, MARIO",rp08916,
The multidisciplinary aspect of colour,http://hdl.handle.net/11311/691946,2012,"BISSON, MARIO",rp06924,
Potenzialità,http://hdl.handle.net/11311/691955,2004,"INGARAMO, MATTEO ORESTE",rp13292,
Gestire l'innovazione attraverso la ricerca progettuale,http://hdl.handle.net/11311/691963,2002,"INGARAMO, MATTEO ORESTE",rp13292,
La seconda fase. Analisi dei fattori evolutivi,http://hdl.handle.net/11311/691964,2002,"INGARAMO, MATTEO ORESTE",rp13292,
Educating Design students to Design Research for innovation,http://hdl.handle.net/11311/691967,2007,"INGARAMO, MATTEO ORESTE;RAMPINO, LUCIA ROSA ELENA",rp13292;rp08743,
Branding for China. Promuovere i design brand in Cina.,http://hdl.handle.net/11311/691968,2012,"ZURLO, FRANCESCO",rp07950,
Design and Innovation: Action Research for competitiveness,http://hdl.handle.net/11311/691969,2007,"INGARAMO, MATTEO ORESTE;RAMPINO, LUCIA ROSA ELENA",rp13292;rp08743,
Autorialità del design e nuovi oggetti di progetto,http://hdl.handle.net/11311/691970,2012,"ZURLO, FRANCESCO",rp07950,
"Product Design Education ""World Wide"": Cultural Context and Teaching Process-an Italian case Study",http://hdl.handle.net/11311/691973,2006,"INGARAMO, MATTEO ORESTE;SELVA, SERENA",rp13292;rp02075,
Teaching on line Industrial Design practices,http://hdl.handle.net/11311/691976,2005,"MAIOCCHI, MARCO MARIA;INGARAMO, MATTEO ORESTE",rp13594;rp13292,
Agape:lo stile dell’innovazione,http://hdl.handle.net/11311/691977,2005,"INGARAMO, MATTEO ORESTE",rp13292,
"Prodotto, sensazione, significato",http://hdl.handle.net/11311/691980,2004,"INGARAMO, MATTEO ORESTE",rp13292,
"Aerei immobili, aria in movimento",http://hdl.handle.net/11311/691981,2004,"INGARAMO, MATTEO ORESTE",rp13292,
"La nuova cultura del product design, Il rapporto con l’industria, Nuova metodica del product design",http://hdl.handle.net/11311/691983,2006,"INGARAMO, MATTEO ORESTE",rp13292,
"Sargent, un seduttore del pennello",http://hdl.handle.net/11311/691984,2003,"MAZZANTI, ANNA",rp08085,
"Il “giardino per la casa da tè” di Kanramachi a Certaldo, un progetto di Hidetoshi Nagasawa",http://hdl.handle.net/11311/692116,2002,"MAZZANTI, ANNA",rp08085,
Sargent e l’Italia,http://hdl.handle.net/11311/692119,2002,"MAZZANTI, ANNA",rp08085,
I giardini di oggi e i giardini di ieri,http://hdl.handle.net/11311/692121,2002,"MAZZANTI, ANNA",rp08085,
MOBILE EMBODIMENTS_New convergences in mobile telephony,http://hdl.handle.net/11311/692134,2004,"CEPPI, GIULIO",rp18480,A. Cervini;J. Kayser
AWARENESS DESIGN_ Il design della consapevolezza: un percorso sperimentale,http://hdl.handle.net/11311/692137,2012,"CEPPI, GIULIO",rp18480,
Progettare l'elettrodomestico,http://hdl.handle.net/11311/692142,2004,"INGARAMO, MATTEO ORESTE",rp13292,
Gli strumenti di rappressentazione del progetto,http://hdl.handle.net/11311/692144,2004,"INGARAMO, MATTEO ORESTE",rp13292,
Il progetto di innovazione,http://hdl.handle.net/11311/692147,2004,"INGARAMO, MATTEO ORESTE",rp13292,
La prima esercitazione progettuale,http://hdl.handle.net/11311/692150,2004,"INGARAMO, MATTEO ORESTE",rp13292,
Il Workshop finale,http://hdl.handle.net/11311/692151,2004,"INGARAMO, MATTEO ORESTE",rp13292,
Daniel Spoerri e la natura. Storia di un rapporto artistico conflittuale attraverso il Giardino del Monte Amiata,http://hdl.handle.net/11311/692185,2001,"MAZZANTI, ANNA",rp08085,
“Sentieri nell’arte”: ricognizione sui parchi di scultura in Toscana,http://hdl.handle.net/11311/692195,2001,"MAZZANTI, ANNA",rp08085,
Design e finitura dei compositi derivati dal legno. Un motore per l'innovazione di prodotto,http://hdl.handle.net/11311/692203,2003,"INGARAMO, MATTEO ORESTE",rp13292,
Contemporary Authentic”: a design driven strategy for activating intangible heritage and craft knowledge,http://hdl.handle.net/11311/692222,2016,"LUPO, ELEONORA;GIUNTA, ELENA ENRICA",rp20259;rp02205,
Beyond gravity. Nuove esplorazioni progettuali,http://hdl.handle.net/11311/692235,2013,"FERRARIS, SILVIA DEBORAH;TRABUCCO, FRANCESCO",rp07661;rp01774,
"PROdesign. PROgetto, PROfessione, PROdotto",http://hdl.handle.net/11311/692271,2012,"INGARAMO, MATTEO ORESTE",rp13292,
Il concorso Deisign,http://hdl.handle.net/11311/692297,2008,"INGARAMO, MATTEO ORESTE",rp13292,
Il tessuto per arredamento,http://hdl.handle.net/11311/692322,2001,"SOLDATI, MARIA GRAZIA",rp02991,
"Towards a Cross Cultural Society; from ethnicity to design, “narrative” heritage drives innovation.",http://hdl.handle.net/11311/692330,2013,"CONTI, GIOVANNI MARIA;GALLI, FRANCESCO",rp18715;rp19058,B. Pino
"IT & 3D Integrated Tools for Design Teaching and
Research",http://hdl.handle.net/11311/692334,2007,"INGARAMO, MATTEO ORESTE;CARULLI, MARINA",rp13292;rp00413,
Trendspace 04,http://hdl.handle.net/11311/692335,2004,"TROCCHIANESI, RAFFAELLA",rp01955,D. Ferrari;A. Honegger;P. Baffa
Trasparenza e prospettiva,http://hdl.handle.net/11311/692339,2004,"CIAGA', GRAZIELLA LEYLA;IRACE, FULVIO",rp18572;rp13301,
"Mostra: Studio Museo Achille Castiglioni, presso Shiodome Italia Creative Center, Tokyo",http://hdl.handle.net/11311/692358,2008,"PARENTE, MARINA;SEASSARO, ALBERTO",rp08480;rp03385,S. Annicchiarico
"Mostra e giornata di studio: ""Lo Studio-Museo Achille Castiglioni della Triennale di Milano. Scenari di fruizione e prospettive di valorizzazione"" presso la Triennale di Milano - settembre 2007",http://hdl.handle.net/11311/692361,2007,"PARENTE, MARINA;SEASSARO, ALBERTO",rp08480;rp03385,S. Annicchiarico
Una reflexión sobre el arte ambiental en Italia,http://hdl.handle.net/11311/692368,2003,"MAZZANTI, ANNA",rp08085,
Sentieri nell'arte,http://hdl.handle.net/11311/692375,2007,"MAZZANTI, ANNA",rp08085,
Città della Scienza - Fondazione IDIS,http://hdl.handle.net/11311/692392,2003,"PARENTE, MARINA",rp08480,
Arte e design nel tessuto,http://hdl.handle.net/11311/692406,2012,"SOLDATI, MARIA GRAZIA",rp02991,
Il Giardino dei Tarocchi di Niki de Saint Phalle. Parco delle meraviglie; Dopopaesaggio e il castello di Santa Maria Novella; Hidetoshi Nagasawa e la Toscana; Daniel Spoerri: l’artista e i materiali. Il Giardino di Seggiano,http://hdl.handle.net/11311/692409,2001,"MAZZANTI, ANNA",rp08085,
"Mario de Maria, La luna che torna in seno alla madre terra e biografia dell’artista",http://hdl.handle.net/11311/692413,2001,"MAZZANTI, ANNA",rp08085,
Mario de Maria per l’ Isaotta Guttadauro: pittore ‘lunatico’ e ‘maledetto’ nella Roma dannunziana,http://hdl.handle.net/11311/692414,2001,"MAZZANTI, ANNA",rp08085,
Tecnologia. Missione sicurezza,http://hdl.handle.net/11311/692421,1999,"DOMINONI, ANNALISA",rp14744,
"Tecnologia. Pret à porter del futuro. Tessuti elettrici, abiti e accessori digitali saranno i protagonisti del guardaroba del terzo millennio",http://hdl.handle.net/11311/692423,1999,"DOMINONI, ANNALISA",rp14744,
Tecnologia. Futuro in movimento. Un laboratorio mobile sperimentale per ricerche ambientali,http://hdl.handle.net/11311/692424,1999,"DOMINONI, ANNALISA",rp14744,
Tecnologia. Smart House,http://hdl.handle.net/11311/692425,1999,"DOMINONI, ANNALISA",rp14744,
"Tecnologia. Che ne sarà di radio, telefoni, televisioni e computer?",http://hdl.handle.net/11311/692426,1999,"DOMINONI, ANNALISA",rp14744,
Tecnologia. Catturare le immagini,http://hdl.handle.net/11311/692427,1999,"DOMINONI, ANNALISA",rp14744,
Tecnologia. Generazioni ultrasottili,http://hdl.handle.net/11311/692428,1999,"DOMINONI, ANNALISA",rp14744,
Tecnologia. I grandi navigatori,http://hdl.handle.net/11311/692430,1998,"DOMINONI, ANNALISA",rp14744,
Tecnologia. La generazione intelligente,http://hdl.handle.net/11311/692431,1998,"DOMINONI, ANNALISA",rp14744,
Tecnologia. Le tecnologie del comunicare,http://hdl.handle.net/11311/692432,1998,"DOMINONI, ANNALISA",rp14744,
Tecnologia & Natura. Le linee del drago,http://hdl.handle.net/11311/692434,1998,"DOMINONI, ANNALISA",rp14744,
Tecnologia & Natura. La casa solare,http://hdl.handle.net/11311/692436,1998,"DOMINONI, ANNALISA",rp14744,
Tecnologia & Natura. Verde naturale e verde artificiale,http://hdl.handle.net/11311/692438,1998,"DOMINONI, ANNALISA",rp14744,
Tecnologia & Natura. La terza pelle,http://hdl.handle.net/11311/692442,1998,"DOMINONI, ANNALISA",rp14744,
Tecnologia & Natura. La casa multimediale,http://hdl.handle.net/11311/692444,1998,"DOMINONI, ANNALISA",rp14744,
Tecnologia & Natura. La casa automatica,http://hdl.handle.net/11311/692446,1998,"DOMINONI, ANNALISA",rp14744,
AUTOMOBILE: GLOSSARIO DELLO STILE,http://hdl.handle.net/11311/692450,2000,"TURINETTO, MARCO",rp02185,
Space Architecture Special Focus. SpaceLab,http://hdl.handle.net/11311/692452,2003,"DOMINONI, ANNALISA",rp14744,
Tecnologia di ieri e di oggi. Trent’anni di elettrodomestici,http://hdl.handle.net/11311/692458,1999,"DOMINONI, ANNALISA",rp14744,
Progetto AgriCULT,http://hdl.handle.net/11311/692463,2008,"LUPO, ELEONORA",rp20259,
Understandig the “potential of innovation/transformation“ of social practices and knowledges repertories. Towards a model for a sustainable activation of Intangible Cultural Heritage,http://hdl.handle.net/11311/692466,2012,"LUPO, ELEONORA",rp20259,N. Pedrazzini
Polvere di stelle.La smaterializzazione delle sorgenti negli ambienti interni,http://hdl.handle.net/11311/692471,2002,"MURANO, FRANCESCO",rp13459,
L'utilità della grafica,http://hdl.handle.net/11311/692539,2005,"PIAZZA, MARIO",rp08916,
Remo Muratore: impegno ed eclettismo,http://hdl.handle.net/11311/692540,2005,"PIAZZA, MARIO",rp08916,
Lo stile milanese: Bob Noorda,http://hdl.handle.net/11311/692541,2006,"PIAZZA, MARIO",rp08916,
Bob Noorda,http://hdl.handle.net/11311/692550,2010,"PIAZZA, MARIO",rp08916,
La regia della luce / Staged byLight / Die Lichtregie,http://hdl.handle.net/11311/692551,1999,"DOMINONI, ANNALISA",rp14744,
Il monolite flessibile / The Flexible Monolith,http://hdl.handle.net/11311/692561,1999,"DOMINONI, ANNALISA",rp14744,
"Time Dependent Behaviour of Historic Masonry: a Probabilistic Model, ISSN 0950 9615",http://hdl.handle.net/11311/692562,2006,"ANZANI, ANNA;GARAVAGLIA, ELSA;BINDA, LUIGIA",rp07076;rp08875;rp08164,
Digitale. Il nuovo stile di vita / Digital. The New Life Style,http://hdl.handle.net/11311/692568,1999,"DOMINONI, ANNALISA",rp14744,
Opera totale. La ricerca artistica attraverso l'interpretazione tecnologica / Total Work. The Art Research through the Technological Experimentation,http://hdl.handle.net/11311/692577,1999,"DOMINONI, ANNALISA",rp14744,
"Repair of damaged multiple leaf masonry specimens: initial results, ISSN 0950 9615",http://hdl.handle.net/11311/692584,2006,"ANZANI, ANNA;BINDA, LUIGIA;FONTANA, ALBERTO;TEDESCHI, CRISTINA",rp07076;rp08164;rp11204;rp05262,
Luce italiana a San Pietroburgo / Italian Lighting in St. Petersburg,http://hdl.handle.net/11311/692616,1999,"DOMINONI, ANNALISA",rp14744,
Domotica: lo stato dell'arte / Domotics: The State of the Art,http://hdl.handle.net/11311/692623,1999,"DOMINONI, ANNALISA",rp14744,
La grafica del made in Italy / Made in Italy graphic design,http://hdl.handle.net/11311/692630,2012,"PIAZZA, MARIO",rp08916,
Il crostaceo telematico / The Telematic Crustacean,http://hdl.handle.net/11311/692632,1998,"DOMINONI, ANNALISA",rp14744,
Deutsche Bahn: il ridisegno delle stazioni ferroviarie tedesche / Deutsche Bahn: the Re-Design of German Railway Stations,http://hdl.handle.net/11311/692640,1998,"DOMINONI, ANNALISA",rp14744,
Spin-off: i trasferimenti di tecnologie / Spin-off: Technology Transfers,http://hdl.handle.net/11311/692644,1998,"DOMINONI, ANNALISA",rp14744,
Design della luce / Design of Ligth,http://hdl.handle.net/11311/692648,1998,"DOMINONI, ANNALISA",rp14744,
L'era Spaziale del prossimo millennio / The Space Age of the Next Millennium,http://hdl.handle.net/11311/692649,1998,"DOMINONI, ANNALISA",rp14744,
"Rovesciare gli occhi.
Grafica e pubblicità negli anni settanta.",http://hdl.handle.net/11311/692651,2007,"PIAZZA, MARIO",rp08916,
Le immagini della città. Storie di grafica,http://hdl.handle.net/11311/692657,2009,"PIAZZA, MARIO",rp08916,
"Censimento delle architetture Liberty nel territorio di Varese, Area nord, sentiero 10",http://hdl.handle.net/11311/692658,2012,"ANZANI, ANNA;CONDOLEO, PAOLA;CARAMEL, CLAUDIA;GUARISCO, MARGHERITA",rp07076;rp18706;rp18189;rp08452,Baila A.
Grafica zaino,http://hdl.handle.net/11311/692660,2007,"PIAZZA, MARIO",rp08916,
È solo design. Corso di Laurea in Disegno Industriale,http://hdl.handle.net/11311/692720,1997,"DOMINONI, ANNALISA",rp14744,
Perché un libro su Enzo Mari,http://hdl.handle.net/11311/692729,1997,"DOMINONI, ANNALISA",rp14744,
Tecnologie Wearable: un esempio delle prime fasi di approccio al progetto,http://hdl.handle.net/11311/692730,2006,"FERRARO, VENERE",rp00495,
Sul diritto d’autore. La prima legge per il design,http://hdl.handle.net/11311/692731,1997,"DOMINONI, ANNALISA",rp14744,
"Tecniche, materiali e colori nelle architetture di Luciano Baldessari",http://hdl.handle.net/11311/692732,2005,"CIAGA', GRAZIELLA LEYLA",rp18572,
Idonei all'uso. Le certificazioni di prodotto in Inghilterra,http://hdl.handle.net/11311/692736,1997,"DOMINONI, ANNALISA",rp14744,
Economia informa. Più design,http://hdl.handle.net/11311/692748,1997,"DOMINONI, ANNALISA",rp14744,
Componenti e finiture per l'edilizia. SAIEDUE 97,http://hdl.handle.net/11311/692751,1997,"DOMINONI, ANNALISA",rp14744,
"[Game mechanics] & [Phenomena in cognitive and social
psychology]: experiments in emotional design for
communication",http://hdl.handle.net/11311/692754,2011,"PILLAN, MARGHERITA;RIGHI RIVA, PIETRO;GATTI, ELIA;LUPI, GIORGIA",rp09886;rp10332;rp10170;rp10093,
"Libreria Notari, Calzaturificio di Varese, Bar Craja, Studio per un collezionista, Ampliamento della Stamperia De Angeli Frua, Appartamento Spadacini, Progetto Città Cinematografica, Complesso industriale ItalCima, Padiglione Vesta, Padiglione della Stampa, Negozio Ultimoda DAF, Progetto San Babila, Atrio Scalone d'Onore e Vestibolo superiore IX Triennale, Istituto di bellezza Dora Bruschi, Quartiere Feltre, Progetto Fontana del Risparmio, Complesso di Villa Letizia.",http://hdl.handle.net/11311/692765,2005,"CIAGA', GRAZIELLA LEYLA",rp18572,
The evaluation of contemporary design: Systemic observations and consequences,http://hdl.handle.net/11311/692767,2014,"CELASCHI, FLAVIANO;BIANCHINI, MASSIMO",rp10506;rp20554,
Il bel mestiere. Incontro con Matilde Ghiringhelli,http://hdl.handle.net/11311/692768,2007,"PIAZZA, MARIO",rp08916,
Visivo e tascabile. Gli anni sessanta,http://hdl.handle.net/11311/692774,2007,"PIAZZA, MARIO",rp08916,
Luigi Ferrario. Paesaggi costruiti,http://hdl.handle.net/11311/692776,2010,"CIAGA', GRAZIELLA LEYLA;FERABOLI, MARIA TERESA",rp18572;rp17014,
Luciano Baldessari e Milano. Progetti e realizzazioni in Lombardia,http://hdl.handle.net/11311/692782,2005,"CIAGA', GRAZIELLA LEYLA",rp18572,
Designing Global Designers. New Trends for Italian Design,http://hdl.handle.net/11311/692783,2007,"BIANCHINI, MASSIMO;SANGIORGI, DANIELA",rp20554;rp02121,
"Iconografie della città mediterranea.
Alcune microstorie di grafica.",http://hdl.handle.net/11311/692788,2006,"PIAZZA, MARIO",rp08916,
Etica quotidiana,http://hdl.handle.net/11311/692793,2005,"PIAZZA, MARIO",rp08916,
Principi di progettazione accessibile,http://hdl.handle.net/11311/692794,2012,"ERCOLI, SEBASTIANO;RATTI, ANDREA",rp22744;rp08756,
Progettare per tutti,http://hdl.handle.net/11311/692798,2012,"ERCOLI, SEBASTIANO;RATTI, ANDREA",rp22744;rp08756,
The solitary designer,http://hdl.handle.net/11311/692803,2011,"ERCOLI, SEBASTIANO;RATTI, ANDREA",rp22744;rp08756,
Innovare tecnologicamente,http://hdl.handle.net/11311/692806,2011,"ERCOLI, SEBASTIANO;RATTI, ANDREA",rp22744;rp08756,
Un centro di innovazione per il distretto nautico lariano,http://hdl.handle.net/11311/692810,2011,"ERCOLI, SEBASTIANO;RATTI, ANDREA",rp22744;rp08756,
Toyo Kitchen. Uomini e imprese,http://hdl.handle.net/11311/692820,1997,"DOMINONI, ANNALISA",rp14744,
Milano moderna. Architettura e città. Atlante. Tendenze dall'architettura europea,http://hdl.handle.net/11311/692824,1997,"DOMINONI, ANNALISA",rp14744,
Steiner a Bolzano,http://hdl.handle.net/11311/692832,2001,"CIAGA', GRAZIELLA LEYLA",rp18572,
Teaching Material Design. Research on Teaching Methodology about Materials in Industrial Design,http://hdl.handle.net/11311/692834,2012,"FERRARA, MARIA RITA",rp02298,S. Lucibello
Il Disegno di Architettura. Guida alla descrizione,http://hdl.handle.net/11311/692842,2005,"CIAGA', GRAZIELLA LEYLA",rp18572,
Storie visive,http://hdl.handle.net/11311/692844,2011,"PIAZZA, MARIO",rp08916,
Sinergie tra prodotti. Euromobil cucine,http://hdl.handle.net/11311/692859,1997,"DOMINONI, ANNALISA",rp14744,
Ad ampio raggio d’azione. Feg,http://hdl.handle.net/11311/692861,1997,"DOMINONI, ANNALISA",rp14744,
Esercizi sottrattivi: VA meno FB; GI meno FB; G meno FB,http://hdl.handle.net/11311/692868,2011,"PIAZZA, MARIO",rp08916,
"Aspetti dell'organizzazione della tutela dei beni architettonici in Italia e Francia, Dottorato di ricerca in Conservazione dei Beni architettonici (10. ciclo A.A. 1995-1998); coordinatrice T. K. Kirova, tutor A. Bellini, co-tutor F. Irace, Politecnico di Milano, Università degli studi di Cagliari, Università degli studi di Genova, Università degli studi di Reggio Calabria, 1999",http://hdl.handle.net/11311/692869,1999,"CIAGA', GRAZIELLA LEYLA",rp18572,
Winghy,http://hdl.handle.net/11311/692873,2012,"RATTI, ANDREA",rp08756,
Un quadrato con gli angoli smussati. La emme di Salvatore Gregorietti.,http://hdl.handle.net/11311/692876,2005,"PIAZZA, MARIO",rp08916,
Parliamo di luce. Status,http://hdl.handle.net/11311/692880,1997,"DOMINONI, ANNALISA",rp14744,
Una sfida per la professione,http://hdl.handle.net/11311/692883,2003,"PIAZZA, MARIO",rp08916,
I marchi possono invecchiare?,http://hdl.handle.net/11311/692895,2003,"PIAZZA, MARIO",rp08916,
Senza interruzione,http://hdl.handle.net/11311/692900,2011,"PIAZZA, MARIO",rp08916,
Une affiche pour Saint-Ours,http://hdl.handle.net/11311/692901,2002,"PIAZZA, MARIO",rp08916,
L'archivio Luciano Baldessari,http://hdl.handle.net/11311/692905,1997,"CIAGA', GRAZIELLA LEYLA",rp18572,
A DLTS Investigation of VPE GaAs MESFTE's,http://hdl.handle.net/11311/692906,1987,"PILLAN, MARGHERITA",rp09886,C. Ghezzi;R. Mosca;E. Gombia
Grafica e città,http://hdl.handle.net/11311/692908,1999,"PIAZZA, MARIO",rp08916,
Dependence of Mobility Profiles on Doping Transition and Impurity Concentration in GaAs FET Structures,http://hdl.handle.net/11311/692909,1986,"PILLAN, MARGHERITA",rp09886,F. Vidimari;A. Orsucci
A Computer Aided Interpretation of Mobility Profile Measurements in GaAs FET Structures,http://hdl.handle.net/11311/692910,1987,"PILLAN, MARGHERITA",rp09886,F. Vidimari
A Microscopic Investigation on Si Activation in Ion Implanted Furnace Annealed LEC GaAs Substrates,http://hdl.handle.net/11311/692911,1988,"PILLAN, MARGHERITA",rp09886,F. Vidimari;A. Erenheim
Broadband Low-Noise Monolithic GaAs Microwave Amplifiers with very Low Power Consumption,http://hdl.handle.net/11311/692917,1988,"PILLAN, MARGHERITA",rp09886,G. Donzelli;E. Bastida
"Italic 1.0
Il disegno dei caratteri contemporaneo in Italia",http://hdl.handle.net/11311/692920,2002,"PIAZZA, MARIO",rp08916,P. Lenarduzzi;S. Sfligiotti
Convergence Improvements of the Harmonic balance Method,http://hdl.handle.net/11311/692921,1993,"BRAMBILLA, ANGELO MAURIZIO;D'AMORE, DARIO;PILLAN, MARGHERITA",rp01000;rp11727;rp09886,
Le storie visive della Triennale,http://hdl.handle.net/11311/692922,2004,"PIAZZA, MARIO",rp08916,
Efficient Steady State Simulation of Nonlinear Integrated Circuits,http://hdl.handle.net/11311/692923,1994,"D'AMORE, DARIO;PILLAN, MARGHERITA",rp11727;rp09886,
Toward a Model of GaAs MESFETs for the Design of Cryogenic Integrated Circuits,http://hdl.handle.net/11311/692925,1994,"PILLAN, MARGHERITA",rp09886,D. Camin;G. Pessina;E. Previtali
In pubblico. Azioni e idee degli anni settanta in Italia,http://hdl.handle.net/11311/692927,2007,"PIAZZA, MARIO",rp08916,M. Fochessati;S. Solimano
Constraint Generation and Placement for Automatic Layout Design of Analog Integrated Circuits,http://hdl.handle.net/11311/692928,1994,"PILLAN, MARGHERITA;SCIUTO, DONATELLA",rp09886;rp22985,
A Deterministic Constraint Driven Placement methodology for Analog Circuits,http://hdl.handle.net/11311/692930,1995,"BRANDOLESE, CARLO;PILLAN, MARGHERITA;SALICE, FABIO;SCIUTO, DONATELLA",rp01099;rp09886;rp22246;rp22985,
Grafica del made in Italy / Made in Italy graphic design,http://hdl.handle.net/11311/692932,2012,"PIAZZA, MARIO",rp08916,
Analog Circuits Placement: a Constraint Driven Methodology,http://hdl.handle.net/11311/692933,1996,"BRANDOLESE, CARLO;PILLAN, MARGHERITA;SALICE, FABIO;SCIUTO, DONATELLA",rp01099;rp09886;rp22246;rp22985,
A Constraint Generation Tool for the Design of High Frequency Integrated Cirsuits,http://hdl.handle.net/11311/692936,1996,"PILLAN, MARGHERITA;SALICE, FABIO",rp09886;rp22246,G. Ghione
TDM 5: Grafica italiana,http://hdl.handle.net/11311/692937,2012,"PIAZZA, MARIO",rp08916,G. Camuffo;C. Vinti
Ambiziose inclinazioni,http://hdl.handle.net/11311/692941,2012,"RATTI, ANDREA",rp08756,
Dall’oggetto all’interfaccia. Mutazioni del design,http://hdl.handle.net/11311/692942,1995,"COSTA, FIAMMETTA CARLA ENRICA",rp13177,
Costruire esperienza,http://hdl.handle.net/11311/692943,2012,"RATTI, ANDREA",rp08756,
Sostenibili riflessioni,http://hdl.handle.net/11311/692944,2012,"RATTI, ANDREA",rp08756,
Segnali di cambiamento,http://hdl.handle.net/11311/692945,2012,"RATTI, ANDREA",rp08756,
Voglia di coupé,http://hdl.handle.net/11311/692946,2012,"RATTI, ANDREA",rp08756,
Dettagli che contano,http://hdl.handle.net/11311/692949,2012,"RATTI, ANDREA",rp08756,
Il dizionario del grafico,http://hdl.handle.net/11311/692950,1994,"PIAZZA, MARIO",rp08916,
Sea Pod,http://hdl.handle.net/11311/692952,2011,"RATTI, ANDREA",rp08756,
Piccole innovazioni,http://hdl.handle.net/11311/692953,2011,"RATTI, ANDREA",rp08756,
Sperimentazione continua,http://hdl.handle.net/11311/692954,2011,"RATTI, ANDREA",rp08756,
Divertirsi con leggerezza,http://hdl.handle.net/11311/692955,2011,"RATTI, ANDREA",rp08756,
Una mostra in viaggio. I libri di Amedeo Martegani,http://hdl.handle.net/11311/692956,2001,"PIAZZA, MARIO",rp08916,
"Le nuove tecnologie per la creazione di reti del progetto: il caso Onami
Design. Il Caso Onami",http://hdl.handle.net/11311/692957,2004,"BIANCHINI, MASSIMO",rp20554,
Design Indipendente versus Design Dipendente: note a margine,http://hdl.handle.net/11311/692958,2012,"ZURLO, FRANCESCO",rp07950,
La smetti di fare il bambino?,http://hdl.handle.net/11311/692959,2011,"RATTI, ANDREA",rp08756,
L'altra grafica,http://hdl.handle.net/11311/692960,2007,"PIAZZA, MARIO",rp08916,
Visioni concrete di sostenibilità,http://hdl.handle.net/11311/692961,2011,"RATTI, ANDREA",rp08756,
Progettare il marchio. Identità del gai,http://hdl.handle.net/11311/692962,2001,"PIAZZA, MARIO",rp08916,
A Moda projectada,http://hdl.handle.net/11311/692963,2010,"COLOMBI, CHIARA",rp18665,
"Poltrona Frau.
L'intelligenza delle mani",http://hdl.handle.net/11311/692964,2012,"PIAZZA, MARIO",rp08916,
Poltrona Frau: Intelligence in Our Hands,http://hdl.handle.net/11311/692966,2012,"PIAZZA, MARIO",rp08916,
L’ATTIVAZIONE DELLE STRATEGIE DI TUTELA: MODALITA’ E MOTIVAZIONI,http://hdl.handle.net/11311/692982,2005,"BIANCHINI, MASSIMO",rp20554,
Introduction,http://hdl.handle.net/11311/693002,2012,"LUPO, ELEONORA",rp20259,J. Allen
L’interior design come strumento per uno sviluppo sostenibile dell’ospitalità: il caso degli alberghi diffusi,http://hdl.handle.net/11311/693040,2012,"GEROSA, GIULIA MARIA",rp00520,
Retail design as an opportunity for a qualitative development of the city,http://hdl.handle.net/11311/693064,2008,"GEROSA, GIULIA MARIA",rp00520,
