title,pubLink,year,innerCoAuthorsNames,innerCoAuthorsId,outerCoAuthors
Allestire Oggi,http://hdl.handle.net/11311/583496,2010,"FINESSI, GIUSEPPE",rp20455,Italo Lupi
Alberto Garutti,http://hdl.handle.net/11311/583497,2010,"FINESSI, GIUSEPPE",rp20455,
Il progetto è ovunque. Ovvero la necessità è sempre madre dell'invenzione,http://hdl.handle.net/11311/583499,2010,"FINESSI, GIUSEPPE",rp20455,
Dino Gavina Imprenditore anomalo,http://hdl.handle.net/11311/583500,2010,"FINESSI, GIUSEPPE",rp20455,
Altre Stanze,http://hdl.handle.net/11311/583501,2010,"FINESSI, GIUSEPPE",rp20455,
Paolo U.,http://hdl.handle.net/11311/583502,2010,"FINESSI, GIUSEPPE",rp20455,
Dulio Forte. Interno in un interno,http://hdl.handle.net/11311/583503,2010,"FINESSI, GIUSEPPE",rp20455,
Ospiti Inaspettati,http://hdl.handle.net/11311/583504,2010,"FINESSI, GIUSEPPE",rp20455,
Progettare pensieri. Marco Ferreri Nuovo Maestro,http://hdl.handle.net/11311/583505,2010,"FINESSI, GIUSEPPE",rp20455,
Visualizzare il metaprogetto moda,http://hdl.handle.net/11311/583671,2010,"TOLINO, UMBERTO",rp03129,
Interfacce,http://hdl.handle.net/11311/583871,2010,"PILLAN, MARGHERITA",rp09886,
User Centred Design,http://hdl.handle.net/11311/583872,2010,"PILLAN, MARGHERITA",rp09886,
Understanding the Complexity of the Multicultural Design Work Team,http://hdl.handle.net/11311/583873,2010,"SUTEU, IRINA MARIA;PILLAN, MARGHERITA",rp07549;rp09886,
Making User Centered Design more affordable for collaborative service design,http://hdl.handle.net/11311/583874,2010,"PILLAN, MARGHERITA;SUTEU, IRINA MARIA",rp09886;rp07549,
Comunicazione a misura d'uomo,http://hdl.handle.net/11311/583875,2011,"PILLAN, MARGHERITA",rp09886,
AEROSPACE DESIGN,http://hdl.handle.net/11311/584077,2010,"DOMINONI, ANNALISA",rp14744,
Choosing between ecology awareness and business,http://hdl.handle.net/11311/585672,2010,"TURINETTO, MARCO",rp02185,
Light for a new product identity,http://hdl.handle.net/11311/585673,2010,"TURINETTO, MARCO",rp02185,
"Lighting ethics, enviroment",http://hdl.handle.net/11311/585674,2010,"TURINETTO, MARCO",rp02185,
"Individualised Consumption: is the future industry ready for a complex, higly-differentiated market ?",http://hdl.handle.net/11311/585675,2010,"TURINETTO, MARCO",rp02185,
On living well in today's enviroments,http://hdl.handle.net/11311/585676,2010,"TURINETTO, MARCO",rp02185,
"Arena Models. Deliverable 2.1 for Periheria project, Grant Agreement number: 271015",http://hdl.handle.net/11311/586879,2011,"CONCILIO, GRAZIA;RIZZO, FRANCESCA",rp02299;rp15209,
Deliverable 2.1: Scenarios description. Deliverable for the European Project Life 2.0 LIFE 2.0Geographical positioning services to support independent living and social interaction of elderly people ICT-PSP-270965,http://hdl.handle.net/11311/586880,2011,"RIZZO, FRANCESCA;COSTA, FIAMMETTA CARLA ENRICA",rp15209;rp13177,Oliva S.
Service Design for territorial development: a case study of Sustainable Tourism in China,http://hdl.handle.net/11311/586881,2011,"FASSI, DAVIDE;RIZZO, FRANCESCA;COLLINA, LUISA MARIA VIRGINIA",rp01829;rp15209;rp13086,
Per una didattica orizzontale del disegno,http://hdl.handle.net/11311/587273,2009,"PIERLUISI, GABRIELE",rp08934,
Il Danteum di Terragni. Note per la costruzione del modello digitale interattivo,http://hdl.handle.net/11311/587274,2009,"PIERLUISI, GABRIELE",rp08934,
Dopo il paesaggio italiano,http://hdl.handle.net/11311/587275,2008,"PIERLUISI, GABRIELE",rp08934,
DESIGN STORYTELLING. Design e comunicazione nell'era della complessità: un manuale imperfetto.,http://hdl.handle.net/11311/588132,2011,"CEPPI, GIULIO",rp18480,D. D'Alessio
The Innovation pyramid: a categorization of the innovation phenomenon in the product-design field,http://hdl.handle.net/11311/588684,2011,"RAMPINO, LUCIA ROSA ELENA",rp08743,
Pet driven design,http://hdl.handle.net/11311/589685,2011,"CEPPI, GIULIO",rp18480,
COMPRENDERE IL PASSATO PROGETTANDO IL FUTURO. Tempi e ambizioni sottese nell'Advance Design.,http://hdl.handle.net/11311/590098,2010,"CEPPI, GIULIO",rp18480,
BURN: Baring Unknown Rogue Networks,http://hdl.handle.net/11311/590884,2011,"MAGGI, FEDERICO;CAVIGLIA, GIORGIO;ZANERO, STEFANO;CIUCCARELLI, PAOLO",rp03196;rp06773;rp00958;rp13003,Francesco Roveta;Luca Di Mario
"Cronologia dei progetti di Noorda per il TCI(titolo in inglese ""Chronology of Noorda’s designs for TCI"")",http://hdl.handle.net/11311/593083,2011,"GUIDA, FRANCESCO ERMANNO",rp00283,
"Progettare alfabeti e scritture digitali. Contesto, struttura, obiettivi di un'esperienza di formazione",http://hdl.handle.net/11311/593084,2011,"GUIDA, FRANCESCO ERMANNO",rp00283,
Sensorialità e progetto,http://hdl.handle.net/11311/595484,2011,"CEPPI, GIULIO",rp18480,
Web Experience. L'ambiente informativo come neoluogo della comunicazione,http://hdl.handle.net/11311/596480,2007,"TOLINO, UMBERTO",rp03129,
Brand Design or Design Brand? The Role of Strategic Design in the Corporate Identity,http://hdl.handle.net/11311/596482,2006,"TOLINO, UMBERTO",rp03129,
Il progetto di comunicazione per la moda. Strumenti e modalità di visualizzazione.,http://hdl.handle.net/11311/596680,2007,"TOLINO, UMBERTO",rp03129,
Tools and Methods to Assist the Product Customization in the Field of Furniture Design,http://hdl.handle.net/11311/598480,2011,"DESERTI, ALESSANDRO;BREVI, FAUSTO",rp09946;rp07170,M. Gaiani;S. Ferioli
Arte e tecnica della rappresentazione per il progetto.,http://hdl.handle.net/11311/598886,2010,"PIERLUISI, GABRIELE",rp08934,
Chi ha paura?,http://hdl.handle.net/11311/599084,2011,"CAPPELLIERI, ALBA",rp10620,
GIOIELLI PER MILANO,http://hdl.handle.net/11311/599085,2011,"CAPPELLIERI, ALBA",rp10620,
TEACHING DESIGN & ENGINEERING STUDENTS HOW TO HANDLE THE FORM GIVING ISSUE,http://hdl.handle.net/11311/600481,2011,"RAMPINO, LUCIA ROSA ELENA;GORNO, ROBERTA",rp08743;rp00745,
"AN EDUCATIONAL EXPERIENCE THROUGH AN EXPLORATIVEDESIGN PROCESS: FORM GIVING, AFFORDANCE ANDTECHNOLOGY",http://hdl.handle.net/11311/600680,2011,"FERRARO, VENERE;GORNO, ROBERTA;RAMPINO, LUCIA ROSA ELENA",rp00495;rp00745;rp08743,
CMF (Color Material Finish) customization in the furniture field through advanced RTR visualization tools,http://hdl.handle.net/11311/601880,2011,"DESERTI, ALESSANDRO;BREVI, FAUSTO",rp09946;rp07170,M. Gaiani;S. Ferioli
La Fisiologia dei colori di Filippo Lussana nella storia delle sinestesie,http://hdl.handle.net/11311/602293,2011,"RICCO', DINA",rp08639,
THE CREATIVE PROCESS IN FASHION DESIGN: THE FORMULA OF MADE IN ITALY AS GROUND FOR EXPERIMENTATION AND INNOVATION,http://hdl.handle.net/11311/602488,2011,"ZANOLLA MANCINI, ANNA SARA;CONTI, GIOVANNI MARIA",rp00725;rp18715,
Interagire con modelli 3D per il design in un contesto di revisione progetto in sala virtuale,http://hdl.handle.net/11311/604288,2011,"BREVI, FAUSTO;PIGNATEL, ALICE",rp07170;rp01532,
"È la banalizzazione del linguaggio a rendere impossibile l'ovvio (titolo in inglese ""Its the impoverishment of language that makes the obvious impossible"")",http://hdl.handle.net/11311/604290,2011,"GUIDA, FRANCESCO ERMANNO",rp00283,
"Realtà, simulazione e progetto. Il ruolo del modello",http://hdl.handle.net/11311/604685,2011,"AMORUSO, GIUSEPPE;BREVI, FAUSTO;PIERLUISI, GABRIELE;ROSSI, MICHELA;RUSSO, MICHELE",rp02447;rp07170;rp08934;rp02438;rp00523,Enica Bistagnino;Mauro Cecconello
Architettura della memoria: note alla compilazione di un protocollo per la catalogazione dei cimiteri monumentali,http://hdl.handle.net/11311/604686,2011,"ROSSI, MICHELA",rp02438,Cecilia Tedeschi
Il progetto del colore: sperimentazione e rappresentazione al Laboratorio di pittura murale del Bauhaus,http://hdl.handle.net/11311/604687,2011,"ROSSI, MICHELA",rp02438,
"Concetti, trattati e applicazioni. Teoria e pratica progettuale dalle arti applicate al costruito storico",http://hdl.handle.net/11311/604688,2011,"ROSSI, MICHELA",rp02438,
"Disegno e rappresentazione digitale. Immaginazione, ragionamento e condizionamento culturale nell’esplorazione delle forme nello spazio digitale",http://hdl.handle.net/11311/604689,2011,"ROSSI, MICHELA;ALBERTI, ERIKA;BONTEMPI, DONATELLA",rp02438;rp08997;rp09326,
"Il fenomeno del colore, modelli geometrici per la rappresentazione",http://hdl.handle.net/11311/604690,2011,"ROSSI, MICHELA",rp02438,
Esposizione personale: PARIS_PLIS  Gabriele Pierluisi a cura di Martina Cavallarin.  Parigi dal 03-02-2011 al 03-03-2011,http://hdl.handle.net/11311/605088,2011,"PIERLUISI, GABRIELE",rp08934,
Il nuovo tram di Bergamo. Una valutazione ex-post,http://hdl.handle.net/11311/605313,2011,"BERIA, PAOLO;MAJA, ROBERTO",rp17616;rp13597,A. Borlini
"Realtà, simulazione e progetto. Il ruolo del modello",http://hdl.handle.net/11311/605680,2011,"AMORUSO, GIUSEPPE;BREVI, FAUSTO;PIERLUISI, GABRIELE;ROSSI, MICHELA;RUSSO, MICHELE",rp02447;rp07170;rp08934;rp02438;rp29233,Enica Bistagnino;Mauro Cecconello
Disegno. Dal disegno come modello al disegno come pensiero complesso.,http://hdl.handle.net/11311/605681,2011,"AMORUSO, GIUSEPPE;BISTAGNINO, ENRICA;BREVI, FAUSTO;CECONELLO, MAURO ATTILIO;PIERLUISI, GABRIELE;ROSSI, MICHELA",rp02447;rp06935;rp07170;rp10483;rp08934;rp02438,M. Russo
Synesthetic aspects in the visual Communication of the music: Mental imagery and graphic representation,http://hdl.handle.net/11311/605683,2009,"RICCO', DINA",rp08639,
Ultimi Fuochi. Visioni di città mediterranee tra design e paesaggio,http://hdl.handle.net/11311/605886,2011,"PIERLUISI, GABRIELE",rp08934,
A volo d’uccello. Paesaggi delle ipercittà mediterranee,http://hdl.handle.net/11311/605887,2011,"PIERLUISI, GABRIELE",rp08934,
Studio comparato sui metodi internazionali di valutazione preventiva delle opere pubbliche dal punto di vista della fattibilità tecnico-economica,http://hdl.handle.net/11311/606696,2011,"PONTI, MARCO GUIDO;BERIA, PAOLO",rp08671;rp17616,Fulvio Lino Di Blasio;Michele Giove;Mariafrancesca Miele;Claudia Petta
Leonardo e Michelangelo. Capolavori della grafica e studi romani,http://hdl.handle.net/11311/607936,2011,"MARANI, PIETRO CESARE",rp13647,"RAGIONIERI, P."
"Una traccia per l'evoluzione del disegno in Leonardo: dalla copia dei disegni dei 'boni maestri' alla ""Scuola del mondo"".",http://hdl.handle.net/11311/607937,2011,"MARANI, PIETRO CESARE",rp13647,
"Leonardo a Roma: L'Antico, San Pietro e la Favorita di Giuliano de' Medici",http://hdl.handle.net/11311/607938,2011,"MARANI, PIETRO CESARE",rp13647,
"Luini, Gaudenzio, Lanino e altri ""foresti"" nel Saronnese e nel basso Varesotto",http://hdl.handle.net/11311/607939,2011,"MARANI, PIETRO CESARE",rp13647,
"TECNO, l'eleganza discreta della tecnica.",http://hdl.handle.net/11311/608179,2011,"BOSONI, GIAMPIERO",rp07807,
"Oggetti-amici, compagni di strada/ Object-friends, journey companions",http://hdl.handle.net/11311/608180,2011,"BOSONI, GIAMPIERO",rp07807,
Franco Albini,http://hdl.handle.net/11311/608307,2011,"BOSONI, GIAMPIERO",rp07807,
Il design aperto e discreto di Franco Albini,http://hdl.handle.net/11311/608308,2011,"BOSONI, GIAMPIERO",rp07807,
Telefetalcare: a first prototype of a wearable fetal electrocardiograph,http://hdl.handle.net/11311/608356,2011,"SIGNORINI, MARIA GABRIELLA;FERRARIO, MANUELA;PEREGO, PAOLO;ANDREONI, GIUSEPPE",rp02566;rp01736;rp23374;rp06094,A. Fanelli;L. Piccini;G. Magenes
Affective Videogames: The Problem of Wearability and Comfort,http://hdl.handle.net/11311/608368,2011,"BONARINI, ANDREA;COSTA, FIAMMETTA CARLA ENRICA;GARBARINO, MAURIZIO;MATTEUCCI, MATTEO;ROMERO, MAXIMILIANO ERNESTO;TOGNETTI, SIMONE",rp07443;rp13177;rp22489;rp13465;rp07448;rp02377,
Color and Colorimetry Multidisciplinary Contributions,http://hdl.handle.net/11311/608399,2011,"ROSSI, MAURIZIO",rp23061,
Colore e colorimetria contributi multidisciplinari,http://hdl.handle.net/11311/608400,2011,"ROSSI, MAURIZIO",rp23061,
The colour of lighting as a new tool to design urban interiors: the transformation of underground spaces of the cities,http://hdl.handle.net/11311/608403,2011,"CASCIANI, DARIA;ROSSI, MAURIZIO",rp09001;rp23061,
Digital color for the reconstruction of the archaeological site of the Plan de Jupiter Aosta,http://hdl.handle.net/11311/608406,2011,"SINISCALCO, ANDREA;ROSSI, MAURIZIO",rp02414;rp23061,
Image based technique for colorimetric characterization of the light field emitted by LED projector whit variable CCT for museum lighting,http://hdl.handle.net/11311/608410,2011,"MUSANTE, FULVIO;PALEARI, DANILO;ROSSI, MAURIZIO",rp00442;rp10376;rp23061,
L’indice di resa cromatica: misura base ed approcci innovativi,http://hdl.handle.net/11311/608414,2011,"RIZZI, ALESSANDRO;MUSANTE, FULVIO;ROSSI, MAURIZIO",rp25563;rp00442;rp23061,S. Fumagalli;F. Bisegna;C. Bonanomi;S. Rasheed
"TECNO, A Discreetly Technical Elegance",http://hdl.handle.net/11311/608453,2011,"BOSONI, GIAMPIERO",rp07807,
Scenografie - Conversazione di Giampiero Bosoni con Piero Polato,http://hdl.handle.net/11311/608455,2011,"BOSONI, GIAMPIERO",rp07807,
Allestimenti - Conversazione di Giampiero Bosoni con Piero Polato,http://hdl.handle.net/11311/608456,2011,"BOSONI, GIAMPIERO",rp07807,
Interni - Conversazione di Giampiero Bosoni con Piero Polato,http://hdl.handle.net/11311/608461,2011,"BOSONI, GIAMPIERO",rp07807,
Eero Saarinen,http://hdl.handle.net/11311/608464,2011,"BOSONI, GIAMPIERO",rp07807,
Il design del solid state lighting: una sperimentazione continua,http://hdl.handle.net/11311/608602,2011,"CASCIANI, DARIA;PALEARI, DANILO;ROSSI, MAURIZIO",rp09001;rp10376;rp23061,
On the Hazmat Transport Network Design Problem,http://hdl.handle.net/11311/608686,2011,"AMALDI, EDOARDO;BRUGLIERI, MAURIZIO",rp06075;rp07215,Fortz B.
Block notes: recensioni della piccola e media industria italiana. Il caso Foscarini,http://hdl.handle.net/11311/608693,2011,"BOSONI, GIAMPIERO",rp07807,
"Il caso Riva 1920, Block notes 7: recensioni della piccola e media industria italiana.",http://hdl.handle.net/11311/608697,2011,"BOSONI, GIAMPIERO",rp07807,
Passos iniciais para métodos de pesquisa: reflexões sobre curso piloto de pesquisa em design.Steps to research methods for beginners: reflections from a pilot course in research methods for design,http://hdl.handle.net/11311/608733,2011,"PIZZOCARO, SILVIA LUISA",rp09913,
CFD modeling and experimental activity on real scale tunnel fires,http://hdl.handle.net/11311/608805,2011,"FRASSOLDATI, ALESSIO;CUOCI, ALBERTO;BORGHETTI, FABIO;GANDINI, PAOLO",rp13203;rp16784;rp23164;rp09274,R. Juglair;G. De Bacco;M. Deffeyes;M. Castellan
Diagrammi dell'abitare. Ricerche e ipotesi progettuali tra architettura e natura,http://hdl.handle.net/11311/608822,2011,"NEBULONI, ATTILIO",rp08507,
Functional Evaluation and Rehabilitation Engineering,http://hdl.handle.net/11311/608827,2011,"ALIVERTI, ANDREA;FRIGO, CARLO ALBINO;ANDREONI, GIUSEPPE;BARONI, GUIDO;BONARINI, ANDREA;CERVERI, PIETRO;CRIVELLINI, MARCELLO;DELLACA', RAFFAELE;FERRIGNO, GIANCARLO;GALLI, MANUELA;PEDROCCHI, ALESSANDRA LAURA GIULIA",rp06056;rp13294;rp06094;rp07964;rp07443;rp18544;rp11135;rp12162;rp18082;rp13745;rp01160,
Analysis of the safety efficiency of a road network: a real case study,http://hdl.handle.net/11311/608878,2008,"ZIO, ENRICO;SANSAVINI, GIOVANNI;MAJA, ROBERTO;MARCHIONNI, GIOVANNA",rp07938;rp01915;rp13597;rp19980,
Nuove Sorgenti Di Luce: Il Problema Della Resa Cromatica,http://hdl.handle.net/11311/608898,2011,"ROSSI, MAURIZIO;PALEARI, DANILO",rp23061;rp10376,
Cognitive ability assessment by Brain–Computer Interface: Validation of a new assessment method for cognitive abilities,http://hdl.handle.net/11311/609093,2011,"PEREGO, PAOLO;ANDREONI, GIUSEPPE;MAGGI, LUCA;PARINI, SERGIO",rp23374;rp06094;rp03198;rp00367,A. C. Turconi;E. Beretta;C. Gagliardi
"Competition, Regulation and Public Service Obligations",http://hdl.handle.net/11311/609173,2011,"PONTI, MARCO GUIDO",rp08671,
Modeling the Gateway Location Problem for Multicommodity Flow Rerouting.,http://hdl.handle.net/11311/609210,2011,"BRUGLIERI, MAURIZIO;COLORNI VITALE, ALBERTO",rp07215;rp13114,P. Cappanera;M. Nonato
PoliUniPool: a carpooling system for universities,http://hdl.handle.net/11311/609212,2011,"BRUGLIERI, MAURIZIO;COLORNI VITALE, ALBERTO;LUE', ALESSANDRO",rp07215;rp13114;rp20254,D. Ciccarelli
"Future research priorities for climate friendly transport: agenda creation, consultation and results analysis",http://hdl.handle.net/11311/609214,2011,"BRESCIANI, CHIARA;COLORNI VITALE, ALBERTO;LUE', ALESSANDRO",rp00897;rp13114;rp20254,F. Lia;L. Whitmarsh;D. Xenias;E. Anoyrkati;Z. Radmilović;V. Maraš
Green Move: setting up of a procedure to design and evaluate a ZEV sharing system for the city of Milan,http://hdl.handle.net/11311/609216,2011,"CICCARELLI, DIEGO;COLORNI VITALE, ALBERTO;LUE', ALESSANDRO",rp20902;rp13114;rp20254,R. Nocerino;V. Paruscio
Setting up of a European strategic research agenda on climate-friendly transport,http://hdl.handle.net/11311/609217,2011,"BRESCIANI, CHIARA;COLORNI VITALE, ALBERTO;LUE', ALESSANDRO",rp00897;rp13114;rp20254,F. Lia
A Carpooling Service for Universities: A Case Study inMilan,http://hdl.handle.net/11311/609228,2011,"BRUGLIERI, MAURIZIO;COLORNI VITALE, ALBERTO;LUE', ALESSANDRO",rp07215;rp13114;rp20254,D. Ciccarelli
A Variable Neighborhood Search for the University Carpooling,http://hdl.handle.net/11311/609231,2011,"BRUGLIERI, MAURIZIO;COLORNI VITALE, ALBERTO",rp07215;rp13114,T. Davidovic;S. Roksandic
A Comparative Life Cycle Assessment of Disposable and Reusable Packaging for the Distribution of Italian Fruit and Vegetables,http://hdl.handle.net/11311/609239,2011,"LEVI, MARINELLA;CORTESI, SARA;VEZZOLI, CARLO ARNALDO;SALVIA, GIUSEPPE",rp13381;rp16759;rp00177;rp20569,
Il senso dei materiali per il design,http://hdl.handle.net/11311/609242,2011,"ROGNOLI, VALENTINA;LEVI, MARINELLA",rp09328;rp13381,
Il valore dell'imperfezione.L'approccio wabi sabi al design.,http://hdl.handle.net/11311/609243,2011,"OSTUZZI, FRANCESCA;SALVIA, GIUSEPPE;ROGNOLI, VALENTINA;LEVI, MARINELLA",rp09471;rp20569;rp09328;rp13381,
Cruciale,http://hdl.handle.net/11311/609276,2011,"FINESSI, GIUSEPPE",rp20455,
Di vaso in fiore,http://hdl.handle.net/11311/609277,2011,"FINESSI, GIUSEPPE",rp20455,
Inventario 02,http://hdl.handle.net/11311/609278,2011,"FINESSI, GIUSEPPE",rp20455,
Inventario 03,http://hdl.handle.net/11311/609279,2011,"FINESSI, GIUSEPPE",rp20455,
"Corrado Levi: ""Sono un ginnasta o sono un artista?"", 2010 (1984)",http://hdl.handle.net/11311/609280,2011,"FINESSI, GIUSEPPE",rp20455,
Dormire altrove,http://hdl.handle.net/11311/609281,2011,"FINESSI, GIUSEPPE",rp20455,
Cruciale,http://hdl.handle.net/11311/609282,2011,"FINESSI, GIUSEPPE",rp20455,
Tra,http://hdl.handle.net/11311/609283,2011,"FINESSI, GIUSEPPE",rp20455,
How to jump the pound on the female fitness Brazilian Market?Tools and strategy of design to create a path between ideas andmarkets,http://hdl.handle.net/11311/614323,2011,"CONTI, GIOVANNI MARIA",rp18715,D. Rodrigues
"Per l’esposizione, mi raccomando…!Milano e l’Esposizione internazionale del Sempione del 1906 nei documenti del Castello Sforzesco.",http://hdl.handle.net/11311/614714,2011,"RICCI, GIULIANA;CORDERA, PAOLA",rp08631;rp16758,
L'evoluzione dei modelli conici. La famiglia dei cilindri,http://hdl.handle.net/11311/617516,2011,"DE PAOLIS, ROBERTO;BURATTI, GIORGIO",rp11781;rp17492,
"STRUMENTI E METODI DI INDAGINE METAPROGETTUALE SUL COLORE. CROSS-FERTILIZATION TRA MODA, DESIGN, AMBIENTE PER LA PRODUZIONE DI NUOVI CODICI GENERATIVI DEL COLORE.",http://hdl.handle.net/11311/617517,2011,"DE PAOLIS, ROBERTO",rp11781,
