dc.type.full,dc.identifier.uri,dc.date.issued,dc.title,dc.authority.people
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/957976,2014,Smart City: tecnologia e creatività a supporto dell’innovazione,"COLORNI VITALE, ALBERTO;F. Lia;SCIUTO, DONATELLA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/958196,2015,Leonardo da Vinci 1452-1519. Il Disegno del mondo,"MARANI, PIETRO;Fiorio, M.;T."
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/958573,2014,"Synaesthesia: Theoretical, artistic and scientific foundations","M. Josè De Cordoba;RICCO', DINA;Sean Day"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/958763,2014,LIGHT WORKS - EXPERIMENTAL PROJECTION MAPPING,"MURANO, FRANCESCO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/958963,2015,From Italy: value as an attitude,"TURINETTO, MARCO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/959588,2015,"MARIO DAGRADA, DALLA GRAFICA EDITORIALE PER RIZZOLI ALLA PUBBLICITÀ","GUIDA, FRANCESCO ERMANNO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/964304,2011,CULTURA FINANZA POLITICA: VERSO UNA NUOVA SPERANZA PROGETTUALE,"BRUNO, DAVIDE MARIA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/965787,2015,Abitare l'isola rovescia _Osservazioni sull'Isola rovescia di Lecco e sulla sua  curiosa e paradossale natura.,"CEPPI, GIULIO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/965928,2015,Design for Service Innovation and Development. Final Report,"SANGIORGI, DANIELA;Prendiville, Alison;Jung, Jeyon;Yu, Eun"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/967704,2015,In evoluzione. Per una storia quasi naturale degli artefatti,"PIZZOCARO, SILVIA LUISA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/969645,2015,Rimediazioni gender-sensitive. Contributi e progetti per la formazione di un immaginario consapevole,"CARATTI, ELENA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/970261,2015,La città industriosa. Anatomia delle nuove comunità produttive urbane,"MAFFEI, STEFANO;BIANCHINI, MASSIMO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/970262,2015,Makers’ Inquiry,"BIANCHINI, MASSIMO;Menichinelli, M.;MAFFEI, STEFANO;Bombardi, F.;CAROSI, ALESSANDRA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/970263,2015,Design 2020. Le sfide della trasformazione del sistema design lombardo,"MAFFEI, STEFANO;BIANCHINI, MASSIMO;MORTATI, MARZIA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/976675,2015,Building the Expo,"COLLINA, LUISA MARIA VIRGINIA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/979272,2016,BRILLIANT! I FUTURI DEL GIOIELLO ITALIANO,"CAPPELLIERI, ALBA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/979273,2014,GIOIELLI SENTIMENTALI_SENTIMENTAL JEWELLERY,"CAPPELLIERI, ALBA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/979274,2013,"PORTE BONHEUR, AMULETI E TALISMANI CONTEMPORANEI","CAPPELLIERI, ALBA;Tenuta, Livia"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/979573,2015,Il progetto imperfetto. Lo studio della forma nei modelli di organizzazione generale dello spazio,"NEBULONI, ATTILIO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/982650,2015,I luoghi dell'infanzia. Riflessioni intorno al progetto,"BOERI, CRISTINA;BORDIN, MICAELA;Faccincani, Giorgio"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/983327,2015,Sociologia,"VOLONTE', PAOLO GAETANO;Lunghi, Carla;Magatti, Mauro;Mora, Emanuela"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/983924,2015,I designer (si) raccontano,"CECONELLO, MAURO ATTILIO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/989805,2011,Verso un’estetica del momentaneo,"CRIPPA, DAVIDE;DI PRETE, BARBARA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/989813,2005,"Modello, informatica e progetto di architettura","CRIPPA, DAVIDE;DI PRETE, BARBARA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/990632,2016,L’illuminazione delle opere nelle mostre d’arte,"MURANO, FRANCESCO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/990649,2015,THE HISTORY OF STAGE LIGHTING BEFORE THE LIGHT BULB,"MURANO, FRANCESCO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/994598,2016,"CLAUDIA MORGAGNI, L’IMPEGNO COME MODELLO PROFESSIONALE.","GUIDA, FRANCESCO ERMANNO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/994703,2016,Codice Mendini,"IRACE, FULVIO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/994821,2016,Leonardo da Vinci's Last Supper,"MARANI, PIETRO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/994824,2016,"""Bella quanto l'originale istesso"". La copia del Cenacolo della Royal Academy di Londra. Vicende, fortuna, attribuzione","MARANI, PIETRO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/995980,2016,Progetto PTA-DESTINATION: ELABORAZIONE DATI DAI GATE DI PROGETTO - ANNO 2015,"BORGHETTI, FABIO;Bonura, Luca;GANDINI, PAOLO;Pastorelli, Giuseppe"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/997579,2016,Sempering. Process and pattern in architecture and design,"COLLINA, LUISA MARIA VIRGINIA;ZUCCHI, CINO PAOLO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/999869,2016,Sempering - Process and pattern in architecture and design,"ZUCCHI, CINO PAOLO;COLLINA, LUISA MARIA VIRGINIA"
03 LIBRO::03.5 Edizione critica,http://hdl.handle.net/11311/1057650,2018,Smart City - Material Technology People,Giulio Ceppi
03 LIBRO::03.7 Commento scientifico,http://hdl.handle.net/11311/691826,2012,Gio Ponti,"IRACE, FULVIO;LEONI, MARIA MANUELA"
03 LIBRO::03.8 Traduzione di libro,http://hdl.handle.net/11311/692942,1995,Dall’oggetto all’interfaccia. Mutazioni del design,"COSTA, FIAMMETTA CARLA ENRICA"
03 LIBRO::03.8 Traduzione di libro,http://hdl.handle.net/11311/958582,2014,Addio Liberty,"ANZANI, ANNA"
03 LIBRO::03.8 Traduzione di libro,http://hdl.handle.net/11311/959176,2015,"Nutrendo Anima e corpo, Itinerari di delizia tra le Ville Del Sacro Monte Sopra Varese/FEEDING BODY AND SOUL
Delightful journeys among villas in Sacro Monte above Varese","ANZANI, ANNA"
