dc.publisher.place,dc.type.referee,dc.publisher.country,item.collection,item.openaireRights,dc.subject.keywordsita,dc.language.iso,dc.subject.keywords,dc.identifier.uri,dc.date.issued,dc.type.full,dc.relation.ispartofbook,item.journal.title,dc.title,dc.relation.medium,dc.description.numberofauthors,dc.publisher.name,dc.authority.people,dc.type.circulation
-,Comitato scientifico,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,chi,-,http://hdl.handle.net/11311/910757,2014,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,&#21019;&#24847;&#19982;&#35774;&#35745; CREATION AND DESIGN,The Learning Network for Sustainable energy system - An open ethos to promote the innovative approach of System Design for Sustainable Energy for All,STAMPA,2,-,"VEZZOLI, CARLO ARNALDO;BACCHETTI, ELISA",-
-,Comitato scientifico,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,-,http://hdl.handle.net/11311/917155,2014,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,ECOLOGICAL ECONOMY,LeNS China: A Chinese learning network on sustainability for the development and diffusion of teaching materials and tools on design for sustainability,-,4,-,"ZHANG Jun;LIU Xin;VEZZOLI, CARLO ARNALDO;CESCHIN, FABRIZIO",-
-,Esperti anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng;ita,urbanplanning; figure urbane; disegno della città; paesaggi; digitale caldo.; Parigi,http://hdl.handle.net/11311/917765,2014,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,DISEGNARE CON...,Spazi dell'ipercittà o figure della complessità,ELETTRONICO,1,-,"PIERLUISI, GABRIELE",-
-,Nessuno,-,-,none,-,ita;eng,-,http://hdl.handle.net/11311/922556,2014,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,DOMUS,Questioni di design,-,1,-,"FINESSI, GIUSEPPE",-
-,Nessuno,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,ita,-,http://hdl.handle.net/11311/922956,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,LE STRADE,Esercitazione di sicurezza in A36,STAMPA,3,-,"BORGHETTI, FABIO;Bilancia, Giuseppe;Giovannini, Evelin",-
-,Nessuno,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,ita,-,http://hdl.handle.net/11311/925777,2014,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,L'IMPRESA,Il nuovo mood delle imprese artigiane,-,1,-,"CEPPI, GIULIO",-
-,Nessuno,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,ita,-,http://hdl.handle.net/11311/925778,2014,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,L'IMPRESA,Il dominio dell'esperienza,-,1,-,"CEPPI, GIULIO",-
-,Nessuno,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,ita,-,http://hdl.handle.net/11311/925779,2014,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,L'IMPRESA,Verso la sensorialità sostenibile,-,1,-,"CEPPI, GIULIO",-
-,Nessuno,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,ita,-,http://hdl.handle.net/11311/925780,2014,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,L'IMPRESA,L'arte dell'innovazione frugale,-,1,-,"CEPPI, GIULIO",-
-,Nessuno,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,ita,-,http://hdl.handle.net/11311/925781,2014,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,L'IMPRESA,Slow approach: il valore dell'Italia,-,1,-,"CEPPI, GIULIO",-
-,Nessuno,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,ita,-,http://hdl.handle.net/11311/925782,2014,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,L'IMPRESA,Il valore delle connessioni,-,1,-,"CEPPI, GIULIO",-
-,Nessuno,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,ita,-,http://hdl.handle.net/11311/925783,2014,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,L'IMPRESA,Il naso nel bicchiere,-,1,-,"CEPPI, GIULIO",-
-,Nessuno,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,ita,-,http://hdl.handle.net/11311/925955,2014,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,L'IMPRESA,L'era dell'infinitamente piccolo,-,1,-,"CEPPI, GIULIO",-
-,Nessuno,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,ita,-,http://hdl.handle.net/11311/925956,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,L'IMPRESA,Il potere degli archetipi,-,1,-,"CEPPI, GIULIO",-
-,Nessuno,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,ita,-,http://hdl.handle.net/11311/925957,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,L'IMPRESA,Come rinnovare una città,-,1,-,"CEPPI, GIULIO",-
-,Nessuno,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,eng;ita,Tecnologia LED,http://hdl.handle.net/11311/932359,2014,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,ABITARE,La frequenza giusta - The Right Wavelenght,STAMPA,1,-,"BOSONI, GIAMPIERO",-
-,Esperti anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,-,http://hdl.handle.net/11311/933559,2014,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,CULTURA E SCIENZE DEL COLORE / COLOR CULTURE AND SCIENCE,Urban Underground and Human Beings: relationship inquiry through showcase analysis,ELETTRONICO,2,-,"CASCIANI, DARIA;ROSSI, MAURIZIO",-
-,Nessuno,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,-,http://hdl.handle.net/11311/933560,2014,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,JOURNAL OF THE INTERNATIONAL COLOUR ASSOCIATION,An applied research to assess the experience of the colour of urban lighting: a pilot study in Milano downtown,ELETTRONICO,2,-,"CASCIANI, DARIA;ROSSI, MAURIZIO",-
-,Comitato scientifico,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,ita;eng,-,http://hdl.handle.net/11311/934765,2014,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,LUCE,New Light Vision,-,4,-,"CASCIANI, DARIA;MUSANTE, FULVIO;ROSSI, MAURIZIO;SINISCALCO, ANDREA",-
-,Esperti anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,eng,-,http://hdl.handle.net/11311/934767,2014,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,POETICS,Art seen from outside: Non-artistic legitimation within the field of fashion design,-,2,-,"Marco Pedroni;VOLONTE', PAOLO GAETANO",-
-,Esperti anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,eng,-,http://hdl.handle.net/11311/934956,2014,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,INTERNATIONAL JOURNAL OF FASHION STUDIES,The internationalization of fashion studies: Rethinking the peer-reviewing process,STAMPA,3,-,"Emanuela Mora;Agnès Rocamora;VOLONTE', PAOLO GAETANO",-
-,Esperti anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,eng,-,http://hdl.handle.net/11311/934957,2014,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,INTERNATIONAL JOURNAL OF FASHION STUDIES,On the issue of sustainability in fashion studies,STAMPA,3,-,"Emanuela Mora;Agnès Rocamora;VOLONTE', PAOLO GAETANO",-
-,Esperti anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,-,http://hdl.handle.net/11311/935158,2014,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,FASHION PRACTICE,Local culture and global market: A conversation with protagonists of the Italian fashion system,STAMPA,2,-,"Emanuela Mora;VOLONTE', PAOLO GAETANO",-
-,Esperti anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,-,http://hdl.handle.net/11311/935159,2014,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,TECNOSCIENZA,Design worlds and science and technology studies,ELETTRONICO,1,-,"VOLONTE', PAOLO GAETANO",-
-,Esperti anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,eng,-,http://hdl.handle.net/11311/935574,2014,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,NETWORKS,The relocation problem for the one-way electric vehicle sharing,-,3,-,"BRUGLIERI, MAURIZIO;COLORNI VITALE, ALBERTO;LUE', ALESSANDRO",-
-,Esperti anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,eng,-,http://hdl.handle.net/11311/941158,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,DESIGN ISSUES,Designing Controversies and their Publics,ELETTRONICO,5,-,"Tommaso Venturini;Donato Ricci;MAURI, MICHELE;Lucy Kimbell;Axel Meunier",-
-,Comitato scientifico,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,Trans-disciplinary; Design Driven Innovation; Humanities driven; Cross-fertilization,http://hdl.handle.net/11311/943384,2014,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,THE INTERNATIONAL JOURNAL OF CRITICAL CULTURAL STUDIES,"Humanities Design Lab: Understanding and Shaping Cross-fertilization
Experiences",-,2,-,"CELI, MANUELA;Formia,E",-
-,Esperti anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,eng,"Creative and design services, 3-D printing, open business models",http://hdl.handle.net/11311/943779,2014,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,INTERNATIONAL ENTREPRENEURSHIP AND MANAGEMENT JOURNAL,The emergence of new networked business models from technology innovation: an analysis of 3-D printing design enterprises,ELETTRONICO,3,-,"CAUTELA, CABIRIO;P. Pisano;M. Pironti",-
-,Esperti anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,eng,design innovation,http://hdl.handle.net/11311/943781,2014,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,TECHNOVATION,Product design strategies in technological shifts: An explorative study of Italian design-driven companies,ELETTRONICO,3,-,"M. Simoni;CAUTELA, CABIRIO;ZURLO, FRANCESCO",-
-,Esperti anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,Business models,http://hdl.handle.net/11311/943782,2014,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,PICCOLA IMPRESA,Changing customer roles to innovate business models: an overview of design-intensive industries,ELETTRONICO,3,-,"P. Pisano;CAUTELA, CABIRIO;M. Pironti",-
-,Esperti anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,ita,Franco Albini; gomma; Pirelli,http://hdl.handle.net/11311/944357,2014,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,AIS / DESIGN,Franco Albini e la gommapiuma Pirelli. per una storia della schiuma di lattice di caucciù in Italia (1933-1951),ELETTRONICO,1,-,"BOSONI, GIAMPIERO",-
-,Comitato scientifico,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,-,http://hdl.handle.net/11311/946755,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,TRANSPORT POLICY,"Introduction: Economic regulation of transport infrastructure, theory and practices",-,3,-,"BERIA, PAOLO;PONTI, MARCO GUIDO;Ramella F.",-
-,Esperti anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,-,http://hdl.handle.net/11311/948356,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,JOURNAL OF CIVIL ENGINEERING AND ARCHITECTURE RESEARCH,Knowledge of Different Roofing Systems in the Politecnico di Milano: Geometric Survey and Material Investigation,STAMPA,6,-,"AUGELLI, FRANCESCO;ANZANI, ANNA;CANTINI, LORENZO;CONDOLEO, PAOLA;GOBBO, ANTONIA;MASTROPIRRO, ROBERTA",-
-,Comitato scientifico,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,ita,"Design, giocattoli, genere, stereotipi",http://hdl.handle.net/11311/949955,2014,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,I + DISEÑO,Crescere con gli stereotipi. Identità dei giocattoli e i modelli di genere,ELETTRONICO,1,-,"BUCCHETTI, VALERIA LUISA",-
-,Comitato scientifico,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,ita;eng,-,http://hdl.handle.net/11311/953357,2014,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,LUCE,Esplorando la dimensione sociale dell’illuminazione urbana,STAMPA,1,-,"CASCIANI, DARIA",-
-,Comitato scientifico,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,ita,-,http://hdl.handle.net/11311/953555,2014,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,DISANO LIGHTING MAGAZINE,Il fenomeno dell'Urban Social Lighting,STAMPA,1,-,"CASCIANI, DARIA",-
-,Comitato scientifico,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,ita,-,http://hdl.handle.net/11311/953557,2013,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,DISANO LIGHTING MAGAZINE,Ricerca & Innovazione: Ridisegnare la luce,STAMPA,1,-,"CASCIANI, DARIA",-
-,Esperti anonimi,-,04.1 Contributo in Atti di convegno,info:eu-repo/semantics/closedAccess,-,eng,materials; chromogenic materials; smart; Design; experimental investigation,http://hdl.handle.net/11311/954556,2014,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,JOURNAL OF THE INTERNATIONAL COLOUR ASSOCIATION,Intelligent design with chromogenic materials,ELETTRONICO,2,-,"FERRARA, MARIA RITA;M. Bengisu",-
-,Esperti anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,ita,Design; innovazione tecnologica; maker; open design; design practices,http://hdl.handle.net/11311/954557,2014,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,OP CIT,2013. L’impatto delle tecnologie sulla pratica e la cultura del design,STAMPA,1,-,"FERRARA, MARIA RITA",-
-,Esperti anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,social innovation; creative practices; activism; Design; Mediterranean areas; emerging societal; Socioeconomic impacts; territorial resources; Social design,http://hdl.handle.net/11311/954558,2014,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,PAD,Social Design for the Mediterranean,-,1,-,"FERRARA, MARIA RITA",-
-,Nessuno,-,-,none,-,eng;ita,-,http://hdl.handle.net/11311/955160,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,DOMUS,Un punto di vista sul Salone 2015,-,1,-,"FINESSI, GIUSEPPE",-
-,Comitato scientifico,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng;ita,-,http://hdl.handle.net/11311/956555,2014,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,COMPLESSITÀ E SOSTENIBILITÀ NEL PROGETTO,Approcci di complessità nel progetto sostenibile / Approaches to complexity in sustainable design,-,1,-,"NEBULONI, ATTILIO",-
-,Nessuno,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,ita;eng,Brand; Interior Design; Retail design; Fashion and Luxury industry,http://hdl.handle.net/11311/956955,2014,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,OTTAGONO,Un cuore nuovo alla Barchessa,STAMPA,2,-,"SCULLICA, FRANCESCO;dipartimento di Design del Politecnico di Milano",-
-,"Sì, ma tipo non specificato",-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng;ita,architettura; Interior Design; Design; furniture design; sostenibilità; progettazione tecnologica,http://hdl.handle.net/11311/956956,2014,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,OTTAGONO,Reinventare una meta,STAMPA,2,-,"SCULLICA, FRANCESCO;dipartimento di design del Politecnico di Milano",-
-,Nessuno,-,01.1 Articolo in Rivista,none,-,eng,-,http://hdl.handle.net/11311/957358,2014,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,WORKING PAPER EURICSE,Climaps by Emaps in 2 Pages (A Summary for Policy Makers and Busy People),ELETTRONICO,4,-,"MAURI, MICHELE;AZZI, MATTEO;CIMINIERI, DANIELE;UBOLDI, GIORGIO ROBERTO",-
-,"Sì, ma tipo non specificato",-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng;ita,hotel design; Interior Design; design hostel; art hotel; hotel for all; grandi eventi,http://hdl.handle.net/11311/957973,2014,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,OTTAGONO,La nuova ospitalità,STAMPA,2,-,"SCULLICA, FRANCESCO;ELGANI, ELENA MARIELE",-
-,Esperti anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,ita,storia del design; Material Design; gomma; Pirelli; Roberto Mango,http://hdl.handle.net/11311/957982,2014,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,AIS / DESIGN,"“Lievitare” la materia. Pirelli, la gomma, il design e la dimensione politecnica",-,1,-,"FERRARA, MARIA RITA",-
-,Comitato scientifico,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,Mediterranean design; design for emergency; social design; social innovation; economic development,http://hdl.handle.net/11311/957983,2014,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,QUADERNS DE LA MEDITERRÀNIA,Design Research for Mediterranean Social Development,STAMPA,1,-,"FERRARA, MARIA RITA",-
-,Nessuno,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,ita,-,http://hdl.handle.net/11311/958182,2014,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,NAUTECH,Il Politecnico di Milano prende il volo,STAMPA,2,-,"RATTI, ANDREA;ERCOLI, SEBASTIANO",-
-,Nessuno,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,eng,-,http://hdl.handle.net/11311/958183,2014,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,NAUTECH,The Milan Polytechnic wears jeans,STAMPA,2,-,"RATTI, ANDREA;BIONDA, ARIANNA",-
-,Nessuno,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,ita,materiali; PMMA,http://hdl.handle.net/11311/958187,2014,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,AIS / DESIGN,L’approccio della Fratelli Guzzini ai materiali,ELETTRONICO,2,-,"ROGNOLI, VALENTINA;C. Santulli",-
-,Esperti anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,Future; Advanced design; Design driven innovation; Responsibility; Ethics; Mediation,http://hdl.handle.net/11311/958191,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,FUTURES,"Advanced design as reframing practice: Ethical challenges and
anticipation in design issues",ELETTRONICO,2,-,"CELI, MANUELA;Flaviano Celaschi",-
-,Nessuno,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,eng,-,http://hdl.handle.net/11311/958210,2014,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,NAUTECH,Let's sail,STAMPA,2,-,"RATTI, ANDREA;BIONDA, ARIANNA",-
-,Nessuno,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng;ita,sostenibilità; ecologia; Design,http://hdl.handle.net/11311/958572,2014,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,ARTICHOKE,Non tutto quello che sembra ecologico lo è,STAMPA,2,-,"BOSONI, GIAMPIERO;L. Menghini",-
-,Nessuno,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,eng;ita,-,http://hdl.handle.net/11311/958969,2014,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,VERNICIATURA INDUSTRIALE,Colour stories,STAMPA,1,-,"BISSON, MARIO",-
-,"Sì, ma tipo non specificato",-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,ita,temporary living,http://hdl.handle.net/11311/959207,2014,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,IL CORRIERE DELLA SERA,Posture o luci. A ciascuno il suo,STAMPA,1,-,"PICCINNO, GIOVANNA",-
-,Comitato scientifico,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,ita,Leonardo da Vinci,http://hdl.handle.net/11311/959208,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,VIGLEVANUM,"Leonardo: giardini, giardini pensili e verzure",STAMPA,1,-,"MARANI, PIETRO",-
-,Comitato scientifico,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,ita;eng,-,http://hdl.handle.net/11311/959242,2014,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,DIID. DISEGNO INDUSTRIALE INDUSTRIAL DESIGN,City Making,STAMPA,2,-,"MAFFEI, STEFANO;BIANCHINI, MASSIMO",-
-,Nessuno,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,spa;eng,-,http://hdl.handle.net/11311/959244,2014,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,EXPERIMENTA,Bestuario de los autoproductores,-,2,-,"MAFFEI, STEFANO;BIANCHINI, MASSIMO",-
-,Nessuno,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,ita,-,http://hdl.handle.net/11311/959245,2014,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,INTERNI. LA RIVISTA DELL'ARREDAMENTO,Innovare in salsa emiliana,-,1,-,"MAFFEI, STEFANO",-
-,Nessuno,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,ita,-,http://hdl.handle.net/11311/959246,2014,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,INTERNI. LA RIVISTA DELL'ARREDAMENTO,Fabbricare e distribuire assieme,-,1,-,"MAFFEI, STEFANO",-
-,Nessuno,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,-,http://hdl.handle.net/11311/959247,2014,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,INTERNI. LA RIVISTA DELL'ARREDAMENTO,Enabling environments,-,1,-,"MAFFEI, STEFANO",-
-,Nessuno,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,ita,-,http://hdl.handle.net/11311/959249,2014,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,INTERNI. LA RIVISTA DELL'ARREDAMENTO,A caccia di pionieri,-,1,-,"MAFFEI, STEFANO",-
-,Nessuno,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,ita,Alessandro Mendini,http://hdl.handle.net/11311/960380,2014,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,ARTE,Aforismi visivi,STAMPA,1,-,"IRACE, FULVIO",-
-,-,-,01.1 Articolo in Rivista,none,-,eng,-,http://hdl.handle.net/11311/964107,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,IEEE MULTIMEDIA,CitySensing: Fusing City Data for Visual Storytelling,-,6,-,"BALDUINI, MARCO;DELLA VALLE, EMANUELE;AZZI, MATTEO;Larcher, Roberto;Antonelli, Fabrizio;CIUCCARELLI, PAOLO",-
-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,ita,-,http://hdl.handle.net/11311/965582,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,LE STRADE,Conoscere per gestire le merci pericolose,STAMPA,6,-,"BORGHETTI, FABIO;GANDINI, PAOLO;Todeschini, Veronica;Pugliano, Antonio;Mattavelli Solbiati, Mauro;Vanetti, Fulvio",-
-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng;spa,esposizione universale Milano 2015,http://hdl.handle.net/11311/965630,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,ARQUITECTURA VIVA,Retorno a la naturaleza. Expo Milano: from the plans to the pavilions,-,1,-,"IRACE, FULVIO",-
-,Esperti anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,"Service innovation, Public services, Design industry, Service design",http://hdl.handle.net/11311/965772,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,FORESIGHT,Designing for public sector innovation in the UK: Design strategies for paradigm shifts,ELETTRONICO,1,-,"SANGIORGI, DANIELA",-
-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,ita,Interior design. Abitare contemporaneo. Spazi urbani complessi. Spazi interstiziali. Qualità ambientali. Design Primario,http://hdl.handle.net/11311/967779,2014,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,ANANKE,Interior design (progettazione degli interni). In Abbecedario,ELETTRONICO,2,-,"Dezzi Bardeschi, Marco;PICCINNO, GIOVANNA",-
-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,ita,-,http://hdl.handle.net/11311/967887,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,ARK,Glossario Autostradale,-,2,-,"BORGHETTI, FABIO;GANDINI, PAOLO",-
-,Comitato scientifico,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,"Service Design, New Service Development, Service Innovation",http://hdl.handle.net/11311/968232,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,DESIGN MANAGEMENT JOURNAL,A Theoretical Framework for Studying Service Design Practices: First Steps to a Mature Field,ELETTRONICO,2,-,"SANGIORGI, DANIELA;Prendiville, Alison",-
-,Esperti anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,eng,service design; design for service; service logic; service innovation; resource integration; value co-creation; service system; co-design; co-creation,http://hdl.handle.net/11311/968234,2014,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,SERVICE SCIENCE,Design for Value Co-Creation: Exploring Synergies Between Design for Service and Service Logic,ELETTRONICO,6,-,"Wetter Edman, Katarina;SANGIORGI, DANIELA;Edvardsson, Bo;Holmlid, Stefan;Grönroos, Christian;Mattelmäki, Tuuli",-
-,Esperti anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,eng,"Service Design, Transformative Services, Transformation Design, Transformational Change",http://hdl.handle.net/11311/968237,2011,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,INTERNATIONAL JOURNAL OF DESIGN,Transformative Services and Transformation Design,ELETTRONICO,1,-,"SANGIORGI, DANIELA",-
