dc.subject.keywordsita,item.openaireRights,dc.subject.keywords,dc.identifier.uri,dc.type.referee,dc.publisher.name,dc.title,dc.publisher.place,dc.language.iso,item.journal.title,dc.description.allpeople,dc.relation.ispartofbook,dc.relation.medium,dc.date.issued,dc.type.circulation,dc.type.full,item.collection,dc.publisher.country,dc.description.numberofauthors
-0,none,-0,http://hdl.handle.net/11311/552868,-0,Virus Edizioni,Advanced Living Scenarios. Contemporary Trends in European Housing,Milano,-0,-0,G. Bosoni; M. Manfredini; S. Piardi,-0,-0,2006,nazionale,06 CURATELA::06.1 Curatela,06.1 Curatela,-0,3
-0,none,-0,http://hdl.handle.net/11311/552960,-0,Federico Motta Editore,Salotti d'autore,Milano,-0,-0,V. Arquilla; S. Maffei; B. Parini,-0,-0,2006,nazionale,06 CURATELA::06.1 Curatela,06.1 Curatela,-0,3
-0,none,italian design; design; chinese design; design professionals scenario; east-west design relations.,http://hdl.handle.net/11311/640323,-0,Edizioni POLI.design,"Designing Designers: Design Evolution by east and west. New ambients, new products, new designers",Milano,ita,-0,L. Collina; F. Scullica,-0,-0,2006,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,2
-0,none,storicismo; verismo; realismo storico; realismo; sindacali fasciste; scultura simbolista; scultura funebre; macchiaioli; arte sociale; fotografia; archivi fotografici; arte e architettura fra le due guerre; arte decorativa; riviste,http://hdl.handle.net/11311/642126,-0,Silvana,Arte in Maremma nella prima metà del Novecento,Cinisello Balsamo,ita,-0,E.Crispolti; A.Mazzanti; L.Quattrocchi,-0,-0,2006,-0,06 CURATELA::06.1 Curatela,-0,ITA,3
-0,info:eu-repo/semantics/closedAccess,Augusto Magaghi; Mario Terzaghi; archivi del design; archivi di architettura,http://hdl.handle.net/11311/881657,Nessuno,"CASVA - Centro di Alti Studi sulle Arti Visive, Comune di Milano",L'archivio dell'architetto Mario Terzaghi presso il Casva,Milano,ita,-0,Feraboli M.T.,-0,-0,2006,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,1
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/989810,-0,Clup,Corpi arredativi,-0,ita,-0,"Guerriero, Alessandro; Bobbioni, Mariapia; Crippa, Davide; Di Prete, Barbara",-0,-0,2006,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,-0,4
-0,-0,-0,http://hdl.handle.net/11311/246819,-0,Libreria Clup,"Design per la sostenibilità. Strumenti e strategie per la decade ""Educazione per lo sviluppo sostenibile"" Nazioni Unite (2005-2014)",Milano,ita,-0,P. Tamborrini; C. Vezzoli,-0,-0,2007,nazionale,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,2
-0,-0,-0,http://hdl.handle.net/11311/250929,-0,Arti Grafiche Meroni,Playing Design,Lissone,-0,-0,L. Cavadini; A. Dell'Acqua Bellavitis,-0,-0,2007,nazionale,06 CURATELA::06.1 Curatela,-0,-0,2
-0,-0,-0,http://hdl.handle.net/11311/251168,-0,Dativo Editore,Packaging controverso,Milano,ita,-0,V. Bucchetti,-0,-0,2007,nazionale,06 CURATELA::06.1 Curatela,06.1 Curatela,-0,1
-0,none,Unbranded design,http://hdl.handle.net/11311/257240,-0,Poli.Design,Designing Designers: Unbranded design for new user expectations,Milano,eng,-0,L. Collina; F. Scullica,"Designing Designers: unbranded design for new youser expectations, in east and west",-0,2007,internazionale,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,2
-0,none,-0,http://hdl.handle.net/11311/258844,-0,Clup,Movie Design for Experience Project. Visual scenarios for Illy concept store,Milano,-0,-0,M. Galbiati; F. Galli,-0,-0,2007,nazionale,06 CURATELA::06.1 Curatela,06.1 Curatela,-0,2
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/269762,Comitato scientifico,Gangemi,"Sole vento acqua vegetazione e tecnologie avanzate: matrici di un nuovo approccio progettuale al territorio, architettura e design strategico.",Roma,ita,-0,C. Blasi; A. Nebuloni; G. Padovano,-0,STAMPA,2007,nazionale,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,3
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/269994,-0,Poli.Design,La Moda e il Design. Il trasferimento di conoscenza a servizio dell'innovazione,Milano,ita,-0,P. Bertola; G. Conti,-0,-0,2007,nazionale,06 CURATELA::06.1 Curatela,06.1 Curatela,-0,2
-0,-0,-0,http://hdl.handle.net/11311/274057,-0,Poli.Design,Culture visive,Milano,ita,-0,V. Bucchetti,-0,-0,2007,nazionale,06 CURATELA::06.1 Curatela,06.1 Curatela,-0,1
-0,none,-0,http://hdl.handle.net/11311/274058,-0,Poli.Design,Packaging: tra vista e tatto,Milano,ita,-0,V. Bucchetti,-0,-0,2007,nazionale,06 CURATELA::06.1 Curatela,-0,-0,1
-0,info:eu-repo/semantics/closedAccess,"Sustainability - Design Research

Social Innovation

Service Design",http://hdl.handle.net/11311/532286,-0,Edizioni Polidesign,Creative Communities. People inventing sustainable ways of living.,MILANO,eng,-0,A. MERONI,-0,-0,2007,internazionale,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,1
-0,-0,-0,http://hdl.handle.net/11311/532713,-0,Gangemi,"Abitare la complessità: Branson Coates, Coop Himmelblau, Daniel Libeskind, M&M, Mecanoo, Naga Studio, NL Architects, ODBC, R&Sie, RUR, SMAQ architects, Tomorrow, UNStudio. Serie: Complessità e Sostenibilità: il territorio e l'architettura - Rivista bimestrale digitale di pianificazione e progettazione, n° 01",ROMA,ita;eng,-0,G. PADOVANO; C. BLASI; A. NEBULONI; I. ANASTASIO; V. ARRIGONI,-0,-0,2007,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,5
-0,-0,-0,http://hdl.handle.net/11311/532714,-0,Gangemi,"Architetture sostenibili: Behnisch & Partner, Mario Cucinella, FOA, Zaha Hadid, LAB Architecture, Manfredi Nicoletti, ODBC, Petzinka-Pink, R&Sie, Samyn and Partners, Synthesis & Research. Serie: Complessità e Sostenibilità: il territorio e l'architettura - Rivista bimestrale digitale di pianificazione e progettazione, n° 02",ROMA,ita;eng,-0,G. PADOVANO; C. BLASI; A. NEBULONI; I. ANASTASIO; V. ARRIGONI,-0,-0,2007,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,5
-0,none,-0,http://hdl.handle.net/11311/532715,-0,Gangemi,"Europa, Oceania e Far-East: strategie di pianificazione per i territori. Testi di G. Padovano, J. Peyrony, L. Porsche, K. Serranos, E. Gianniris, M. Zifou, M. Carta, D. Ronsivalle, F. Vescovi, M. Vliet, J. Goedman, C. Anderton, D. Ciesielska, M. Lasocki, D. Blaganje, M. Benabent, P. McFarland, M. Gunder, R. Lizhi, X. Fei, Y. Jing, K. Moriyasu, Y. Pandya, R. Nair, L. Meng, K. Ong, K. Peng. Serie: Complessità e Sostenibilità: il territorio e l'architettura - Rivista bimestrale digitale di pianificazione e progettazione, n° 03-04",ROMA,eng;ita,-0,G. PADOVANO; C. BLASI; A. NEBULONI; I. ANASTASIO; V. ARRIGONI,-0,-0,2007,-0,06 CURATELA::06.1 Curatela,-0,ITA,5
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/548046,-0,Edizioni POLI.design,Ricerca e design per il prodotto moda,-0,ita,-0,Bertola  Paola; Colombi Chiara,-0,-0,2007,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,-0,2
-0,-0,-0,http://hdl.handle.net/11311/551602,-0,Electa,Leonardo. Dagli studi di proporzioni al Trattato della Pittura,Milano,-0,-0,M. Fiorio; P. Marani,-0,-0,2007,internazionale,06 CURATELA::06.1 Curatela,06.1 Curatela,-0,2
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/551625,-0,Poli.Design,MuVi. Video and moving image on synesthesia and visual music,Milano,ita;spa;eng,-0,M. De Cordoba; D. Ricco',-0,-0,2007,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,-0,2
-0,none,-0,http://hdl.handle.net/11311/551626,-0,Poli.Design,Fashion Plus. Un'azione di valorizzazione guidata dal design per le PMI del territorio regionale e miliano,Milano,ita,-0,P. Bertola; S. Maffei,-0,-0,2007,nazionale,06 CURATELA::06.1 Curatela,06.1 Curatela,-0,2
-0,none,-0,http://hdl.handle.net/11311/551633,-0,Libreria Clup,The new generation. The design role in the new generation world,MILANO,-0,-0,L. CRESPI; PICCINNO G; REBAGLIO A,-0,-0,2007,internazionale,06 CURATELA::06.1 Curatela,-0,ITA,3
-0,none,-0,http://hdl.handle.net/11311/561919,-0,Libreria Clup,The new generation: the design role in the new generation world,Milano,eng;ita,-0,L. Crespi; G. Piccinno; A. Rebaglio,-0,-0,2007,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,-0,3
-0,none,-0,http://hdl.handle.net/11311/692927,-0,SKIRA,In pubblico. Azioni e idee degli anni settanta in Italia,-0,ita,-0,M. Fochessati; M. Piazza; S. Solimano,-0,-0,2007,-0,06 CURATELA::06.1 Curatela,-0,-0,3
-0,none,-0,http://hdl.handle.net/11311/693436,-0,Edizioni PoliDesign,That’s Poli. Polimi at That’s Design,-0,eng;ita,-0,M. Piazza; M. Pelizzari,-0,-0,2007,-0,06 CURATELA::06.1 Curatela,-0,-0,2
-0,info:eu-repo/semantics/closedAccess,Renzo Piano; Architettura contemporanea,http://hdl.handle.net/11311/881651,Nessuno,Electa Triennale,Renzo Piano. Le città visibili,Milano,ita;eng,-0,Irace F.; Feraboli M.T.,-0,-0,2007,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,2
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/989815,-0,Corraini,Investigations into Decor and Decus / Indagini tra Decor e Decus,mantova,eng;ita,-0,"Crippa, Davide; Di Prete, Barbara",-0,-0,2007,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,-0,2
-0,none,-0,http://hdl.handle.net/11311/532242,-0,Bozen-Bolzano University Press,La creatività nelle professioni,BOLZANO,ita;eng,-0,P. VOLONTE'; M. PEDRONI,-0,-0,2008,nazionale,06 CURATELA::06.1 Curatela,-0,ITA,2
-0,-0,-0,http://hdl.handle.net/11311/532243,-0,FrancoAngeli,La creatività diffusa. Culture e mestieri della moda oggi,MILANO,ita,-0,P. VOLONTE',-0,-0,2008,nazionale,06 CURATELA::06.1 Curatela,06.1 Curatela,-0,1
-0,none,-0,http://hdl.handle.net/11311/532244,-0,Bompiani,Max Weber. La scienza come professione,MILANO,ita;ger,-0,P. VOLONTE',-0,-0,2008,nazionale,06 CURATELA::06.1 Curatela,-0,-0,1
-0,none,-0,http://hdl.handle.net/11311/532416,-0,Poli.design,"Design, Research, Maps. Prospettive della ricerca universitaria in design in Italia. 2003-2007",MILANO,eng;ita,-0,S. MAFFEI; BERTOLA P,-0,-0,2008,internazionale,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,2
-0,-0,-0,http://hdl.handle.net/11311/532726,-0,McGraw Hill,L'impresa di successo. Il Design e la competitività,-0,ita,-0,L. RAMPINO,-0,-0,2008,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,1
-0,none,-0,http://hdl.handle.net/11311/532782,-0,Greenleaf Publishing,System Innovation for Sustainability 1. Perspectives on Radical Changes to Sustainable Consumption and Production,SHEFFIELD,eng,-0,C. VEZZOLI; A. TUKKER; M. CHARTER; E. STØ; M. M. ANDERSEN,-0,-0,2008,internazionale,06 CURATELA::06.1 Curatela,-0,GBR,5
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/532787,-0,FrancoAngeli,Argomenti di ergonomia. Un glossario. Vol. I,MILANO,ita,-0,S. PIZZOCARO; M. FIGIANI,-0,-0,2008,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,2
-0,none,Housing; interior design; new scenarios,http://hdl.handle.net/11311/545230,-0,China Water Power Press,Housing in Europe and in China,Beijing,chi;eng,-0,S. Piardi; M. Manfredini; G. Bosoni,-0,-0,2008,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,CHN,3
-0,none,-0,http://hdl.handle.net/11311/547653,-0,Franco Angeli Editore,"Place and Themes of Interiors, Contemporary Research Studies",Milano,eng,-0,G. L. Basso Peressut; I. Forino; G. Postiglione; F. Scullica,-0,-0,2008,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,4
-0,none,-0,http://hdl.handle.net/11311/547668,-0,Maggioli Editore,The Hospitable city,Sant’Arcangelo di Romagna (Rimini),eng;ita,-0,D. Fassi; F. Scullica,-0,-0,2008,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,2
-0,none,-0,http://hdl.handle.net/11311/549670,-0,Silvana Editoriale,Bruno Munari,Cinisello Balsamo (MI),ita,-0,G. Finessi; M. Meneguzzo,-0,-0,2008,-0,06 CURATELA::06.1 Curatela,-0,ITA,2
-0,info:eu-repo/semantics/closedAccess,Marketing territoriale; valorizzazione beni culturali; distretti culturali; brand territoriale,http://hdl.handle.net/11311/549834,-0,Maggioli Editore,Progetti per lo sviluppo del territorio. Marketing strategico dell'Oltrepò Mantovano,Rimini,ita,-0,G. Casoni; D. Fanzini; R. Trocchianesi,-0,-0,2008,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,3
-0,none,-0,http://hdl.handle.net/11311/550371,-0,POLIdesign,Brand reset. Il caso Framesi,-0,ita,-0,L. Collina; A. Manciaracina; U. Tolino,-0,-0,2008,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,-0,3
-0,info:eu-repo/semantics/closedAccess,case  prefabbricate; prefabbricazione leggera,http://hdl.handle.net/11311/881646,Nessuno,ELECTA MONDADORI,Casa per tutti. Abitare la città globale,Milano,ita,-0,Irace F.; Feraboli M.T.,-0,-0,2008,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,2
-0,-0,shopping; consumi.,http://hdl.handle.net/11311/504231,-0,Franco Angeli,HELL PARADISE SHOPPING,MILANO,ita,-0,C. CAUTELA,-0,-0,2009,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,1
-0,-0,design; local development; territorial and cultural asset,http://hdl.handle.net/11311/532729,-0,Editrice Compositori,Designing Connected places,-0,eng;ita,-0,E. Lupo; C. Campagnaro,-0,-0,2009,internazionale,06 CURATELA::06.1 Curatela,06.1 Curatela,-0,2
-0,info:eu-repo/semantics/closedAccess,materiali; design; ricerca sui materiali; sperimentazione progettuale; innovazione,http://hdl.handle.net/11311/544080,-0,Alinea,Design Follows Materials,FIRENZE,ita,-0,M. FERRARA; S. LUCIBELLO,-0,-0,2009,internazionale,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,2
-0,none,-0,http://hdl.handle.net/11311/546441,-0,Gangemi,"Master in Territorio e Architettura Sostenibili: Seminari Internazionali e progetti dei gruppi di ricerca. Serie: Complessità e Sostenibilità: il territorio e l'architettura - Rivista bimestrale digitale di pianificazione e progettazione, n° 10",Roma,eng;ita,-0,PADOVANO G; BLASI C; A. NEBULONI; ANASTASIO I; ARRIGONI V,-0,-0,2009,-0,06 CURATELA::06.1 Curatela,-0,ITA,5
-0,-0,biography of the objects; cultural production; cultural consumption,http://hdl.handle.net/11311/547903,-0,Bruno Mondadori,Biografie di oggetti | Storie di cose,Milano,ita,-0,A. Burtscher; D. Lupo; A. Mattozzi; P. Volonte',-0,-0,2009,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,4
-0,info:eu-repo/semantics/closedAccess,design; didattica; ricerca; sistemi produttivi locali; distretti industriali; formazione; legno arredo; tessile; disegno industriale; creatività; innovazione,http://hdl.handle.net/11311/561410,-0,NEW PRESS EDIZIONI,Design a Como. L'impatto del sistema design politecnico nel distretto comasco,Como,ita,-0,R. de PAOLIS,-0,-0,2009,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,1
-0,none,Design; Lighting; Products,http://hdl.handle.net/11311/561522,-0,Maggioli,Designing Designers: Where Does Light Move To? Lighting Design Innovation Scenarios.,Bologna,eng,-0,M. Rossi,-0,-0,2009,-0,06 CURATELA::06.1 Curatela,-0,ITA,1
-0,none,-0,http://hdl.handle.net/11311/562688,-0,edizioni Poli.design,Il Sistema Design Italia per la valorizzazione dei beni culturali,Milano,ita,-0,M. Parente; E. Lupo,-0,-0,2009,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,2
-0,none,Design e Ricerca; Innovazione; Nuovo Made in Italy; PhD Design; Design,http://hdl.handle.net/11311/562762,-0,Maggioli,Design Research Maps. Prospettive della ricerca universitaria in design in Italia,Rimini,ita,-0,P. BERTOLA; S. MAFFEI,-0,-0,2009,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,2
-0,none,DESIGN; PMI; CONTINUITA' COMPETITIVA; PASSAGGIO GENERAZIONALE; STRATEGIA; SCENARI; NUOVO MADE IN ITALY; TRAIETTORIE DI INNOVAZIONE,http://hdl.handle.net/11311/563222,-0,MAGGIOLI EDITORE,DESIGN E CONTINUITA' COMPETITIVA. Creatività e strategia per affrontare il passaggio generazionale,SANTARCANGELO DI ROMAGNA (RN),ita,-0,ARIANNA VIGNATI,-0,-0,2009,-0,06 CURATELA::06.1 Curatela,-0,-0,1
-0,-0,-0,http://hdl.handle.net/11311/563400,Comitato scientifico,Alinea Edizioni,Pratiche sostenibili. Itinerari del design nella ricerca italiana,Firenze,ita,-0,Vezzoli C.; Veneziano R.,-0,-0,2009,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,2
-0,none,-0,http://hdl.handle.net/11311/563448,-0,Designpress,Another Med_Another Design,Roma,ita;eng,-0,A. Can Ozcan; M. Ferrara,-0,-0,2009,-0,06 CURATELA::06.1 Curatela,-0,ITA,2
-0,none,-0,http://hdl.handle.net/11311/563652,-0,Maggioli,Sustainable mobility,Milano,eng;ita,-0,D. Fassi; E. Giunta; A. Rebaglio,-0,-0,2009,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,-0,3
Didattica del disegno; Disegno; Design; Dipartimento INDACO; Corsi di Studio; Facoltà del Design; Università.,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/563656,"Sì, ma tipo non specificato",Maggioli,La didattica del disegno nei corsi di laurea in design. Giornata di studio. 27 maggio 2009.,Milano,ita,-0,"Amoruso, Giuseppe; Bistagnino, Enrica; Brevi, Fausto; Ceconello, MAURO ATTILIO; Cocchiarella, Luigi; Guidi, Gabriele; Pierluisi, Gabriele; Rossi, Michela",-0,STAMPA,2009,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,8
-0,-0,-0,http://hdl.handle.net/11311/563672,-0,Polipress - Politecnico di Milano,AD HONOREM,Milano,ita,-0,M. GALBIATI,-0,-0,2009,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,1
-0,-0,arte ambientale; parchi di scultura; arte e bambini; arte e paesaggio,http://hdl.handle.net/11311/563711,-0,Chartusia,Giardino comanda color,Milano,ita,-0,A. Mazzanti,-0,-0,2009,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,1
-0,none,-0,http://hdl.handle.net/11311/563723,-0,Grafiche Sigem srl,"Mobili e Collaborativi. Telefoni mobili, servizi digitali, e dinamizzazione socioculturale.",-0,ita,-0,E. Manzini; M. Pillan; T. Buganza; G. Ferri; M. Bianchini,-0,-0,2009,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,-0,4
-0,none,-0,http://hdl.handle.net/11311/563857,-0,edizioni Polidesign,Designing Designers: Office and  Workplaces for Knowledge workers,Milano,eng,-0,F. Scullica; A. Schoonbrodt,-0,-0,2009,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,-0,2
-0,none,-0,http://hdl.handle.net/11311/564066,-0,Edizioni POLI.design,Opening Soon,Milano,ita;eng,-0,L. Collina; L. Pollini,-0,-0,2009,-0,06 CURATELA::06.1 Curatela,-0,-0,2
-0,none,Design; italian design; furniture design; Gio Ponti; transatlantici; Carlo De Carli; Vico Magistretti; Gianfranco Frattini; Ico Parisi; Mario Bellini; Gaetano Pesce; Philippe Starck; Paolo Deganello..,http://hdl.handle.net/11311/564221,-0,Skira editore,Made in Cassina (ed. fr.),Milano - Ginevra,fra,-0,G. Bosoni;,-0,-0,2009,-0,06 CURATELA::06.1 Curatela,-0,ITA,1
-0,none,-0,http://hdl.handle.net/11311/564563,-0,AIAP,"Nullaosta. Grafica, confini, relazioni",Milano,ita,-0,F. E. GUIDA; G. CHIA; L. ROSCINI; M. SIGNORILE,-0,-0,2009,-0,06 CURATELA::06.1 Curatela,-0,-0,4
-0,-0,-0,http://hdl.handle.net/11311/568386,-0,Corraini,Mendini,Mantova,ita;eng,-0,G. Finessi,-0,-0,2009,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,-0,1
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/568390,-0,Corraini,Angelo Mangiarotti. Scolpire/Costruire,Mantova,ita;eng,-0,G. Finessi,-0,-0,2009,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,-0,1
-0,none,Synesthesia; Perception; Creativity; Neuroscience,http://hdl.handle.net/11311/691257,-0,Ediciones Fundación Internacional Artecittà,"III Congreso Internacional de Sinestesia, Ciencia y Arte",Granada,eng;spa,-0,M.J.De Córdoba; E.M. Hubbard; D. Ricco'; S.A Day,-0,-0,2009,-0,06 CURATELA::06.1 Curatela,-0,ESP,4
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/563379,-0,FrancoAngeli,IndossaME. Il design e le tecnologie indossabili,Milano,ita,-0,"Canina, MARIA RITA",-0,-0,2010,-0,03 LIBRO::03.1 Monografia o trattato scientifico,03.1 Monografia o trattato scientifico,ITA,1
-0,info:eu-repo/semantics/closedAccess,Studi sull'utente; Studi di ergonomia; Design antropo-centrico,http://hdl.handle.net/11311/573359,-0,FrancoAngeli,Argomenti di ergonomia. Un glossario (Vol. 2),Milano,ita,-0,S. Pizzocaro; M. Figiani,-0,-0,2010,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,2
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/574067,-0,Mc. Graw Hill,"AdvanceDesign. Visioni, percorsi e strumenti per predisporsi all'innovazione continua.",Milano,ita,-0,M. Celi,-0,-0,2010,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,1
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/574885,-0,Maggioli Editore,MetaModa. Percorsi di ricerca per il design del prodotto moda,Sant'Arcangelo di Romagna (RN),ita,-0,P. Bertola; C. Colombi,-0,-0,2010,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,2
-0,info:eu-repo/semantics/closedAccess,Design Research,http://hdl.handle.net/11311/574951,-0,Franco Angeli,Notes on Doctoral Research in Design. Contributions from the Politecnico di Milano,Milano,eng,-0,Luca Guerrini,-0,-0,2010,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,1
-0,none,Leonardo da Vinci; disegni; tecnologia; architettura; macchine,http://hdl.handle.net/11311/575286,-0,De Agostini,Codex Atlanticus. Macchine per l'architettura e il territorio. Disegni di Leonardo dal Codice Atlantico,Novara,eng;ita,-0,P.C.MARANI; P.CORDERA,-0,-0,2010,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,2
-0,-0,Leonardo; dipinti; Ambrosiana; musica,http://hdl.handle.net/11311/575288,-0,Silvana Editoriale-Amilcare Pizzi,Leonardo da Vinci. Il Musico,Cinisello Balsamo-Milano,ita,-0,P.C.MARANI,-0,-0,2010,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,1
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/578005,Esperti anonimi,Greenleaf Publishing,"Sustainability in design: now! Challenges and opportunities for design research, education and practice in the XXI century.",Sheffield,eng,-0,F. Ceschin; C. Vezzoli; J. Zhang,-0,-0,2010,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,GBR,3
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/578301,-0,Maggioli,Colore e colorimetria contributi multidisciplinari Vol VI,-0,ita,-0,M. Rossi,-0,-0,2010,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,-0,1
-0,none,-0,http://hdl.handle.net/11311/578522,-0,IDC Colour Centre,Colore. quaderni di cultura e progetto del colore / notes on colour culture and design,Milano,eng,-0,C. Boeri,-0,-0,2010,-0,06 CURATELA::06.1 Curatela,-0,ITA,1
-0,none,-0,http://hdl.handle.net/11311/579241,-0,Edizioni Dativo,Innovazione nel packaging design. Riflessioni e strumenti.,Milano,ita;eng,-0,V.Bucchetti; E.Ciravegna,-0,-0,2010,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,2
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/580803,-0,De Pedrini,Latitudine 45°40'80'' - Longitudine 9°15'20''. Milanofiori Nord,Milano,ita,-0,"A. Barbara, S. Galateo; L. Molinari",-0,-0,2010,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,3
Architettura contemporanea; Luigi Ferrario,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/582065,-0,Silvana Editoriale,Luigi Ferrario. Paesaggi costruiti,Cinisello Balsamo,eng;ita,-0,"Ciaga', GRAZIELLA LEYLA; Feraboli, MARIA TERESA",-0,STAMPA,2010,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,2
-0,-0,-0,http://hdl.handle.net/11311/582693,-0,Franco Angeli,"La semiotica e il progetto 2. Spazi, oggetti, interfacce",Milano,ita,-0,C. Bianchi; F. Montanari; S. Zingale;,-0,-0,2010,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,3
-0,-0,-0,http://hdl.handle.net/11311/583474,-0,Pagliai,"Novecento Sedotto, il fascino del Seicento fra le due guerre",Firenze,ita,-0,A.Mazzanti; L.Mannini; V.Gensini,-0,-0,2010,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,-0,3
-0,none,-0,http://hdl.handle.net/11311/583494,-0,Corraini Edizioni,"Ospiti Inaspettati. Case di ieri, design di oggi",-0,ita;eng,-0,G. Finessi,-0,-0,2010,-0,06 CURATELA::06.1 Curatela,-0,-0,1
-0,none,-0,http://hdl.handle.net/11311/583495,-0,Corraini Edizioni,Inventario 01,-0,eng;ita,-0,G. Finessi,-0,-0,2010,-0,06 CURATELA::06.1 Curatela,-0,-0,1
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/692776,-0,Silvana Editoriale,Luigi Ferrario. Paesaggi costruiti,Cinisello Balsamo,ita;eng,-0,G. L. Ciagà; M. T. Feraboli,-0,STAMPA,2010,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,-0,2
-0,info:eu-repo/semantics/closedAccess,Service Design; Design for Services; Design for Sustainability; Strategic Design; Product Service System Design,http://hdl.handle.net/11311/572638,Comitato scientifico,Gower Publishing Limited,Design for Services,-0,eng,-0,"Meroni, Anna; Sangiorgi, Daniela",-0,-0,2011,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,GBR,2
-0,info:eu-repo/semantics/closedAccess,Design della comunicazione; progetto grafico; identità visiva; editoria.,http://hdl.handle.net/11311/576680,-0,Aiap Edizioni,"On the road. Bob Noorda, il grafico del viaggio (titolo inglese ""On the road. Bob Noorda: travelling with a graphic designer"").",Milano,ita;eng,-0,Francesco E. Guida; Cinzia Ferrara,-0,-0,2011,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,2
