dc.relation.medium,dc.date.issued,dc.type.full,dc.type.circulation,dc.relation.ispartofbook,item.collection,dc.publisher.place,dc.identifier.uri,dc.publisher.country,dc.title,dc.relation.conferenceplace,dc.subject.keywords,dc.description.numberofauthors,item.openaireRights,dc.language.iso,dc.publisher.name,dc.relation.conferencename,dc.description.allpeople,dc.subject.keywordsita
-0,2015,07 ALTRO::07.12 Altro,nazionale,-0,07.12 Altro,-0,http://hdl.handle.net/11311/989391,-0,Ezio Manzini: design per l’innovazione sociale.,-0,#designforsocialinnovation #culturadelprogetto #designthinking,1,info:eu-repo/semantics/openAccess,-0,-0,-0,"Selloni, Daniela",-0
-0,2015,07 ALTRO::07.12 Altro,internazionale,-0,-0,-0,http://hdl.handle.net/11311/989392,-0,Interviewed: Ezio Manzini on Design When Everybody Designs.,-0,#designforsocialinnovation #sharingeconomy #designthinking,1,none,-0,-0,-0,"Selloni, Daniela",-0
STAMPA,2015,07 ALTRO::07.13 Progetti,-0,-0,07.13 Progetti,-0,http://hdl.handle.net/11311/1018896,-0,Miglior Cluster Zone Aride. Agricoltura e Nutrizione.,Milano,-0,2,info:eu-repo/semantics/closedAccess,eng;ita,Class Editori e Laureate International Universities,Class Expo Pavilion Heritage Awards,"Collina, L.; Camocini, B.","Zone Aride, Cultura Materiale, Risorse Idriche, Desertificazione, Design, Water Footprint."
-0,2015,07 ALTRO::07.13 Progetti,-0,-0,07.13 Progetti,-0,http://hdl.handle.net/11311/1018993,-0,Padiglione Zero per Expo2015,-0,-0,1,info:eu-repo/semantics/closedAccess,ita,-0,-0,"De Lucchi, M.",-0
-0,2015,07 ALTRO::07.13 Progetti,-0,-0,07.13 Progetti,-0,http://hdl.handle.net/11311/1019017,-0,Unicredit Pavillion,Milano,-0,1,info:eu-repo/semantics/closedAccess,ita,UniCredit Business Integrated Solutions Scpa,Concorso nazionale E3W,"De Lucchi, M.",-0
-0,2015,07 ALTRO::07.13 Progetti,-0,-0,07.13 Progetti,-0,http://hdl.handle.net/11311/1019025,-0,Casa del Manzoni - Milano,-0,-0,1,info:eu-repo/semantics/closedAccess,ita,-0,-0,"De Lucchi, M.",-0
STAMPA,2015,07 ALTRO::07.13 Progetti,-0,-0,07.13 Progetti,-0,http://hdl.handle.net/11311/983225,-0,"Progetto GENIUS LUCI  - Concorso internazionale ""URBAN LIGHTSCAPE"" - progetto vincitore",Roma,"urban lighting, analysis,",6,info:eu-repo/semantics/closedAccess,eng,AIDI Associazione Italiana di Illuminazione - CNAPPC Consiglio Nazionale degli Architetti Pianificatori Paesaggisti e Conservatori,Urban Lightscape (concorso internazionale),"Gentili, Helena; Casciani, Daria; Santoro, Piero; Caggiano, Else; D'Alesio, Carlo; Di Filippo, Massimo;",-0
STAMPA,2016,07 ALTRO::07.03 Design,-0,Cross-Cultural Design,07.03 Design,Canada,http://hdl.handle.net/11311/1044085,DEU,Research Service Design Based on Online Public Service Platform — APP Design for Mutual Learning Through Sign Language Short Video,-0,-0,1,info:eu-repo/semantics/closedAccess,eng,Springer,-0,"Yin, Liang",-0
-0,2016,07 ALTRO::07.06 Mostra,-0,-0,07.06 Mostra,Induno Olona,http://hdl.handle.net/11311/1019570,ITA,Censire la Bellezza: Liberty segreto a Induno Olona.,-0,-0,6,info:eu-repo/semantics/closedAccess,ita,-0,-0,"Anzani, A.; Baila, A.; Caramel, C.; Guarisco, M.; Guglielmi, E.; Niglia, D","Bellezza, Liberty, Varese, censimento"
-0,2016,07 ALTRO::07.06 Mostra,-0,-0,-0,-0,http://hdl.handle.net/11311/1022057,-0,Quasi segreti. Cassetti tra arte e design,-0,-0,1,none,-0,-0,-0,Beppe Finessi,-0
-0,2016,07 ALTRO::07.06 Mostra,-0,-0,07.06 Mostra,-0,http://hdl.handle.net/11311/1022096,-0,Dimensione domestica. Achille e Pier Giacomo Castiglioni e una strana idea di arredamento. Atto I°,-0,-0,1,-0,-0,-0,-0,Beppe Finessi,-0
-0,2016,07 ALTRO::07.06 Mostra,-0,-0,-0,-0,http://hdl.handle.net/11311/1022098,-0,STANZE. Altre filosofie dell'abitare,-0,-0,1,none,-0,-0,-0,Beppe Finessi,-0
-0,2016,07 ALTRO::07.06 Mostra,-0,-0,07.06 Mostra,-0,http://hdl.handle.net/11311/1037542,-0,"Mostra ""Le vie del Compasso d'Oro - XXI Triennale Milano"", Campus Bovisa - Politecnico di Milano",-0,-0,3,info:eu-repo/semantics/openAccess,eng;ita,-0,-0,"Parente, Marina; Zurlo, Francesco; Manciaracina, ANDREA GIUSEPPE",Premio Compasso d'Oro ADI
STAMPA,2016,07 ALTRO::07.06 Mostra,-0,Crafting the Future. Storie di artigianalità e innovazione.,07.06 Mostra,Milano,http://hdl.handle.net/11311/1038409,ITA,"Sezione ""Un'Italia artigiana"" nella mostra ""Crafting the Future. Storie di artigianalità e innovazione""  – Mudec 22-24 Settembre 2016.",-0,-0,2,info:eu-repo/semantics/closedAccess,eng;ita,Camera Nazionale della Moda Italiana,-0,"Bertola, P.; Vacca, F.",-0
-0,2016,07 ALTRO::07.06 Mostra,-0,-0,07.06 Mostra,Subalterno1,http://hdl.handle.net/11311/1044983,ITA,Microfacts,-0,-0,4,none,eng;ita,-0,-0,"Maffei, S.; Gianni, A.; Bolzan, P.; Pirovano, M.",-0
-0,2016,07 ALTRO::07.12 Altro,-0,-0,07.12 Altro,-0,http://hdl.handle.net/11311/1018796,-0,Ezio Manzini: idee e pratiche per una società cosmopolita,-0,-0,1,info:eu-repo/semantics/openAccess,-0,-0,-0,"Selloni, D.","innovazione sociale, co-design; service design"
-0,2016,07 ALTRO::07.12 Altro,-0,-0,07.12 Altro,-0,http://hdl.handle.net/11311/1019548,-0,La Porta di Milano e le Dimensioni Invisibili. Relazioni tra arte e architettura nello spazio ambiente / Invisible Dimensions at the Porta di Milano. Relationships between art and architecture in ambient space,-0,-0,1,info:eu-repo/semantics/closedAccess,-0,-0,-0,"Tibúrcio, ISA HELENA",-0
-0,2016,07 ALTRO::07.12 Altro,internazionale,-0,07.12 Altro,-0,http://hdl.handle.net/11311/1019969,-0,The Social Innovation Journey Toolbox,-0,-0,3,info:eu-repo/semantics/openAccess,-0,-0,-0,"Corubolo, Marta; Meroni, Anna; Rossi, Martina",-0
-0,2016,07 ALTRO::07.13 Progetti,-0,-0,07.13 Progetti,-0,http://hdl.handle.net/11311/1019021,-0,"Centro Commerciale ""il Centro"" - Arese",-0,-0,1,info:eu-repo/semantics/closedAccess,ita,-0,-0,"De Lucchi, M.",-0
-0,2016,07 ALTRO::07.13 Progetti,-0,-0,07.13 Progetti,-0,http://hdl.handle.net/11311/1019071,-0,The Missing Migrants Map,Londra,-0,2,none,eng,Kantar,Kantar Information is Beautiful Awards,"Pellegrini, Valerio; Mauri, Michele",-0
-0,2016,07 ALTRO::07.13 Progetti,-0,-0,07.13 Progetti,-0,http://hdl.handle.net/11311/1041126,-0,Treni Leonardo per ATM Milano - ADI Design Index 2016,Milano,-0,2,info:eu-repo/semantics/closedAccess,eng;ita,ADI Associazione per il Disegno Industriale,ADI Design Index 2016,"Dominoni, A.; Quaquaro, Benedetto",-0
-0,2016,07 ALTRO::07.13 Progetti,-0,-0,07.13 Progetti,-0,http://hdl.handle.net/11311/1041134,-0,Treni Leonardo per ATM Milano - Premio Eccellenze della Lombardia 2016,Milano,"treni leonardo, atm, transportation design",2,info:eu-repo/semantics/closedAccess,ita,Regione Lombardia,Eccellenze della Lombardia,"Dominoni, A.; Quaquaro, B.",-0
-0,2017,07 ALTRO::07.05 Esposizione,-0,I Celti di Golasecca,-0,-0,http://hdl.handle.net/11311/1050076,-0,I Celti di Golasecca,-0,-0,1,none,ita,-0,-0,"Bruno, DAVIDE MARIA",-0
-0,2017,07 ALTRO::07.06 Mostra,-0,-0,07.06 Mostra,-0,http://hdl.handle.net/11311/1022094,-0,SaloneSatellite. 20 anni di nuova creatività,-0,-0,1,-0,-0,-0,-0,Beppe Finessi,-0
-0,2017,07 ALTRO::07.06 Mostra,-0,-0,-0,-0,http://hdl.handle.net/11311/1022095,-0,Dimensione domestica. Achille e Pier Giacomo Castiglioni e una strana idea di arredamento. Atto II,-0,-0,1,none,-0,-0,-0,Beppe Finessi,-0
-0,2017,07 ALTRO::07.12 Altro,internazionale,-0,07.12 Altro,-0,http://hdl.handle.net/11311/1020016,-0,Social Innovation Community EU Project. Deliverable 4.1. Report on SIC learning principles and processes,-0,-0,3,info:eu-repo/semantics/openAccess,-0,-0,-0,"Rizzo, F.; Deserti, A.; de Pous, M.",-0
-0,2017,07 ALTRO::07.12 Altro,-0,-0,07.12 Altro,-0,http://hdl.handle.net/11311/1020020,-0,CIMULACT (Citizen and Multi-Actor Consultation on Horizon 2020): first draft of social needs based research programme scenarios. An illustrated proposal for the set of research programmes addressing the overarching social needs derived from the citizens’ visions.,-0,-0,3,info:eu-repo/semantics/closedAccess,-0,-0,-0,"Meroni, Anna; Rossi, Martina; Selloni, Daniela",-0
-0,2017,07 ALTRO::07.13 Progetti,-0,-0,07.13 Progetti,-0,http://hdl.handle.net/11311/1041173,-0,Couture in Orbit - ADI Design Index 2017,Milano,-0,1,info:eu-repo/semantics/closedAccess,eng;ita,ADI Associazione per il Disegno Industriale,ADI Design Index 2017,"Dominoni, A.",-0
-0,2017,07 ALTRO::07.13 Progetti,-0,-0,07.13 Progetti,-0,http://hdl.handle.net/11311/1041174,-0,Couture in Orbit - Premio Eccellenze della Lombardia 2017,Milano,-0,1,info:eu-repo/semantics/closedAccess,ita,Regione Lombardia,Eccellenze della Lombardia,"Dominoni, A.",-0
STAMPA,2018,07 ALTRO::07.03 Design,-0,-0,07.03 Design,"Cinisello Balsamo, Milano",http://hdl.handle.net/11311/1053286,ITA,"Maglia, Punto. Quarant'anni di tesori nascosti dell'archivio MF1",-0,-0,1,info:eu-repo/semantics/closedAccess,eng;ita,Silvana Editoriale,-0,"Gaddi, R.",-0
-0,2018,07 ALTRO::07.06 Mostra,-0,-0,07.06 Mostra,-0,http://hdl.handle.net/11311/1052994,-0,"Maglia, Punto. Quarant'anni di tesori nascosti nella storia dell'archivio MF1",-0,-0,3,info:eu-repo/semantics/closedAccess,-0,-0,-0,"Conti, G. M.; Gaddi, R.; Motta, M.",-0
