dc.type.full,dc.identifier.uri,dc.language.iso,dc.date.issued,dc.type.referee,dc.type.circulation,dc.publisher.name,dc.publisher.country,dc.publisher.place,dc.relation.ispartofbook,item.journal.title,dc.relation.medium,dc.title,dc.subject.keywords,item.collection,item.openaireRights,dc.description.numberofauthors,dc.authority.people
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/686921,ita;eng,2012,-,-,Mondadori Education,-,MILANO,-,-,-,Il gioiello utile:Ornamenti RFID le nuove frontiere dell'ornamento,jewellery; design; technology; rfid; innovation; fashion design,06.1 Curatela,none,3,"CAPPELLIERI, ALBA;L. Tenuta;V. Vecchi"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/686977,eng,2012,-,-,McGraw-Hill,USA,Milano,-,-,-,"Descriptive Geometry and Digital Rrepresentation: 
Memory and Innovation",-,06.1 Curatela,info:eu-repo/semantics/closedAccess,1,"ROSSI, MICHELA"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/688067,ita,2012,-,-,Mondadori Università,-,-,-,-,-,Design della Maglieria. Appunti su metodi progettuali e lavorazioni,-,06.1 Curatela,info:eu-repo/semantics/closedAccess,1,"CONTI, GIOVANNI MARIA"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/690076,eng,2012,-,-,DPA Politecnico di Milano,ITA,Milano,-,-,-,Representing Museum Technologies,"Museum technologies, Design for Cultural Heritage",06.1 Curatela,info:eu-repo/semantics/closedAccess,2,"J. Allen;LUPO, ELEONORA"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/690135,ita,2012,-,-,Franco Angeli,ITA,Milano,-,-,-,Anticorpi comunicativi.Progettare per la comunicazione di genere,stereotipi comunicativi; progetto; culture di genere; design critico,06.1 Curatela,none,2,"BAULE, GIOVANNI;BUCCHETTI, VALERIA LUISA"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/690713,ita,2012,Comitato scientifico,-,"CASVA, Centro di Alti Studi sulle Arti Visive, Comune di Milano",ITA,Milano,-,-,STAMPA,"Gli archivi di architettura, design e grafica in Lombardia. Censimento delle fonti",Archivi di architettura e design; Storia dell'architettura e del design; Archivi; fondi; collezioni; raccolte; Censimento; Italia/Lombardia,06.1 Curatela,info:eu-repo/semantics/closedAccess,1,"CIAGA', GRAZIELLA LEYLA"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/692932,ita;eng,2012,-,-,Aiap Edizioni,-,-,-,-,-,Grafica del made in Italy / Made in Italy graphic design,-,06.1 Curatela,none,1,"PIAZZA, MARIO"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/692937,ita;eng,2012,-,-,Corraini Edizioni,-,-,-,-,-,TDM 5: Grafica italiana,-,06.1 Curatela,none,3,"G. Camuffo;PIAZZA, MARIO;C. Vinti"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/692964,ita,2012,-,-,Rizzoli,-,-,-,-,-,"Poltrona Frau.
L'intelligenza delle mani",-,06.1 Curatela,none,1,"PIAZZA, MARIO"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/692966,eng,2012,-,-,Rizzoli International,-,-,-,-,-,Poltrona Frau: Intelligence in Our Hands,-,06.1 Curatela,none,1,"PIAZZA, MARIO"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/694018,eng,2012,-,-,Abitare,ITA,Milano,-,-,-,The Contemporary Interior Landscape,-,06.1 Curatela,none,3,"BOSONI, GIAMPIERO;REBAGLIO, AGNESE;SCULLICA, FRANCESCO;REBAGLIO AGNESE"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/694021,ita;eng,2012,-,-,Abitare,-,Milano,-,-,-,The Contemporary Interior Landscape,-,06.1 Curatela,none,3,"BOSONI, GIAMPIERO;REBAGLIO, AGNESE;SCULLICA, FRANCESCO"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/732594,ita,2012,Nessuno,-,Edizioni Dativo,ITA,Milano,-,-,STAMPA,Packaging design e pubblica utilità. Sperimentazioni in cartone per comunicare la sicurezza domestica,-,06.1 Curatela,info:eu-repo/semantics/closedAccess,2,"CIRAVEGNA, ERIK;TOLINO, UMBERTO"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/768889,ita;eng,2012,Nessuno,-,Corraini Edizioni,ITA,Mantova,-,-,-,Inventario 06,-,06.1 Curatela,none,1,"FINESSI, GIUSEPPE"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/1054875,ita,2013,Nessuno,-,Maggioli Editore,ITA,Santarcangelo di Romagna,-,-,STAMPA,Esperienza e formazione,"colore, design, environmental",06.1 Curatela,info:eu-repo/semantics/closedAccess,1,mario bisson
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/720345,ita,2013,-,-,Maggioli editore,ITA,Santarcangelo di Romagna,-,-,-,Verso l'era postdigitale. Disegnare il progetto tra design e architettura.,disegno digitale; rendering; progetto,06.1 Curatela,info:eu-repo/semantics/closedAccess,7,"UdRD Design Representation;AMORUSO, GIUSEPPE;BREVI, FAUSTO;Mauro Ceconello;PIERLUISI, GABRIELE;ROSSI, MICHELA;RUSSO, MICHELE"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/720347,ita,2013,-,-,Maggioli Editore,ITA,Santarcangelo di Romagna,-,-,-,"Geometria, spazio, colore. Ricerche per la rappresentazione e il progetto",colore; rappresentazione; progetto,06.1 Curatela,info:eu-repo/semantics/closedAccess,1,"ROSSI, MICHELA"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/739371,eng,2013,Nessuno,-,Maggioli,ITA,-,-,-,-,Colour and Colorimetry Multidisciplinary Contributions Vol. IXb,-,06.1 Curatela,info:eu-repo/semantics/closedAccess,1,"ROSSI, MAURIZIO"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/739372,ita,2013,Nessuno,-,Maggioli,-,-,-,-,-,Colore e colorimetria contributi multidisciplinari Vol IXa,-,06.1 Curatela,info:eu-repo/semantics/closedAccess,2,"ROSSI, MAURIZIO;SINISCALCO, ANDREA"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/751616,ita;eng,2013,-,-,Corraini,-,Mantova,-,-,-,Made in slums. Mathare Nairobi,-,06.1 Curatela,info:eu-repo/semantics/closedAccess,1,"IRACE, FULVIO"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/758444,eng,2013,-,-,Maggioli editore,ITA,Sant'Arcangelo di Romagna,-,-,-,Creativity for local enterprises,enterprises; creativity; spatial; interior,06.1 Curatela,none,2,"FASSI, DAVIDE;REBAGLIO, AGNESE"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/758930,ita,2013,Comitato scientifico,-,Mimesis Edizioni,ITA,Milano,-,-,-,E' il design una narrazione? Design e narrazioni,design e metanarrazioni; design e narrazioni tangibili; design e comunità testuali,06.1 Curatela,info:eu-repo/semantics/closedAccess,1,"PENATI, ANTONELLA VALERIA"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/758932,ita,2013,Comitato scientifico,-,Mimesis Edizioni,-,Milano,-,-,-,Il design costruisce mondi. Design e narrazioni,design; narrazioni visive; innovazione,06.1 Curatela,info:eu-repo/semantics/closedAccess,1,"PENATI, ANTONELLA VALERIA"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/758933,ita,2013,Comitato scientifico,-,Mimesis Edizioni,ITA,Milano,-,-,-,Il design vive di oggetti-discorso. Design e narrazioni.,design; narrazioni; oggetti; cultura materiale,06.1 Curatela,info:eu-repo/semantics/closedAccess,1,"PENATI, ANTONELLA VALERIA"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/764761,eng;ita,2013,Nessuno,-,ELECTA,ITA,Milano,-,-,STAMPA,Design & Cultural Heritage. Archivio animato,-,06.1 Curatela,info:eu-repo/semantics/closedAccess,2,"IRACE, FULVIO;CIAGA', GRAZIELLA LEYLA"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/768890,ita;eng,2013,Nessuno,-,Corraini Edizioni,ITA,Mantova,-,-,-,Inventario 07,-,06.1 Curatela,info:eu-repo/semantics/closedAccess,1,"FINESSI, GIUSEPPE"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/768891,ita;eng,2013,Nessuno,-,Corraini edizioni,-,Mantova,-,-,-,Inventario 08,-,06.1 Curatela,info:eu-repo/semantics/closedAccess,1,"FINESSI, GIUSEPPE"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/769058,ita,2013,Nessuno,-,ELECTA,-,-,-,-,-,Progetto Cibo. La Forma del Gusto,-,06.1 Curatela,none,1,"FINESSI, GIUSEPPE"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/769060,ita;eng,2013,Nessuno,-,Corraini Edizioni,-,-,-,-,-,Intorno al libro,-,06.1 Curatela,info:eu-repo/semantics/closedAccess,1,"FINESSI, GIUSEPPE"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/804936,ita;eng,2013,"Sì, ma tipo non specificato",-,ELECTA,ITA,Milano,-,-,-,"Design e memoria del Temporaneo/Design 
and memory of the Ephemeral",Cultural design; temporaneo; allestimento; digital heritage,06.1 Curatela,none,2,"LUPO, ELEONORA;TROCCHIANESI, RAFFAELLA"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/861818,ita;eng,2013,Nessuno,-,ELECTA MONDADORI,ITA,Milano,-,-,STAMPA,"Immateriale, virtuale, interattivo",archivio; heritage materiale e immateriale,06.1 Curatela,info:eu-repo/semantics/closedAccess,1,"IRACE, FULVIO"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/974893,ita,2013,-,-,Maggioli Editore,ITA,Milano,-,-,STAMPA,Autentico Contemporaneo. Design e Attivazione dei saperi tipici e maestri artigiani milanesi,"Design for Cultural Heritage, Craft, Cultural intensive artefact",06.1 Curatela,info:eu-repo/semantics/closedAccess,1,"LUPO, ELEONORA"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/989802,eng;ita,2013,-,-,Corraini,-,Mantova,-,-,-,(1:13). The thirteen chairs that were never painted in Leonardo's Last Supper / (1:13). Le tredici sedie mai dipinte nell´Ultima cena di Leonardo,-,06.1 Curatela,info:eu-repo/semantics/closedAccess,2,"CRIPPA, DAVIDE;DI PRETE, BARBARA"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/1029970,ita,2014,-,-,FrancoAngeli,-,-,-,-,-,Overfashion. Nuove prospettive per la moda nella società che ingrassa,-,06.1 Curatela,info:eu-repo/semantics/closedAccess,2,"CANINA, MARIA RITA;VOLONTE', PAOLO GAETANO"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/796926,eng;ita,2014,Nessuno,-,Corraini Edizioni,ITA,Mantova,-,-,-,Il Design Italiano Oltre le Crisi,-,06.1 Curatela,none,1,"FINESSI, GIUSEPPE"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/815123,eng;ita,2014,Nessuno,-,SILVANA EDITORIALE,ITA,Cinisello Balsamo,-,-,-,Agostino Arrivabene. Vesperbild,arte contemporanea,06.1 Curatela,none,1,"MARANI, PIETRO"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/848734,eng;ita,2014,Esperti anonimi,-,Maggioli,ITA,Santarcangelo di Romagna,-,-,STAMPA,Ripensare il disegno/rethinking design (introduzione).,progettazione digitale; digital prototyping; dynamic response,06.1 Curatela,info:eu-repo/semantics/openAccess,-,"ROSSI, MICHELA;Andrea Casale;a. cura di"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/862572,eng;ita,2014,Nessuno,-,Corraini,-,Mantova,-,-,-,Dove vivono gli architetti,interior design; exhibition design,06.1 Curatela,info:eu-repo/semantics/closedAccess,3,"IRACE, FULVIO;MOLTENI, FRANCESCA BIANCA MARIA;Pizzigoni D."
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/869980,eng,2014,Nessuno,-,Butterworth-Heinemann: Elsevier,-,-,-,-,STAMPA,"Materials Experience: Fundamentals of
Materials and Design",-,06.1 Curatela,none,3,"Elvin Karana;Owain Pegley;ROGNOLI, VALENTINA"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/872756,ita;eng,2014,Nessuno,-,Corraini edizioni,ITA,Mantova,-,-,STAMPA,INVENTARIO 09,-,06.1 Curatela,none,1,"FINESSI, GIUSEPPE"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/880557,ita;eng,2014,Nessuno,-,Silvana Editoriale,-,Milano,-,-,-,"TEXTILE VIVANT.
Percorsi, esperienze e ricerche del textile design.
Tracks, experiences and Researches in textile design",-,06.1 Curatela,info:eu-repo/semantics/closedAccess,4,"CONTI, GIOVANNI MARIA;DEL CURTO, BARBARA;FIORANI, ELEONORA;SOLDATI, MARIA GRAZIA"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/924155,eng,2014,Esperti anonimi,-,STS Italia Publishing,ITA,-,-,-,ELETTRONICO,"A Matter of Design: Making Society trough Science and Technology
Proceedings of the 5th STS Italia Conference",-,06.1 Curatela,none,6,"C. Coletta;COLOMBO, SARA;P. Magaudda;A. Mattozzi;L. Parolin;RAMPINO, LUCIA ROSA ELENA"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/935762,ita,2014,Esperti anonimi,-,Franco Angeli,ITA,milano,-,-,STAMPA,Overfashion. Nuove prospettive per la moda nella società che ingrassa,-,06.1 Curatela,info:eu-repo/semantics/closedAccess,2,"CANINA, MARIA RITA;VOLONTE', PAOLO GAETANO"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/935991,ita;eng,2014,Nessuno,-,Corraini Edizioni,ITA,Mantova,-,-,STAMPA,INVENTARIO 10,-,06.1 Curatela,none,1,"FINESSI, GIUSEPPE"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/941559,ita,2014,Comitato scientifico,-,"""MAGGIOLI EDITORE"", Gruppo del colore",-,-,-,-,-,Colore e colorimetria contributi multidisciplinari Vol Xa,-,06.1 Curatela,info:eu-repo/semantics/closedAccess,2,"ROSSI, MAURIZIO;Veronica Marchiafava"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/942187,eng,2014,Nessuno,-,"""MAGGIOLI EDITORE"", Gruppo del colore",-,-,-,-,-,Colour and Colorimetry Multidisciplinary Contributions Vol. Xb,-,06.1 Curatela,info:eu-repo/semantics/closedAccess,1,"ROSSI, MAURIZIO"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/956158,eng,2014,Comitato scientifico,-,Bloomsbury Publishing Plc (now Taylor and Francis),GBR,London,-,-,STAMPA,Fashion Made in Italy. Special Issue,-,06.1 Curatela,info:eu-repo/semantics/closedAccess,2,"BERTOLA, PAOLA;COLOMBI, CHIARA"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/956761,por;ita;eng;spa,2014,Nessuno,-,Politecnico di Milano,-,-,-,-,-,"CIMODE 2014
2° Congresso internazionale di Moda e Design
2° International Fashion and Design Congress",-,06.1 Curatela,info:eu-repo/semantics/openAccess,3,"GADDI, ROSSANA;CAPPELLIERI, ALBA;DELL'ACQUA BELLAVITIS, ARTURO"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/965932,eng,2014,-,-,Lancaster University,GBR,-,-,-,-,SERVICE DESIGN RESEARCH UK NETWORK Mapping and developing Service Design Research in the UK,-,06.1 Curatela,info:eu-repo/semantics/openAccess,3,"SANGIORGI, DANIELA;Prendiville, Alison;Ricketts, Amy"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/965937,eng,2014,Esperti anonimi,-,Linköping Electronic Conference Proceedings,SWE,-,-,-,ELETTRONICO,"ServDes.2014 Service Future, Proceedings of the fourth Service Design and Service Innovation Conference",-,06.1 Curatela,info:eu-repo/semantics/openAccess,3,"SANGIORGI, DANIELA;Murphy, Emma;Hands, David"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/970615,eng;ita,2014,-,-,Associazione italiana storici del design,ITA,Milano,-,-,ELETTRONICO,Italian material design: imparando dalla storia,"design culture, design driven innovation, Design history, Italian Culture of Materials Design, material, technological innovation",06.1 Curatela,info:eu-repo/semantics/openAccess,2,"BOSONI, GIAMPIERO;FERRARA, MARIA RITA"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/975705,eng,2014,-,-,Spurbuchverlag,DEU,Baunach,-,-,-,Design research on temporary homes,-,06.1 Curatela,info:eu-repo/semantics/closedAccess,2,"GIUNTA, ELENA ENRICA;REBAGLIO, AGNESE"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/1018215,eng,2015,Comitato scientifico,-,Gruppo del Colore – Associazione Italiana Colore,ITA,MILANO,-,-,ELETTRONICO,Colour and Colorimetry Multidisciplinary Contributions Vol. XIb,-,06.1 Curatela,info:eu-repo/semantics/openAccess,2,"ROSSI, MAURIZIO;CASCIANI, DARIA"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/1018276,ita,2015,Comitato scientifico,-,"Gruppo del Colore – Associazione Italiana Colore, Milano",ITA,Milano,-,-,ELETTRONICO,Colore e colorimetria contributi multidisciplinari Vol XIa,"Colore, illuminazione, percezione visiva, design, comunicazione",06.1 Curatela,info:eu-repo/semantics/openAccess,2,"ROSSI, MAURIZIO;Marchiafava, Veronica"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/1019707,eng;ita,2015,Comitato scientifico,-,Marsilio,ITA,Venezia,-,-,STAMPA,"Bellezza divina. Fra Van Gogh, Chagall e Fontana","arte sacra, simbolismo, classicismo, arte del XIX secolo, arte del XX secolo",06.1 Curatela,none,4,"MAZZANTI, ANNA;Mannini, Lucia;Sisi, Carlo;Sebregondi, Ludovica"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/930955,ita,2015,Nessuno,-,Maggioli Editore,-,-,-,-,-,ColtivAzioni Sociali Urbane. Innovazione sociale di quartiere,-,06.1 Curatela,info:eu-repo/semantics/openAccess,1,"VILLARI, BEATRICE"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/935990,ita;eng,2015,Nessuno,-,Corraini edizioni,ITA,Mantova,-,-,STAMPA,GEOGRAFIE,-,06.1 Curatela,none,1,"FINESSI, GIUSEPPE"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/943765,ita,2015,Comitato scientifico,-,"CASVA, Comune di Milano",ITA,Milano,-,-,-,Cose d'archivio. I modelli di design e architettura presso il CASVA,modelli di design; modelli di architettura; De Pas - D'Urbino - Lomazzi; Vittorio Gregotti; Luciano Baldessari; Francesco Gnecchi-Ruscone; Giovanni Sacchi,06.1 Curatela,info:eu-repo/semantics/closedAccess,1,"FERABOLI, MARIA TERESA"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/943785,ita,2015,Comitato scientifico,-,24Ore Cultura,ITA,Milano,-,-,-,Mondi a Milano,-,06.1 Curatela,none,6,"IRACE, FULVIO;MAZZANTI, ANNA;Negri A.;Orsini C.;Pugliese M.;SELVAFOLTA, ORNELLA"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/958189,eng,2015,Esperti anonimi,-,Springer international publishing,CHE,-,-,-,STAMPA,"Advanced Design Culture, Long-Term Perspective and Continuous Innovation",Advanced Design; design driven innovation; design research; product design,06.1 Curatela,info:eu-repo/semantics/closedAccess,1,"CELI, MANUELA"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/960392,eng;ita,2015,Nessuno,-,24Ore Cultura,ITA,Milano,-,-,STAMPA,Mondi a Milano,orientalismo; esposizioni; arte coloniale; esotismo,06.1 Curatela,info:eu-repo/semantics/closedAccess,5,"IRACE, FULVIO;MAZZANTI, ANNA;M. G. Messina;C. Orsini;SELVAFOLTA, ORNELLA"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/971299,ita,2015,-,-,Lupetti Editore,-,-,-,-,-,Textile Vivant. Scenari dell'innovazione del tessile,-,06.1 Curatela,info:eu-repo/semantics/closedAccess,5,"CONTI, GIOVANNI MARIA;DEL CURTO, BARBARA;Fiorani, Eleonora;GADDI, ROSSANA;SOLDATI, MARIA GRAZIA"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/971911,eng,2015,-,-,McGraw-Hill Education,ITA,Milano,-,-,ELETTRONICO,Proceedings of the Cumulus Milano 2015 Conference – The Virtuous Circle. Design Culture and Experimentation,Design Culture; Design Experimentation.,06.1 Curatela,info:eu-repo/semantics/closedAccess,3,"COLLINA, LUISA MARIA VIRGINIA;GALLUZZO, LAURA;MERONI, ANNA"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/971930,eng;ita;spa,2015,Comitato scientifico,-,Fundación Internacional Artecittà,ESP,-,-,-,STAMPA,MuVi4. Video and moving image on synesthesia and visual music / MuVi4. Vídeo e imagen en movimiento sobre sinestesia y música visual,"Synesthesia, Visual Music, Motion graphics",06.1 Curatela,info:eu-repo/semantics/closedAccess,45,"RICCO', DINA;María José de Córdoba"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/971931,eng;spa,2015,Comitato scientifico,-,Instituto de Estudio Giennenses,ESP,-,-,-,STAMPA,Actas V Congreso Internacional de Sinestesia: Ciencia y Arte,"Sinestesia, Arte, Scienza",06.1 Curatela,info:eu-repo/semantics/closedAccess,63,"RICCO', DINA;M. José De Córdoba Serrano;Sean A. Day;Julia López de la Torre;Joerg Jewansky"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/972804,ita,2015,Esperti anonimi,-,Franco Angeli editore,ITA,Milano,-,-,STAMPA,Curarsi Lontano da Casa,"Ospitalità, case di accoglienza, turismo sanitario, mobilità sanitaria, interior design, ospedali, case di cura, poli di ricerca medico-scientifica, progettazione accessibile, design for all",06.1 Curatela,info:eu-repo/semantics/closedAccess,3,"SCULLICA, FRANCESCO;Giovanni Del Zanna;Roberta Co"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/973605,eng,2015,-,-,Poliscript - Politecnico di Milano,ITA,Milano,-,-,STAMPA,"DeSForM 2015 – Aesthetics of Interaction: Dynamic, Multisensory, Wise",-,06.1 Curatela,info:eu-repo/semantics/openAccess,8,"Chen, L.;Djajadiningrat, T.;Feijs, L.;Hu, J.;Kyffin, S.;RAMPINO, LUCIA ROSA ELENA;Rodriguez, E.;Steffen, D."
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/979647,ita,2015,-,-,Mandragora,ITA,Firenze,-,-,-,Il Nuovo vocabolario della moda italiana,-,06.1 Curatela,info:eu-repo/semantics/closedAccess,2,"BERTOLA, PAOLA;LINFANTE, VITTORIO"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/980210,ita,2015,-,-,Carocci,ITA,Roma,-,-,STAMPA,Storie di interni. L'architettura dello spazio domestico moderno,abitare moderno; abitare contemporaneo,06.1 Curatela,info:eu-repo/semantics/closedAccess,1,"IRACE, FULVIO"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/984690,eng,2015,Comitato scientifico,-,SALT,TUR,Istanbul,-,-,ELETTRONICO,Global Tools 1973-1975,"education, ecology, industry, survivalism, marginality, communication, body, failure, community, theory, construction, technology, handcraft",06.1 Curatela,info:eu-repo/semantics/openAccess,2,"FRANCESCHINI, SILVIA"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/985756,eng,2015,Esperti anonimi,-,LED edizioni universitarie,ITA,Milano,-,INTERNATIONAL JOURNAL OF TRANSMEDIA LITERACY,STAMPA,From Storytelling to Intercreativity in the Era of Distributed Authorship,"Transmedia Literacy, Media Studies, Cultural Studies",06.1 Curatela,info:eu-repo/semantics/openAccess,2,"CIASTELLARDI, MATTEO;Di Rosario, Giovanna"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/986587,eng;ita,2015,-,-,Maggioli Editore,ITA,-,-,-,STAMPA,Nutrendo Anima e corpo. Itinerari di delizia tra le Ville Del Sacro Monte Sopra Varese/Feeding body and soul. Delightful journeys among villas in Sacro Monte above Varese,"Liberty, Varese, bellezza, itinerari, cibo",06.1 Curatela,info:eu-repo/semantics/closedAccess,3,"BAILA, ANGELA;ANZANI, ANNA;CARAMEL, CLAUDIA"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/1001967,ita,2016,-,-,Maggioli,-,Santarcangelo di Romagna,-,-,-,Interni inclusivi. Dialoghi trasversali,-,06.1 Curatela,none,1,"BARBARA, ANNA;Ceresoli, J.;CHIODO, SIMONA"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/1017992,ita,2016,-,-,maggioli editore,-,-,-,-,-,Interni Inclusivi. Dialoghi trasversali,-,06.1 Curatela,info:eu-repo/semantics/openAccess,3,"CHIODO, SIMONA;BARBARA, ANNA;Ceresoli, Jacqueine"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/1018728,eng,2016,Esperti anonimi,-,LetteraVentidue Edizioni S.r.l.,ITA,-,-,PAD,ELETTRONICO,Pad#13 Design for Territories,-,06.1 Curatela,info:eu-repo/semantics/openAccess,2,"PARENTE, MARINA;SEDINI, CARLA"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/1020345,eng,2016,Esperti anonimi,-,Springer,-,Heidelberg,-,-,-,Human Smart Cities. Rethinking the interplay between Design and Planning,-,06.1 Curatela,none,2,"CONCILIO, GRAZIA;RIZZO, FRANCESCA"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/1022046,eng;ita,2016,-,-,Corraini Edizioni,-,-,-,-,-,INVENTARIO 12,-,06.1 Curatela,info:eu-repo/semantics/closedAccess,1,"FINESSI, GIUSEPPE"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/1022052,eng;fra;ita;nld,2016,-,-,Istituto Italiano di Cultura di Bruxelles,BEL,Bruxelles,-,CARTADITALIA,-,Cartaditalia n.2. Il design italiano. Unità e pluralità,-,06.1 Curatela,info:eu-repo/semantics/closedAccess,1,"FINESSI, GIUSEPPE"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/1022056,eng;ita,2016,-,-,Corraini Edizioni,ITA,Mantova,-,-,STAMPA,Quasi segreti,-,06.1 Curatela,info:eu-repo/semantics/closedAccess,1,"FINESSI, GIUSEPPE"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/1022206,eng;ita,2016,-,-,Marsilio,ITA,Venezia,-,-,STAMPA,Stanze. Altre filosofie dell'abitare - Rooms. Novel Living Concepts,-,06.1 Curatela,info:eu-repo/semantics/closedAccess,1,"FINESSI, GIUSEPPE"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/1027333,ita,2016,Comitato scientifico,-,"Quinlan-CASVA, Comune di Milano",ITA,Milano,-,-,STAMPA,Umanesimo contemporaneo. Gli archivi di Gregotti-Meneghetti-Stoppino e della società Gregotti Associati conservati presso il CASVA,"Gregotti Associati, Gregotti-Meneghetti-Stoppino",06.1 Curatela,info:eu-repo/semantics/closedAccess,1,"FERABOLI, MARIA TERESA"
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/1034524,eng;heb,2016,Comitato scientifico,-,Mandragora,ITA,Firenze,-,-,STAMPA,INTERDISCIPLINARY RESEARCH AND EDUCATION AGENDA. A DESIGN DRIVEN PERSPECTIVE,-,06.1 Curatela,info:eu-repo/semantics/closedAccess,1,"VACCA, FEDERICA;Warshavski T."
06 CURATELA::06.1 Curatela,http://hdl.handle.net/11311/1036271,eng,2016,"Sì, ma tipo non specificato",-,"Politecnico di Milano, Department of Design",ITA,Milano,-,-,STAMPA,"DESIGNING MULTIVOCAL MUSEUMS. Intercultural Practices at Museo Diocesano, Milano",-,06.1 Curatela,info:eu-repo/semantics/closedAccess,2,R. Capurro;E. Lupo
