dc.type.referee,item.collection,dc.subject.keywords,dc.language.iso,dc.description.numberofauthors,dc.title,dc.description.allpeople,dc.relation.medium,dc.publisher.name,dc.publisher.country,dc.date.issued,dc.identifier.uri,dc.subject.keywordsita,item.openaireRights,dc.type.full,dc.publisher.place,dc.type.circulation
-0,03.1 Monografia o trattato scientifico,-0,eng;ita,1,IL GIOIELLO E IL VIAGGIO | JEWELLERY AND JOURNEY,"Tenuta, L.",-0,MARSILIO EDITORI,ITA,2016,http://hdl.handle.net/11311/1038441,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,VENEZIA,-0
-0,03.1 Monografia o trattato scientifico,-0,ita,8,Nutrirsi per immagini. Scritti di Alberto Veca per la gola,"Baule, Giovanni; Bucchetti, VALERIA LUISA; Capatti, Alberto; Ceppi, Giulio; Cerritelli, Claudio; Longari, Elisabetta; Mojoli, Giacomo; Regalia, Ida",-0,ListLab,-0,2016,http://hdl.handle.net/11311/1057651,-0,none,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
Comitato scientifico,03.1 Monografia o trattato scientifico,"jewellery. design, gioiello, design, made in italy, alba cappellieri. politecnico di milano, innovazione, design innovation,",eng;ita,1,BRILLIANT! I FUTURI DEL GIOIELLO ITALIANO,"Cappellieri, Alba",STAMPA,CORRAINI,ITA,2016,http://hdl.handle.net/11311/979272,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,MANTOVA,-0
-0,03.1 Monografia o trattato scientifico,"LUCE, MOSTRE, ILLUMINAZIONE",eng,1,L’illuminazione delle opere nelle mostre d’arte,"Murano, Francesco",ELETTRONICO,Maggioli Editore,ITA,2016,http://hdl.handle.net/11311/990632,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,MILANO,-0
"Sì, ma tipo non specificato",03.1 Monografia o trattato scientifico,-0,eng;ita,1,"CLAUDIA MORGAGNI, L’IMPEGNO COME MODELLO PROFESSIONALE.","Guida, Francesco Ermanno",STAMPA,Aiap Edizioni,ITA,2016,http://hdl.handle.net/11311/994598,"Progettazione grafica, microstoria",info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
-0,03.1 Monografia o trattato scientifico,"Alessandro Mendini, Atelier Mendini",ita,1,Codice Mendini,"Irace, Fulvio",-0,Electa Mondadori,ITA,2016,http://hdl.handle.net/11311/994703,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
-0,03.1 Monografia o trattato scientifico,"Leonardo, Painting, Art and Science, Restoration",eng,1,Leonardo da Vinci's Last Supper,P.MARANI,-0,Skira,ITA,2016,http://hdl.handle.net/11311/994821,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
-0,03.1 Monografia o trattato scientifico,"Cenacolo, Copie, Collezionismo, Fortuna, Royal Academy of Arts",ita,1,"""Bella quanto l'originale istesso"". La copia del Cenacolo della Royal Academy di Londra. Vicende, fortuna, attribuzione",P.MARANI,-0,LoGisma,ITA,2016,http://hdl.handle.net/11311/994824,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Vicchio Firenze,-0
-0,03.1 Monografia o trattato scientifico,"sicurezza trasporti, merci pericolose, rischio trasporti",ita,4,Progetto PTA-DESTINATION: ELABORAZIONE DATI DAI GATE DI PROGETTO - ANNO 2015,"Borghetti, Fabio; Bonura, Luca; Gandini, Paolo; Pastorelli, Giuseppe",ELETTRONICO,Regione Piemonte,ITA,2016,http://hdl.handle.net/11311/995980,-0,info:eu-repo/semantics/openAccess,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
Nessuno,03.1 Monografia o trattato scientifico,-0,ita,2,Sempering. Process and pattern in architecture and design,"Collina, Luisa Maria Virginia; Zucchi, Cino Paolo",STAMPA,Silvana Editoriale,ITA,2016,http://hdl.handle.net/11311/997579,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,"Cinisello balsamo, Milano",-0
Nessuno,03.1 Monografia o trattato scientifico,-0,eng,2,Sempering - Process and pattern in architecture and design,"Zucchi, Cino; Collina, Luisa",STAMPA,Silvana Editoriale,ITA,2016,http://hdl.handle.net/11311/999869,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,"Cinisello Balsamo, Milano",-0
-0,03.1 Monografia o trattato scientifico,"design per la sostenibilità, Life Cycle Design, Life Cycle Assesment, design di prodotto",ita,1,Design per la sostenibilità ambiantale. Progettare il ciclo di vita dei prodotti.,"Vezzoli, Carlo",STAMPA,Zanichelli,ITA,2017,http://hdl.handle.net/11311/1006942,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Bologna,-0
Comitato scientifico,03.1 Monografia o trattato scientifico,-0,eng,5,"Tunnel Fire Testing and Modeling

The Morgex North Tunnel Experiment","Borghetti, Fabio; Derudi, Marco; Gandini, Paolo; Frassoldati, Alessio; Tavelli, Silvia",STAMPA,Springer,-0,2017,http://hdl.handle.net/11311/1007626,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
-0,03.1 Monografia o trattato scientifico,-0,ita,2,OLTRE L’ABITO. IRIDESCENZE NELLA MODA CONTEMPORANEA,"Conti, Giovanni Maria; Fiorani, Eleonora",-0,deleyva editore,-0,2017,http://hdl.handle.net/11311/1009996,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
-0,03.1 Monografia o trattato scientifico,-0,eng,1,CoDesign for Public-Interest Services,"Selloni, Daniela",STAMPA,Springer,CHE,2017,http://hdl.handle.net/11311/1018791,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
-0,03.1 Monografia o trattato scientifico,-0,eng;ita,1,SaloneSatellite. 20 anni di nuova creatività,Beppe Finessi,STAMPA,Corraini Edizioni,ITA,2017,http://hdl.handle.net/11311/1022048,-0,-0,03 LIBRO::03.1 Monografia o trattato scientifico,Mantova,-0
Esperti non anonimi,03.1 Monografia o trattato scientifico,-0,eng,1,Design & Interiors. Considerations on an evolving discipline between education and profession,"Biamonti, Alessandro",ELETTRONICO,francoangeli,ITA,2017,http://hdl.handle.net/11311/1029588,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,milano,-0
-0,03.1 Monografia o trattato scientifico,-0,ita,1,Media Culture Design. Introduzione alla Cultura dei Media per il Design della Comunicazione,"Ciastellardi, Matteo",-0,FrancoAngeli,-0,2017,http://hdl.handle.net/11311/1031371,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
-0,03.1 Monografia o trattato scientifico,-0,ita,1,"La Gestione Bottom-up dell'Informazione in Rete. 

Analisi progettuale e sintesi critica dei sistemi partecipativi online","Ciastellardi, Matteo",-0,LED,-0,2017,http://hdl.handle.net/11311/1031375,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
Nessuno,03.1 Monografia o trattato scientifico,-0,ita,2,Il designer in azienda. Il viaggio d'esplorazione di un giovane designer in una PMI no-design,"Bianco, F.; Rampino, L.",STAMPA,Franco Angeli,ITA,2017,http://hdl.handle.net/11311/1036475,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
Comitato scientifico,03.1 Monografia o trattato scientifico,-0,ita,1,Interior(c)ity. Il design di interni urbani pres-agisce storie nuove.,"Rebaglio, Agnese",-0,Maggioli Editore,-0,2017,http://hdl.handle.net/11311/1037393,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Santarcangelo di Romagna,-0
Comitato scientifico,03.1 Monografia o trattato scientifico,-0,eng,3,Designing better services. A strategic approach from design to evaluation,"Foglieni, F.; Villari, B.; Maffei, S.",STAMPA,Springer,-0,2017,http://hdl.handle.net/11311/1039811,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
-0,03.1 Monografia o trattato scientifico,-0,ita,4,MakeToCare. Un ecosistema di attori e soluzioni user-centered per l'innovazione nel campo dell'healthcare,"Maffei, Stefano; Bianchini, Massimo; Parini, Barbara; Delli Zotti, Elisa",STAMPA,Libraccio Editore srl,ITA,2017,http://hdl.handle.net/11311/1039820,-0,info:eu-repo/semantics/openAccess,03 LIBRO::03.1 Monografia o trattato scientifico,MIlano,-0
Comitato scientifico,03.1 Monografia o trattato scientifico,"Jewellery, Design, Functional Jewellery, Design del gioiello, gioiello funzionale, innovazione gioiello, Jewellery Innovation, Alba Cappellieri",eng;ita,1,"Gioielli Funzionali, Functional Jewellery","Cappellieri, Alba",STAMPA,Silvana Editoriale,ITA,2017,http://hdl.handle.net/11311/1041106,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
Esperti anonimi,03.1 Monografia o trattato scientifico,-0,ita,1,Dalla molecola al paziente. La biomedicina nella società contemporanea,"Crabu, Stefano",STAMPA,Società editrice il Mulino spa,ITA,2017,http://hdl.handle.net/11311/1044114,-0,info:eu-repo/semantics/openAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Bologna,-0
Comitato scientifico,03.1 Monografia o trattato scientifico,"Design, Rito, Design for Cultural Heritage, Design and Humanities",ita,2,Design e rito. La cultura del progetto per il patrimonio rituale contemporaneo,"Pils, G.; Trocchianesi, R.",-0,Mimesis,ITA,2017,http://hdl.handle.net/11311/1044670,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Sesto San Giovanni (Milano),-0
Comitato scientifico,03.1 Monografia o trattato scientifico,"Jewellery design, Chains, History of Jewellery, Alba Cappellieri, design del Gioiello, Gioiello, Accessorio Moda, Storia del Gioiello, Innovation",eng;ita,1,"Catene:Gioielli tra storia, funzione e ornamento. Chains: jewellery in history, function and ornament","Cappellieri, Alba",STAMPA,Silvana Editoriale,ITA,2018,http://hdl.handle.net/11311/1041104,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
Esperti anonimi,03.1 Monografia o trattato scientifico,-0,eng,2,Location-Based Mobile Games. Design Perspectives,"Spallazzo, Davide; Mariani, Ilaria",STAMPA,Springer,CHE,2018,http://hdl.handle.net/11311/1044392,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Cham,-0
Esperti anonimi,03.1 Monografia o trattato scientifico,-0,eng,2,"Materials that Move. Smart Materials, Intelligent Design","Bengisu, M.; Ferrara, M.",STAMPA,Springer Nature,CHE,2018,http://hdl.handle.net/11311/1044702,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Cham,-0
Nessuno,03.1 Monografia o trattato scientifico,-0,ita,5,Laboratori d'arredo. Didattica e progetti di design tra tradizione e innovazione,"de Paolis, R.; Tresoldi, M. S.; Buratti, G.; Dellera, L.; Lupidi, E.",ELETTRONICO,New Press Edizioni srl,ITA,2018,http://hdl.handle.net/11311/1045755,"didattica, design, disegno industriale, arredo, mobile, cucina",info:eu-repo/semantics/openAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Cermenate (CO),-0
Esperti non anonimi,03.1 Monografia o trattato scientifico,-0,ita,1,Design & Alzheimer,"Biamonti, Alessandro",STAMPA,FrancoAngeli,ITA,2018,http://hdl.handle.net/11311/1047608,"Design, alzheimer, terapie non farmacologiche,",info:eu-repo/semantics/openAccess,03 LIBRO::03.1 Monografia o trattato scientifico,milano,-0
Esperti anonimi,03.1 Monografia o trattato scientifico,-0,eng,1,Evolving Perspectives in Product Design. From Mass Production to Social Awareness,"Rampino, LUCIA ROSA ELENA",ELETTRONICO,Franco Angeli,ITA,2018,http://hdl.handle.net/11311/1048748,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
Esperti non anonimi,03.1 Monografia o trattato scientifico,-0,eng,3,MASSIVE CODESIGN,"Meroni, Anna; Selloni, Daniela; Rossi, Martina",ELETTRONICO,Franco Angeli,ITA,2018,http://hdl.handle.net/11311/1049832,-0,info:eu-repo/semantics/openAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
Esperti non anonimi,03.1 Monografia o trattato scientifico,-0,ita,1,"Il Design dell’illuminazione: dalla cultura del progetto, al colore, al CAD","Rossi, M.",STAMPA,Gruppo del Colore - Associazione Italiana Colore,ITA,2018,http://hdl.handle.net/11311/1051184,"Lighting, Color, Design, Visual Perception, CAD, Cultural Heritage",info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
Comitato scientifico,03.1 Monografia o trattato scientifico,-0,ita,3,FASHIONabilities. Pianificare e gestire i processi di progettazione del prodotto moda,"Bertola, P.; Colombi, C.; Vacca, F.",-0,Mandragora,ITA,2018,http://hdl.handle.net/11311/1051292,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Firenze,-0
Esperti anonimi,03.1 Monografia o trattato scientifico,-0,ita,1,SPAZIO AL CIBO. IL RUOLO DEL DESIGN NEL PROGETTO DELL’ALTA CUCINA,"DI PRETE, Barbara",-0,Maggioli,ITA,2018,http://hdl.handle.net/11311/1051311,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
Nessuno,03.1 Monografia o trattato scientifico,"design, innovazione, economia, marketing",ita,1,"Idee in movimento, il valore economico dell'innovazione","Turinetto, Marco",STAMPA,Lupetti Editori di Comunicazione srl,ITA,2018,http://hdl.handle.net/11311/1054512,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
Comitato scientifico,03.1 Monografia o trattato scientifico,-0,eng,7,Designing Sustainable Energy for All. Sustainable Product-Service System Design Applied to Distributed Renewable Energy,"Vezzoli, C.; Ceschin, F.; Osanjo, L.; M’Rithaa, M. K.; Moalosi, R.; Nakazibwe, V.; Diehl, J. C.",STAMPA,Springer,GBR,2018,http://hdl.handle.net/11311/1056583,-0,info:eu-repo/semantics/openAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Londra,-0
Comitato scientifico,03.1 Monografia o trattato scientifico,-0,por,11,Sistema Produto+Serviço Sustentável: Fundamentos,"Vezzoli, C.; Kohtala, C.; Srinivasan, A.; Aguinaldo dos Santos, Xin L.; Chaves, LILIANE ITEN; Castillo, Leonardo A. G.; Gómez, Carla. R. P.; Nunes, Viviane G. A.; Lepre, Priscilla R.; Engler, Rita C.; Martins, Suzana B.",STAMPA,Editora insight,BRA,2018,http://hdl.handle.net/11311/1056593,-0,info:eu-repo/semantics/openAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Curitiba,-0
-0,-0,-0,eng,2,Idea and the matter,"Ferrara, Marinela; Ceppi, Giulio",-0,LIST Lab,-0,2018,http://hdl.handle.net/11311/1057654,-0,none,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
-0,-0,-0,ita,1,Scollamenti temporali,"Ceppi, Giulio",-0,Magonza,-0,2018,http://hdl.handle.net/11311/1057656,-0,none,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
-0,03.1 Monografia o trattato scientifico,-0,eng,4,MakeToCare. An ecosystem of actors and user-centred solutions for innovation in the healthcare sector,"Maffei, S.; Bianchini, M.; Parini, B.; Delli, Zotti",-0,Libraccio,ITA,2018,http://hdl.handle.net/11311/1058800,-0,info:eu-repo/semantics/openAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
Esperti anonimi,03.1 Monografia o trattato scientifico,-0,eng,28,Handbook of Research on Form and Morphogenesis in Modern Architectural Contexts,"Alessio, Erioli; Maria, Voyatzaki; Dimitris, Gourdoukis; Fabio, Bianconi; Marco, Filippucci; Matteo, Margutti; Margherita, Stramaccia; Naboni, ROBERTO STEFANO; Paoletti, Ingrid; Tommaso, Empler; Mauro, Chiarella; Matias Dalla Costa, ; Alessandro, Luigini; Starlight, Vattano; Vanossi, Andrea; Ioanna, Symeonidou; D'Uva, Domenico; LO TURCO, Massimiliano; BAUSOLA PAGLIERO, Yoseph; Alessandro, Buffi; Buthayna Hasan Eilouti, ; Amoruso, Giuseppe; Giuseppe, Fallacara; Maurizio, Barberio; Ruttico, Pierpaolo; Converso, Stefano; Giostra, Simone; Vito, Sirago",STAMPA,IGI Global,USA,2018,http://hdl.handle.net/11311/1063169,-0,none,03 LIBRO::03.1 Monografia o trattato scientifico,"Hershey, PA",-0
Esperti non anonimi,03.1 Monografia o trattato scientifico,-0,eng,1,TRANSMEDIA DESIGN FRAMEWORK. Design-Oriented Approach to Transmedia Practice,"Ciancia, M.",ELETTRONICO,FrancoAngeli,ITA,2018,http://hdl.handle.net/11311/1065369,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
-0,03.1 Monografia o trattato scientifico,-0,eng,1,Monoloco stories,"Barbara, Anna",-0,Triennale,-0,2018,http://hdl.handle.net/11311/1065599,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
-0,03.5 Edizione critica,-0,-0,1,Smart City - Material Technology People,"Ceppi, Giulio",STAMPA,-0,-0,2018,http://hdl.handle.net/11311/1057650,-0,-0,03 LIBRO::03.5 Edizione critica,-0,-0
