dc.date.issued	dc.type.full	dc.identifier.uri	dc.title	dc.description.allpeople
2011	07 ALTRO::07.13 Progetti	http://hdl.handle.net/11311/667212	Housing Contest - Bando europeo per la formazione di un Repertorio di progetti per edifici residenziali ad alte prestazioni e basso costo	O.E. Bellini ; A. Scoccimarro ; L. Daglio ; G. Dall'o' ; L. Sarto ; N. Sanna ; E. Pili ; A. Morettini ; S. Lugano ; DLC s.r.l. ; L. Collina ; G. Gerosa ; T. Belletti ; P. Catena
2011	07 ALTRO::07.13 Progetti	http://hdl.handle.net/11311/693096	"Concorso nazionale per ""INTERVENTI DI RIQUALIFICAZIONE PAESAGGISTICO â€“ AMBIENTALE ED ARCHITETTONICA DEL PIAZZALE SCOGLI ROSSI AD ARBATAX"""	L. Daglio; G. Gerosa; D. Fumagalli; G. Lassandro; A. Loi; G. Lanzarotti
2011	07 ALTRO::07.13 Progetti	http://hdl.handle.net/11311/693500	Design Mediterraneo | Mediterranean Design, 2011	M. Ferrara; A. Calvera (coordinatori)
2011	07 ALTRO::07.13 Progetti	http://hdl.handle.net/11311/765540	Servizi alla visita dell'area archeologica di competenza SAR, Roma	M. De Lucchi
2011	07 ALTRO::07.13 Progetti	http://hdl.handle.net/11311/766431	"Design sul filo della tradizione. Strategie e strumenti di valorizzazione di competenze e culture locali 
Design on the thread of tradition. Strategies and instruments to exploit local skills and culture in the textile industry"	Vacca, Federica
2011	07 ALTRO::07.13 Progetti	http://hdl.handle.net/11311/959229	Progetto dell'identitÃ  visiva per il centocinquantesimo anniversario del Politecnico di Milano.	Umberto Tolino
2012	07 ALTRO::07.03 Design	http://hdl.handle.net/11311/703930	Green Connection	Arianna Vignati; Alberto Manzoni; Valentina Lollio; Valentina Rivieccio; Marina Caramagno
2012	07 ALTRO::07.03 Design	http://hdl.handle.net/11311/958789	La dinastia Brueghel	R.Gaddi
2012	07 ALTRO::07.03 Design	http://hdl.handle.net/11311/958793	Brueghel. Meraviglie dell'arte fiamminga	R.Gaddi
2012	07 ALTRO::07.04 Performance	http://hdl.handle.net/11311/731383	ARPA DI LUCE	Francesco Murano; Gianpietro Grossi; Pietro Pirelli
2012	07 ALTRO::07.04 Performance	http://hdl.handle.net/11311/731384	ARPA DI LUCE ALLA NOTTE DEI RICERCATORI A MANTOVA	Francesco Murano; Gianpietro Grossi; Pietro Pirelli
2012	07 ALTRO::07.06 Mostra	http://hdl.handle.net/11311/686870	Fabio Bortolani. My way	S. Maffei
2012	07 ALTRO::07.06 Mostra	http://hdl.handle.net/11311/692658	Censimento delle architetture Liberty nel territorio di Varese, Area nord, sentiero 10	Anzani A.; Condoleo P.; Baila A.; Caramel C.; Guarisco M
2012	07 ALTRO::07.06 Mostra	http://hdl.handle.net/11311/731377	LUCI SULLE MURA	Francesco Murano
2012	07 ALTRO::07.06 Mostra	http://hdl.handle.net/11311/766134	Analogico/Digitale	S. Maffei; S. Micelli; P. Bolzan; M. Pirovano; A. Gianni
2012	07 ALTRO::07.08 Prototipo d'arte e relativi progetti	http://hdl.handle.net/11311/731378	Magic Thinks	Murano F.; Fenoglio N.
2012	07 ALTRO::07.08 Prototipo d'arte e relativi progetti	http://hdl.handle.net/11311/731385	LASER PENDULUM	Francesco Murano; Gianpietro Grossi; Pietro Pirelli
2012	07 ALTRO::07.09 Cartografia	http://hdl.handle.net/11311/1019572	Viaggiando Liberty. Percorsi di architettura lungo I sentieri del parco. Mappa tematica	Anzani A.; Baila A.; Caramel C.; Guarisco M .; Pozzi G.
2012	07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/642963	Complessita' e Sostenibilita' nel Progetto - 1/2012 gennaio-marzo 2012	A. Nebuloni
2012	07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/652136	Complessita' e Sostenibilita' nel Progetto - 2/2012 aprile-giugno 2012	A. Nebuloni
2012	07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/664624	Catalogo Salone Satellite 2012	S. Maffei; S. Legrenzi
2012	07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/667247	Esposizione personale di disegni d'architettura, design cittÃ 	G.Pierluisi
2012	07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/669783	Complessita' e Sostenibilita' nel Progetto - 3/2012 luglio-settembre 2012	A. Nebuloni
2012	07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/686423	Complessita' e Sostenibilita' nel Progetto - 4/2012 ottobre-dicembre 2012.	A. Nebuloni
2012	07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/693222	"EC project ""SPREAD - Sustainable Lifestyles 2050

Deliverable 3.1: ""Visual material presenting emerging best practices and emerging visions on sustainable lifestyles"""	A. Meroni; F. Piredda; F. Jegou; M. Corubolo
2012	07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/693227	"EC project ""SPREAD - Sustainable Lifestyles 2050

Deliverable 3.2: ""EUROPEAN POLICY BRIEF. Emerging Visions for Future Sustainable Lifestyles 2050"""	A. Meroni; M. Corubolo
2012	07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/693238	NUTRIRE MILANO.  Relazione conclusiva anno 2011	A. Meroni; G. Simeone; M. Corubolo; D. Cantu; F. Piredda; A. Arossa; P. Bolzacchini; A. Cecchini; E. Nasuelli; C. Fiorani; P. Corvo; P. Grimaldi; P. Migliorini; B. Scaltriti
2012	07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/693262	"European Lifestyles. The future issue.

EC project ""SPREAD - Sustainable Lifestyles 2050"	A. Meroni; F. Piredda; F. Jegou; M. Corubolo; C. Hicks; N. Bruggermann; R. Groezinger; S. Thorne; L. Rijnhout; S. Lorek; S. Goicoechea; A. Neuvonen; M. Ritola; S. Lahteenoja; K. Straver; M. Uyterlinde; C. Tigchelaar;  B. Schaefer; G. Salvador; C. Chiotan; C. Costongs; O. Monts; F. Jegou; P. Szuppinger; E. Csobod
2012	07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/693267	Use cases and requirements list	F. Rizzo; S. Oliva; F. Costa; et. alii
2012	07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/693936	"Deliverable 5.2.1 Progetto Peripheria.

 Pilots scenarios (initial version)"	G. Concilio; F. Rizzo; et. alii
2012	07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/693937	D 3.2.1 Training and learning report (initial version). Deliverable progetto europeo Peripheria	G. Concilio; F.Rizzo; et. alii
2012	07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/762464	Exotic orientation systems as gameplay devices	P. Righi Riva; A. Vitali; M. Pillan
2012	07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/825730	Atelier 2.0. How Web 2.0 enables new creative models to innovate in fashion	Colombi Chiara; Tolino Umberto
2012	07 ALTRO::07.13 Progetti	http://hdl.handle.net/11311/1019062	Cover mania	Mauri, Michele
2012	07 ALTRO::07.13 Progetti	http://hdl.handle.net/11311/667388	Concorso di idee per la ricostruzione della â€œChiesa di san Gregorio Magnoâ€ (AQ), Italia.	P.Rocchi; D. Groos; M. Docci; C. Bianchini; A. Roca De Amicis; D. Esposito; C. Bartolozzi; A. Bruschi; M. Gaiani; G. Santi; D. Casertano; G. Pierluisi.
2012	07 ALTRO::07.13 Progetti	http://hdl.handle.net/11311/669549	Concurso PÃºblico Nacional de anteprojetos de arquitetura para o Campus Cabral da Universidade Federal do ParanÃ¡ â€“ Curitiba	R. Righi; A. Nebuloni; B. CarreÃ±o; B.R. Padovano; C. Blasi; G. Padovano
2012	07 ALTRO::07.13 Progetti	http://hdl.handle.net/11311/764739	Fondazione Giorgio Cini. Restauro del Cenacolo Palladiano, Venezia	M. De Lucchi
2012	07 ALTRO::07.13 Progetti	http://hdl.handle.net/11311/765541	Gallerie d'Italia - Piazza Scala, Milano	M. De Lucchi
2012	07 ALTRO::07.13 Progetti	http://hdl.handle.net/11311/765542	Public Service Hall, Marneuli (Georgia)	M. De Lucchi
2012	07 ALTRO::07.13 Progetti	http://hdl.handle.net/11311/765544	Triennale di Milano. Restauro dello scalone d'onore e accesso al Teatro dell'Arte	M. De Lucchi
2012	07 ALTRO::07.13 Progetti	http://hdl.handle.net/11311/765545	Pannello fonoassorbente Mitesco per Caimi Brevetti	M. De Lucchi
2012	07 ALTRO::07.13 Progetti	http://hdl.handle.net/11311/983751	"Atlas of Urban Lighting Experience 2.0- Concorso internazionale ""VOX JUVENTA 2012 - Light Symposium in Wismar, Germany"" - progetto vincitore"	Casciani, Daria
2013	07 ALTRO::07.03 Design	http://hdl.handle.net/11311/731382	"SKYLIGHT  LUMINATOR

PRIMO PREMIO CONCORSO INTERNAZIONALE

SHARP DESIGN CONTEST

LIGHT FOR EMOTIONAL CONFORT"	Francesco Murano
2013	07 ALTRO::07.04 Performance	http://hdl.handle.net/11311/827536	ARPA DI LUCE A MONZA	FRANCESCO MURANO; GIANPIETRO GROSSI; PIETRO PIRELLI
2013	07 ALTRO::07.04 Performance	http://hdl.handle.net/11311/827538	ARPA DI LUCE A VIGGIANO (POTENZA)	FRANCESCO MURANO; PIETRO PIRELLI; GIAMPIETRO GROSSI
2013	07 ALTRO::07.04 Performance	http://hdl.handle.net/11311/827541	ARPA DI LUCE A MODENA	FRANCESCO MURANO; PIETRO PIRELLI; GIANPIETRO GROSSI
2013	07 ALTRO::07.06 Mostra	http://hdl.handle.net/11311/751643	Made in slums. Mathare Nairobi.	Irace F
2013	07 ALTRO::07.06 Mostra	http://hdl.handle.net/11311/813518	"Casa Diaz - Design Autoprodotto
in Operae - Indipendent Design Festival 2013"	FRANCESCO MURANO - LUISA QUINTILIANI
2013	07 ALTRO::07.06 Mostra	http://hdl.handle.net/11311/826341	Viaggiando Liberty - Percorsi di architettura lungo i sentieri del Parco	A. Baila; A. Anzani; E. Guglielmi
2013	07 ALTRO::07.06 Mostra	http://hdl.handle.net/11311/826342	FAIMarathon2013 - Presenze Liberty a Gallarate	A. Anzani; A. Baila; C. Caramel; M. Guarisco
2013	07 ALTRO::07.06 Mostra	http://hdl.handle.net/11311/828325	A Designer A Day 2013	Venanzio Arquilla; Barbara Parini
2013	07 ALTRO::07.06 Mostra	http://hdl.handle.net/11311/845779	Senza Pericolo! Costruzioni e Sicurezza	Federico Bucci; Marco Biagi; Elisa Boeri; Dario Costi; Davide Crippa; Barbara DiPrete; Massimo Ferrari; Marco Introini; Lucia Miodini; Luigi Spinelli; Claudia Tinazzi
2013	07 ALTRO::07.06 Mostra	http://hdl.handle.net/11311/846007	Tech Stories	F. Bucci; L. Collina; A. Colombo; B. Finessi; S. Protasoni; E. Rovida
2013	07 ALTRO::07.06 Mostra	http://hdl.handle.net/11311/924563	INTORNO AL LIBRO. TRA ARTE E DESIGN	Beppe Finessi
2013	07 ALTRO::07.06 Mostra	http://hdl.handle.net/11311/924564	PROGETTO CIBO. LA FORMA DEL GUSTO	Beppe Finessi
2013	07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/786328	Chi paga i costi del traffico	P. Beria; R. Grimaldi; M. Ponti
2013	07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/786329	Quando lâ€™analisi economica dice sempre di sÃ¬	P. Beria; M.G. Ponti
2013	07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/824334	ComplessitÃ  e SostenibilitÃ  nel Progetto - 5/2013 gennaio-febbraio 2013	A. Nebuloni
2013	07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/824335	ComplessitÃ  e SostenibilitÃ  nel Progetto - 6/2013 aprile-giugno 2013	A. Nebuloni
2013	07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/824336	ComplessitÃ  e SostenibilitÃ  nel Progetto - 7/2013 luglio-settembre 2013	A. Nebuloni
2013	07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/824337	ComplessitÃ  e SostenibilitÃ  nel Progetto - 8/2013 ottobre-dicembre 2013	A. Nebuloni
2013	07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/827539	WOW! Jelly Session #6	F. Scullica
2013	07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/827925	Manifattura di Domodossola, una storia italiana	A. Dell'Acqua Bellavitis
2013	07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/827926	Home Intertextile Mood	A. Dell'Acqua Bellavitis
2013	07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/837725	Migliorare lâ€™offerta formativa in materia di salute e sicurezza nelle costruzioni - definizione proposta regionale di â€œlinee guidaâ€	B. Pesenti; C. Macchia; C. Bruni; M. Figiani; F. Lovato; D. Marinoni; F. Monfrini; D. Ramenghi; P.A. Reguzzoni; E. Sgaramella; G. Spedo; P. Zambianchi; G. Zappa
2013	07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/862001	Design for Social Innovation as a form of Design Activism: An action format	A. Meroni;D. Fassi;G. Simeone
2013	07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/862939	From engaging to empowering people: a set of co-design experiments with a service design perspective.	D.CantÃ¹; D.Selloni
2013	07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/862942	The experience of Creative Citizens	D.Selloni
2013	07 ALTRO::07.13 Progetti	http://hdl.handle.net/11311/824338	Concurso PÃºblico Nacional de Arquitetura - Novo Centro Administrativo do MaranhÃ£o	P. Pontes; B. Padovano; C. Blasi; G. Padovano; A. Nebuloni; P. Bertacchini
2013	07 ALTRO::07.13 Progetti	http://hdl.handle.net/11311/826331	Expo 2015. Punto di informazioni AgorÃ 	M. De Lucchi
2013	07 ALTRO::07.13 Progetti	http://hdl.handle.net/11311/826332	Comune di Lodi. Biblioteca Laudense	M. De Lucchi
2013	07 ALTRO::07.13 Progetti	http://hdl.handle.net/11311/826333	Uffici finanziari Banca Patrimoni Sella, Palazzo Bricherasio. Torino	M. De Lucchi
2013	07 ALTRO::07.13 Progetti	http://hdl.handle.net/11311/826334	Intesa Sanpaolo. Campus tecnologico e uffici a Moncalieri	M. De Lucchi
2013	07 ALTRO::07.13 Progetti	http://hdl.handle.net/11311/826335	Zambon.  Ampliamento dell'Health and Quality Factory e nuovo Z Building a Vicenza	M. De Lucchi
2013	07 ALTRO::07.13 Progetti	http://hdl.handle.net/11311/826336	Museo Frau a Tolentino	M. De Lucchi
2013	07 ALTRO::07.13 Progetti	http://hdl.handle.net/11311/958781	"SKY LUMINATOR
Sharp International Design Contest | Light for Emotional Comfort"	Francesco Murano
2014	07 ALTRO::07.02 Disegno	http://hdl.handle.net/11311/958761	Traditional Architecture and Countryside, Puglia - Valle Dâ€™itria	Giuseppe Amoruso
2014	07 ALTRO::07.06 Mostra	http://hdl.handle.net/11311/1044958	Mondopasta	Maffei, S.; Gianni, A.; Bolzan, P.; Pirovano, M.
2014	07 ALTRO::07.06 Mostra	http://hdl.handle.net/11311/880555	"TEXTILE VIVANT.
Percorsi, esperienze e ricerche del textile design
Tracks, experiences and Researches in textile design"	Conti G.M.; Del Curto B.; Fiorani E.; Soldati M.G.
2014	07 ALTRO::07.06 Mostra	http://hdl.handle.net/11311/898355	IL DESIGN ITALIANO OLTRE LE CRISI. AUTARCHIA AUSTERITA' AUTOPRODUZIONE	Beppe Finessi
2014	07 ALTRO::07.06 Mostra	http://hdl.handle.net/11311/924565	LA CASA MORBIDA. Tra arte e design	Beppe Finessi
2014	07 ALTRO::07.06 Mostra	http://hdl.handle.net/11311/958564	Milano Sottosopra, 50Â° anniversario della Rossa	G. Bosoni
2014	07 ALTRO::07.06 Mostra	http://hdl.handle.net/11311/960010	A Designer A Day (ADAD) 2014	V. Arquilla; B. Parini
2014	07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/971202	Design dei servizi collaborativi	Selloni, Daniela
2014	07 ALTRO::07.13 Progetti	http://hdl.handle.net/11311/1019072	RAW	DensityDesign Research, Lab; Caviglia, Giorgio; Mauri, Michele; Uboldi, GIORGIO ROBERTO; Azzi, Matteo
2014	07 ALTRO::07.13 Progetti	http://hdl.handle.net/11311/1065023	CampUS. Incubazione e messa in scena di pratiche sociali	Fassi, Davide; Piredda, Francesca; Perondi, Elena; Salvadeo, Pierluigi
2014	07 ALTRO::07.13 Progetti	http://hdl.handle.net/11311/930355	Arid Zones Cluster Pavillon for Expo 2015	A. BIAMONTI; B. CAMOCINI; M. ZINI
2015	07 ALTRO::07.03 Design	http://hdl.handle.net/11311/958756	"TEXTILE VIVANT 
Percorsi, esperienze e ricerche del textile design
Tracks, experiences and Researches in textile design"	R.Gaddi
2015	07 ALTRO::07.06 Mostra	http://hdl.handle.net/11311/1022097	Geografie	Beppe Finessi
2015	07 ALTRO::07.06 Mostra	http://hdl.handle.net/11311/1047003	Cool Japan_Double Impact	Biamonti, Alessandro
2015	07 ALTRO::07.06 Mostra	http://hdl.handle.net/11311/957975	Milano mai vista	Irace F.; Neri G.
2015	07 ALTRO::07.06 Mostra	http://hdl.handle.net/11311/959240	Censire la Bellezza - Dal 28 febbraio al 10 marzo presso la Galleria 96 Metricubi d'arte - via Parini 8, Gallarate	Baila, A.; Anzani, A.; Guglielmi, E.; Caramel, C.; Niglia, D.
2015	07 ALTRO::07.06 Mostra	http://hdl.handle.net/11311/974528	Giorgio De Chirico_ Una gita a Lecco	Ceppi, Giulio
2015	07 ALTRO::07.06 Mostra	http://hdl.handle.net/11311/975477	LOMBARDIES. A unique territory with multiple identities	Parente, Marina; Simonelli, Giuliano
2015	07 ALTRO::07.06 Mostra	http://hdl.handle.net/11311/979666	Il Nuovo Vocabolario della Moda Italiana	Bertola, P.; Linfante, V.
2015	07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/1019087	Design to feed the world	Camocini, B
2015	07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/1019547	SIMPACT Project. Deliverable 4.1. Part I. SI Processes and Business Models	Rizo, F.; Komatsu, T.; Deserti, A.
2015	07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/1019549	SIMPACT Project. Deliverable 4.1. Part II. Existing Forms of SI. Dynamics & Features influencing SI Processes and Business Models	Celi, M.; Deserti, A.; Rizzo, F.
2015	07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/1019553	SIMPACT Project. Deliverable 3.2. Comparative Report on Social Innovation across Europe	Terstriep, J.; Kleverbeck, M.; Deserti, A.; Rizzo, F.
2015	07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/1019564	My Neighbourhood | My City Project. Deliverable 6.5. Scalability Implementation and Assessment Report	Oliveira, A.; Deserti, A.; Concilio, G.; Molinari, F.; Rizzo, F; Morelli, N.; Akbar, F.
2015	07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/988152	Etica e progettualitÃ 	Giampiero Bosoni
2015	07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/988153	Bakground week 3  day 3	Giampiero Bosoni
2015	07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/989384	Hacking Public Services: come riprogettare i servizi pubblici, con i cittadini.	Selloni, Daniela
2015	07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/989391	Ezio Manzini: design per lâ€™innovazione sociale.	Selloni, Daniela
2015	07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/989392	Interviewed: Ezio Manzini on Design When Everybody Designs.	Selloni, Daniela
2015	07 ALTRO::07.13 Progetti	http://hdl.handle.net/11311/1018896	Miglior Cluster Zone Aride. Agricoltura e Nutrizione.	Collina, L.; Camocini, B.
2015	07 ALTRO::07.13 Progetti	http://hdl.handle.net/11311/1018993	Padiglione Zero per Expo2015	De Lucchi, M.
2015	07 ALTRO::07.13 Progetti	http://hdl.handle.net/11311/1019017	Unicredit Pavillion	De Lucchi, M.
2015	07 ALTRO::07.13 Progetti	http://hdl.handle.net/11311/1019025	Casa del Manzoni - Milano	De Lucchi, M.
2015	07 ALTRO::07.13 Progetti	http://hdl.handle.net/11311/983225	"Progetto GENIUS LUCI  - Concorso internazionale ""URBAN LIGHTSCAPE"" - progetto vincitore"	Gentili, Helena; Casciani, Daria; Santoro, Piero; Caggiano, Else; D'Alesio, Carlo; Di Filippo, Massimo;
2016	07 ALTRO::07.03 Design	http://hdl.handle.net/11311/1044085	Research Service Design Based on Online Public Service Platform â€” APP Design for Mutual Learning Through Sign Language Short Video	Yin, Liang
2016	07 ALTRO::07.06 Mostra	http://hdl.handle.net/11311/1019570	Censire la Bellezza: Liberty segreto a Induno Olona.	Anzani, A.; Baila, A.; Caramel, C.; Guarisco, M.; Guglielmi, E.; Niglia, D
2016	07 ALTRO::07.06 Mostra	http://hdl.handle.net/11311/1022057	Quasi segreti. Cassetti tra arte e design	Beppe Finessi
2016	07 ALTRO::07.06 Mostra	http://hdl.handle.net/11311/1022096	Dimensione domestica. Achille e Pier Giacomo Castiglioni e una strana idea di arredamento. Atto IÂ°	Beppe Finessi
2016	07 ALTRO::07.06 Mostra	http://hdl.handle.net/11311/1022098	STANZE. Altre filosofie dell'abitare	Beppe Finessi
2016	07 ALTRO::07.06 Mostra	http://hdl.handle.net/11311/1037542	"Mostra ""Le vie del Compasso d'Oro - XXI Triennale Milano"", Campus Bovisa - Politecnico di Milano"	Parente, Marina; Zurlo, Francesco; Manciaracina, ANDREA GIUSEPPE
2016	07 ALTRO::07.06 Mostra	http://hdl.handle.net/11311/1038409	"Sezione ""Un'Italia artigiana"" nella mostra ""Crafting the Future. Storie di artigianalitÃ  e innovazione""  â€“ Mudec 22-24 Settembre 2016."	Bertola, P.; Vacca, F.
2016	07 ALTRO::07.06 Mostra	http://hdl.handle.net/11311/1044983	Microfacts	Maffei, S.; Gianni, A.; Bolzan, P.; Pirovano, M.
2016	07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/1018796	Ezio Manzini: idee e pratiche per una societÃ  cosmopolita	Selloni, D.
2016	07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/1019548	La Porta di Milano e le Dimensioni Invisibili. Relazioni tra arte e architettura nello spazio ambiente / Invisible Dimensions at the Porta di Milano. Relationships between art and architecture in ambient space	TibÃºrcio, ISA HELENA
2016	07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/1019969	The Social Innovation Journey Toolbox	Corubolo, Marta; Meroni, Anna; Rossi, Martina
