dc.date.issued	dc.type.full	dc.identifier.uri	dc.title	dc.description.allpeople
2008	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/550398	Il profilo del designer, la dimensione associativa e il sistema formativo	G. Simonelli
2008	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/551491	Brand Extension: corenza, evoluzione, percezione	M. Turinetto
2008	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/551492	Comunicare con la marca attraverso il punto vendita	M. Turinetto
2008	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/551525	Creative communities as relational innovations: a service design approach	C. Cipolla
2008	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/551527	Il nuovo rinascimento della periferia. La ricetta del riscatto: investire sui valori e le risorse locali, credere nelle potenzialita del territorio, contare sull'intelligenza creativa	V. Arquilla
2008	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/551642	Interaction design	F. Rizzo
2008	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/562043	Introduzione. Il destino della scienza nel mondo disincantato	P. Volonte'
2008	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563129	Ambienti complessi	P. Parlangeli; F. Rizzo
2008	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/629014	Architettura, arte e design per il progetto della cura	S. Ferraris
2008	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/633635	Colour plan for urban design	Ceconello, MAURO ATTILIO; Bisson, Mario; Boeri, Cristina; Vignati, Giorgio
2008	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/642127	En voyage vers le XX siecle	A.Mazzanti
2008	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/664368	Progetto di un ambito spaziale di tipo igienico sanitario da collocarsi in una RSA- residenza sanitarie assistenziali)	A. Dell'Acqua Bellavitis; F. Scullica; A. Sironi; M. Mariani
2008	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/666911	Design della Comunicazione e PMI	Paolo Ciuccarelli
2008	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/689056	"ND EVALUATION AND MONITORING OF THE BASILICA OF S.
LORENZO IN CREMONA"	Luigia Binda; Luigi Zanzi; Paola Condoleo; Giuliana Cardani; Anna Anzani
2008	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/689079	"CRACKING OF THE APSE OF S. LORENZO IN CREMONA:
STRUCTURAL INVESTIGATION AND MONITORING"	A. ANZANI; L. BINDA; L. CANTINI; G. CARDANI; P. CONDOLEO
2008	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/689090	Monitoring structural integrity of historic towers:a mixed approach for their damage evaluation	Anzani A.; Binda L.; Carpinteri A.; Invernizzi S.; Lacidogna G
2008	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/689398	Damage Evaluation of Historic Towers: Procedure for Their Integrity Assessment	A. Anzani; L. Binda; G. Cardani; P. Condoleo ; A. Saisi
2008	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/689400	"On Site Structural assessment of Churches in Stonework
Damaged by the Earthquake"	G. Cardani; A. Anzani; L. Binda; A. Saisi
2008	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/692463	Progetto AgriCULT	E. Lupo
2008	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/693763	Identita contemporanee	M. Piazza
2008	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/707936	La mobilita degli studenti universitari. Il caso delle universita milanesi	M. Boffi; C. Sedini
2008	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/707938	Creative and knowledge students: ne turisti ne cittadini. Il caso studio di Toronto, Citta Creativa	C.Sedini
2008	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/881647	Kit-houses all'italiana. Emergenza e quotidianita tra il primo e il secondo dopoguerra.	Feraboli M.T.
2008	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/881648	Regesto	Feraboli M.T.; Ferrari F.
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/1006272	Antropometria	Andreoni, Giuseppe; Pizzagalli, Manuela
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/1006273	Biomeccanica Occupazionale	Andreoni, Giuseppe
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/1047498	Caratteri dello spazio complesso e sostenibile	Nebuloni, A.
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/1050198	D. Bruno, Metodi	Bruno, DAVIDE MARIA
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/1050199	D. Bruno, Strumenti	Bruno, DAVIDE MARIA
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/1050201	D. Bruno, Casi di studio	Bruno, DAVIDE MARIA
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/1051285	Requisiti	Bruno, DAVIDE MARIA
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/508088	Optimally running a biomass-based energy production process.	M. BRUGLIERI; LIBERTI L
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/543975	Tra scienza e design. Un'evoluzione intelligente	M. FERRARA
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/547834	Complexity Maps	Paolo Ciuccarelli; Donato Ricci
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/547904	Oggetti di personalita	P. Volonte'
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/556453	L'Uomo Vitruviano come canone per una scultura perfetta?	P.C.MARANI
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/556468	To see history of collecting 'seen' in a Leonardo drawing at the Louvre: philology and attribution	P.C.MARANI
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/556478	Leonardo, The Vitruvian Man, and the De Sstatua Treatise	P.C.MARANI
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/556757	Les Manuscrits de Léonard a Paris	P.C.MARANI
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/556759	Prefazione	P.C.MARANI
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/556761	Préface	P.C.MARANI
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/561305	Un ordine per i colori. Color Order Systems	C. Boeri
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/561307	La pianificazione urbana del colore	C. Boeri; F. Formaggini
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/561310	Il progetto colore	C. Boeri
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/561537	Group decision support systems: a method based on Electre III	A. Lue; A. Colorni
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/561551	Universita del design e sistema delle imprese nel distretto comasco	DE PAOLIS, Roberto
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/561554	Il valore costruttivo della tessilita nell'architettura degli interni	R. de Paolis
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/561555	La collaborazione tra l'Associazione Italiana Disegnatori Tessili e la Facolta del Design	DE PAOLIS, Roberto
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/561556	Didattica del progetto tra ricerca e sperimentazione di nuovi modelli formativi	DE PAOLIS, Roberto
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/562145	Aerospace Design. The System of the Safeguarding and Protecting of Ideas and Designs of Aerospace	A. Dominoni
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/562148	SPACE MATERIALS AND HUMAN FACTORS	A. Dominoni
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/562440	Milano, la citta che sale. Sviluppo urbano e architetture nei primi due decenni del Novecento	G. L. Ciaga
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/562463	Il Teatro Sociale: le vicende storiche e progettuali nel Novecento	G. L. Ciaga
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/562702	Servizi per le reti agroalimentari. Il Design dei Servizi come contributo alla progettazione delle aree agricole periurbane	Meroni, Anna; Simeone, Giulia; Trapani, PAOLA MARIA
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/562704	Reti alimentari, turistiche e didattiche tra citta e campagna	Manzini, Ezio; Meroni, Anna
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/562984	SENSORIALITA' SOSTENIBILE	G.CEPPI
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563103	IL DESIGN ITALIANO REINCARNATO NELLA SCULTURA DI SHINJO ITO: UN PARADOSSO UTILE PER CAPIRE I VALORI ATTUALI DEL PROGETTARE	GIULIO CEPPI
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563108	campus dell'innovazione	Palmieri, S.
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563122	On co-design	F. Rizzo
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563208	Co-created by customers or co-designed by end-users?	C. Cautela; F. Rizzo; F. Zurlo
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563210	I fatti e i numeridella ricerca dottorale in design	B. VILLARI
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563211	La mappa qualitativa della ricerca in design:videointerviste e blog DRM	E. Bertolotti; F. Piredda; B. Villari
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563213	Sistema Design Politecnico:un laboratorio di ricerca per il progetto	M. Bianchini; B. Villari
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563214	Me.Design. Il design per la valorizzazionedelle risorse del Mediterraneo	B. VILLARI
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563218	Pensare per analogie: uno strumento per innovare	L. Rampino
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563220	Nuovi scenari per la conservazione e la preparazione degli alimenti	L. Rampino
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563224	Universita, ricerca e imprese: il passaggio generazionale come occasione di ricerca e innovazione	ARIANNA VIGNATI; GIULIANO SIMONELLI
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563226	Design e continuita competitiva: prassi, strumenti e strategie	ARIANNA VIGNATI
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563228	Continuita (e discontinuita) in periodo di crisi	ARIANNA VIGNATI; PAOLA MARINCOLA
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563231	"Il progetto di ricerca ""New generation by designing"""	ARIANNA VIGNATI
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563232	Gli scenari emersi dal progetto	ARIANNA VIGNATI; PAOLA MARINCOLA; LUIGI CARBONE
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563234	Prepararsi al passaggio generazionale facendo leva sul design: quattro casi	ARIANNA VIGNATI; PAOLA MARINCOLA; LUIGI CARBONE
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563246	Un’ indagine sul campo attraverso casi studio: metodologia, individuazione e prime evidenze	Arianna Vignati
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563275	Una didattica per il colore	Bisson, Mario
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563325	Architettura, allestimento, opera d'arte. L'invenzione espositiva come mediazione	Giampiero Bosoni
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563338	Ricerca progettuale per il design di prodotto	S.Ferraris
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563342	"Note sui ""beni culturali contemporanei"""	L. Guerrini
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563351	Il ruolo degli archivi per il settore tessile/arredo	Arturo Dell'Acqua Bellavitis
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563356	Progettazione Illuminotecnica	F. Murano
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563371	Strumenti e metodi per progettare con gli utenti	Canina, MARIA RITA
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563380	Dare forma alle idee	A. Grasseli; V.  Ferraro; M. Bianchini
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563395	La cultura e di scena.	R. Trocchianesi
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563405	Product- Service Systems	Vezzoli C.; Tischner U.; Rayan C.
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563417	Un Sistema Alimentare	E. Manzini; A. Meroni; F. Jegou
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563443	Tecnologie tessili tra tradizione e innovazione	M. G. Soldati
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563483	Prefazione. Progettare nella societa della conoscenza.	A. Penati
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563533	Dall'invenzione all'innovazione: i brevetti nella moda	Alba Cappellieri;
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563537	Esperienze di design per le PMI	V. Arquilla; A. Castelli
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563542	Differential Equations and Global Optimization	M. Bruglieri; P. Maponi; M.C. Recchioni; F. Zirilli
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563561	3.	Alba Cappellieri;
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563566	Il piano di sviluppo del Polo di Como	A. Deserti
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563624	La paradossale arte del visual	Giovanni Baule
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563625	Le mutazioni del design della comunicazione	Giovanni Baule; Valeria Bucchetti
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563627	Sustainable Scenarios for Upstream Waste Reduction in the Food Chain	C. Vezzoli; F. Ceschin
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563628	Nuove congruenze	Giovanni Baule
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563653	Pratiche allestitive per i luoghi della mobilita contemporanea	A. Rebaglio
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563654	Arte nel paesaggio	A. Mazzanti
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563661	Il design di sistema per la sostenibilita. Nuovi ambiti operativi e nuovi metodi e strumenti a supporto dei designer	C. Vezzoli; F. Ceschin
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563662	Introduzione al marketing sovversivo	M. GALBIATI
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563677	Lo studio Castiglioni diventa museo	M. GALBIATI
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563687	Il tessile tra crisi e traiettorie di innovazione	P. Bertola
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563708	Le Radici di un'evoluzione	Biamonti, A.; Birindelli, G.
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563710	Dust. La multidimensionalita del dato e la sua visualizzazione	D. Ricci; G. Caviglia; P. Ciuccarelli
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563712	The design of the temporary and sustainable mobility - Il design del temporaneo e la mobilita sostenibile	D. Fassi
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563721	Interior design e decorazione	Arturo Dell'Acqua Bellavitis
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563724	Il progetto del colore nella creazione delle tendenze moda	Arturo Dell'Acqua Bellavitis
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563725	Design oriented scenarios: Generating new shared visions of sustainable product service systems	Manzini, Ezio; F., Jegou; Meroni, Anna
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563728	Interior Light on Board	S. Piardi;
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563736	Modi e forme del design italiano	Giampiero Bosoni
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563739	Food Networks	Meroni, Anna; Simeone, Giulia
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563742	1969 e dintorni: il futuro annunciato	Giampiero Bosoni
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563750	ideali. Integrare design e arredo per l’autonomia individuale	F. Costa; M. Pizzagalli; S. Muschiato
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563755	Tra luogo e non luogo: spazi e vuoti urbani	Spagnoli, Alessandra
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563757	Paura: la dimensione linguistica	R. Trocchianesi
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563761	Fear vs Insecurity in the contemporary urban outdoor spaces	R. Trocchianesi
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563799	Design and Cultural Heritage. Valorizzare Bosa	R. Trocchianesi
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563814	Paesaggio Culturale (glossa)	R. Trocchianesi
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563816	antropologia territoriale (glossa)	R. Trocchianesi
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563817	geografia culturale (glossa)	R. Trocchianesi
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563818	metalinguaggio (glossa)	R. Trocchianesi
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563820	semiotica del territorio (glossa)	R. Trocchianesi
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563823	One School: six themes, a common design project	E. Lupo; C. Campagnaro
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563824	The event	E.Lupo; C. Campagnaro
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563826	I risultati della ricerca d.cult: un repertorio fondativo di design per i beni culturali	E. Lupo
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563827	Reti di competenze nel campo dei beni culturali: pubblicazioni, strumenti tecnico-finanziari, offerte formative e soggetti istituzionali di salvaguardia e promozione del territorio	E. Lupo; V. Cristallo
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563828	Una lettura del design palese dei beni culturali attraverso i concorsi e premi di design degli anni 2000-2006	E. Lupo; A. Seassaro
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563829	Esempi eccellenti di design per i beni culturali (concorsi e premi)	E. Lupo
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563833	Sociologia dei beni culturali (voce glossario)	E. Lupo
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563858	Interni e Design	F. Scullica
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563859	Industrial Design	F. Scullica
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563861	Villa Carlevaro	F. Scullica
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563863	Laboratorio di Computer Grafica	M. Bertolo; G. Guidi; M. Zannoni
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563908	La didattica della rappresentazione digitale nel corso di laurea in Design del Prodotto Industriale	F. Brevi
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563921	La rete di ricerca di design per i beni culturali	G. Simonelli
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563934	"La ricerca ""d.Cult: il design per la valorizzazione dei beni culturali. Strategie, strumenti e metodologie di progetto"""	Parente, Marina
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563935	Strategie di valorizzazione dello Studio-Museo Achille Castiglioni	Parente, Marina
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563945	Scheda Ricerca-Azione: Strategie di valorizzazione dello Studio Museo Achille Castiglioni	Parente, Marina
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563947	Bene Culturale	Parente, Marina
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563950	Ecomuseo	Parente, Marina
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563952	Patrimonio Culturale	Parente, Marina
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563953	Patrimonio culturale immateriale (Intangible Cultural Heritage)	Parente, Marina
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563955	Design per i beni culturali (glossa)	Lupo, Eleonora; Parente, Marina
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563969	Light on Board	Lanz, Francesca; Piardi, SILVIA ELVIRA MARIA; Pasina, Irene
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/564043	"Albini e la ""profezia"" del design italiano"	Giampiero Bosoni
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/564068	707 + 10 progetti per Benetton	L. Collina
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/564071	Creativi si nasce o si diventa?	L. Collina
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/564087	Il database bibliografico: monografie, paper, periodici, sitografia per i beni culturali	E. Lupo; V. Cristallo
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/564192	La struttura della ricerca	M. BIANCHINI
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/564194	L'atlante DRM	M. Bianchini
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/564196	La ricerca fondativa Sistema Design Italia	M. Bianchini
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/564219	d.Cult: il processo di ricerca tra teoria e progetto	B. VILLARI
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/564317	Design made in Cassina, un parcours de rencontres et de visions pour l'avenir	G. Bosoni
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/564318	Alberto Rosselli, A la recherche d'un produit de série	G. Bosoni
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/564319	Afra et Tobia Scarpa, Entretien avec Tobia Scarpa	G. Bosoni
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/564320	Olli Mannermaa, Nouvelles technologies pour le fouteuil Finlandese	G. Bosoni
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/564325	Il disegno per il progetto di design	G. Amoruso
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/564326	Lo sviluppo dell'ottica dei fari	G. Amoruso
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/564327	Il teatro comunale di Bologna di Antonio Galli Bibiena. Disegni e rilievi per una facciata incompiuta	G. Amoruso
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/564364	Lo shopping e i luoghi d'acquisto tra management e design del servizio	C. Cautela
