dc.publisher.place,dc.type.referee,dc.relation.medium,item.openaireRights,item.collection,dc.subject.keywordsita,item.journal.title,dc.subject.keywords,dc.identifier.uri,dc.date.issued,dc.relation.conferenceplace,dc.type.full,dc.type.circulation,dc.relation.ispartofbook,dc.relation.conferencename,dc.language.iso,dc.publisher.country,dc.description.numberofauthors,dc.publisher.name,dc.authority.people,dc.title
-,Esperti anonimi,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,Advanced Design; User Centred Design; co-design; Future; reframing,http://hdl.handle.net/11311/958193,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Empowering Users through Design,-,eng,CHE,2,Springer international publishing,"CELI, MANUELA;Jennifer Rudkin",Towards User Involvement in Envisioning Practices
Ginevra-Milano,Comitato scientifico,-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,Leonardo da Vinci,http://hdl.handle.net/11311/958197,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Leonardo da Vinci 1452-1519. Il Disegno del mondo,-,ita,ITA,1,Skira,"MARANI, PIETRO","""L'imitazione delle cose antiche è più laldabile che quella delle moderne"". Leonardo e l'Antico"
Ginevra-Milano,Comitato scientifico,-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,Leonardo da Vinci; Alberti,http://hdl.handle.net/11311/958198,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Leonardo da Vinci 1452-1519. Il Disegno del mondo,-,ita,ITA,1,Skira,"MARANI, PIETRO","I ""moti dell'animo"" da Leon Battista Alberti a Leonardo"
-,Nessuno,-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/959002,2014,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Best practices in heritage conservation and management From the world to Pompeii,-,eng,ITA,2,La Scuola di Pitagora Editrice,"CEPPI, GIULIO;Antonio Prota","Green Road Project: Promoting Art, Food, Mobility and Energy."
Firenze,Comitato scientifico,-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,Leonardo da Vinci; Giovan Francesco Rustici,http://hdl.handle.net/11311/959212,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,La Tavola Doria tra storia e mito,-,ita,ITA,1,"Opificio delle Pietre Dure, Edifir","MARANI, PIETRO","Sulla cronologia e l'attribuzione della Tavola Doria, qualche precisazione dopo il convegno"
-,Nessuno,-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/959224,2014,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,"Textile Vivant. Percorsi, esperienze e ricerche del textile design",-,ita;eng,-,1,Editoriale Silvana Spa,"SOLDATI, MARIA GRAZIA","La materia tessile e l’arte del tessuto. Ricerca, innovazione e progetto"
-,Nessuno,-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/959226,2014,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,"Textile Vivant. Percorsi, esperienze e ricerche del textile design",-,ita;eng,-,1,Editoriale Silvana Spa,"SOLDATI, MARIA GRAZIA",L’Archivio Tremelloni. La storia
-,Nessuno,-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/959227,2014,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,"Textile Vivant. Percorsi, esperienze e ricerche del textile design",-,ita;eng,-,1,Editoriale Silvana Spa,"SOLDATI, MARIA GRAZIA",I tessuti di Gianni Bologna
Rimini,"Sì, ma tipo non specificato",-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/959384,2014,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,"Design for All – The Project for Everyone. Methods, tools, applications",-,eng,ITA,1,Maggioli,"ZINGALE, SALVATORE",Wayfinding for All. The Contribution of Semiotics
Milano,Nessuno,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/959385,2014,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,La società nuova. Progetti e proposte,-,ita,ITA,1,ATì Editore,"ZINGALE, SALVATORE",Quale comunicazione per una società rinnovata?
Lancaster,Nessuno,-,info:eu-repo/semantics/openAccess,02.1 Contributo in Volume,-,-,design policy; Design; innovation,http://hdl.handle.net/11311/960018,2014,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Design Policy Issues n.4,-,eng,GBR,4,Lancaster University,"MAFFEI, STEFANO;ARQUILLA, VENANZIO;MORTATI, MARZIA;VILLARI, BEATRICE",Design Policy Issues N° 4
Ginevra-Milano,Nessuno,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,MUSEI; Toscana; sistema museale; arte,http://hdl.handle.net/11311/960388,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Toscana '900 Guida ai musei,-,eng;ita,ITA,4,Skira,"C. Toti;L. Mannini;MAZZANTI, ANNA;G. Uzzani",Toscana '900 Guida ai musei
Milano,Nessuno,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,esposizioni; orientalismo; colonialismo; arti decorative,http://hdl.handle.net/11311/960389,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Mondi a Milano,-,eng;ita,ITA,1,24Ore Cultura,"MAZZANTI, ANNA",1923-1930. Esposizioni internazionali di arti decorative di Monza Orientalismi ed esotismi. Mondi lontani nelle arti italiane 1923-1930
Milano,Nessuno,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,esposizioni; orientalismo; colonialismo; tessile; xilografia,http://hdl.handle.net/11311/960390,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Mondi a Milano,-,eng;ita,ITA,1,24Ore Cultura,"MAZZANTI, ANNA","Francesco Dal Pozzo: ricordi vissuti. Dall'Africa al Siam, alla Libia"
Milano,Nessuno,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,esposizioni; arte decorativa; arte coloniale; primitivismo,http://hdl.handle.net/11311/960391,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Mondi a Milano,-,eng;ita,ITA,1,24Ore Cultura,"MAZZANTI, ANNA",1930-1940. l'Africa italiana. Faccetta nera e primitivismo attraverso le Triennali 1933-1936
Livorno,Nessuno,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,collezionismo; dipinti,http://hdl.handle.net/11311/960393,2014,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,"‘900. Una donazione. De Pisis, Sironi, Soffici, De Chirico, Mafai, Pirandello, Campigli, Carrà, Casorati, Morlotti, Guttuso, Adami",-,ita,ITA,1,Le Sillabe,"MAZZANTI, ANNA",“Un quadro come vela” Gianfranco Pacchiani e la sua collezione d’arte del Novecento
GINEVRA - MILANO,Comitato scientifico,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/964291,2011,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,"COMUNICARE IN MOVIMENTO, COMMUNICATION IN MOTION",-,eng;ita,ITA,1,EDITORE SKIRA SPA,"BRUNO, DAVIDE MARIA",COMUNICARE IN MOVIMENTO
GINEVRA - MILANO,Comitato scientifico,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/964292,2011,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,"COMUNICARE IN MOVIMENTO, COMMUNICATION IN MOTION",-,eng;ita,ITA,3,EDITORE SKIRA SPA,"BRUNO, DAVIDE MARIA;Andreoni, DARIA;Gherardi, SILVIA",IL SISTEMA ALLESTITIVO
Milano,Comitato scientifico,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,"Culture di Genere, Design Research, Alumni, Profili professionali",http://hdl.handle.net/11311/964348,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Design e dimensione di genere. Un campo di ricerca e riflessione tra culture del progetto e culture di genere,-,ita,ITA,1,Franco Angeli,"TOLINO, UMBERTO",Tra formazione e professione: l'osservatorio degli Alumni.
Roma,-,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,architettura di interni; casa prefabbricata; Frank Lloyd Wright; Case Study House Program; Jean Prouvé; Walter Gropius; Marco Zanuso; Renzo Piano; Philip Stark; Elemental; Ikea,-,-,http://hdl.handle.net/11311/965661,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Storie di interni. L'architettura dello spazio domestico moderno,-,ita,ITA,1,Carocci,"FERABOLI, MARIA TERESA",La casa prefabbricata
Roma,-,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,esposizioni di interni; Triennale di Milano; MoMA; Biennale di Firenze; Salone del Mobile di Milano; Driade,http://hdl.handle.net/11311/965662,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Storie di interni. L'architettura dello spazio domestico moderno,-,ita,ITA,1,Carocci,"FERABOLI, MARIA TERESA",La casa in mostra
-,-,-,info:eu-repo/semantics/openAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/965786,2010,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Advanced Design Cultures,-,eng,-,1,Manuela Celi | Springer Cham Heidelberg,"CEPPI, GIULIO",Understanding the Past While Planning the Future: Times and Ambitions about AdvanceDesign.
-,Esperti non anonimi,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,Design Research,http://hdl.handle.net/11311/965927,2014,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,The Routledge Companion to Design Research,-,eng,GBR,2,"Routledge, Editors","SANGIORGI, DANIELA;Scott, Kakee",Conducting design research in and for a complex world
Milano,Comitato scientifico,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,"design della comunicazione, culture di genere, centri ricerca",-,-,http://hdl.handle.net/11311/965929,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Design e dimensione di genere. Un campo di ricerca e riflessione tra culture del progetto e culture di genere,-,ita,ITA,1,Franco Angeli,"CARATTI, ELENA",Esperienze internazionali di ricerca e progetto
-,-,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/967334,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Design navale e nautico. Dieci anni magistrali / A master's decade,-,eng;ita,ITA,2,Goware,"PIARDI, SILVIA ELVIRA MARIA;A. A. V. V.",Le origini
Finlandia,Esperti anonimi,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/968235,2013,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Service Design with theory,-,eng,FIN,1,Lapland University Press,"SANGIORGI, DANIELA",Value co-creation in Design for Services
-,Esperti non anonimi,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/968581,2010,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Ethnographies of diagnostic work,-,eng,GBR,6,Palgrave MacMillan,"Bal, Roland;Buscher, Monika;Goodwin, Dawn;Mesman, Jessica;SANGIORGI, DANIELA;Smith, Andrew",Moving towards a new view of diagnostic work: Some implications
-,Esperti non anonimi,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/968582,2010,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,New Directions in Arts Marketing,-,eng,GBR,3,"Routledge, Editors","Ryan, Annmarie;Fenton, Matt;SANGIORGI, DANIELA",A night at the theatre: moving arts marketing from the office to the kitchen and beyond
-,Comitato scientifico,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/968595,2011,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Design for Services,-,eng,GBR,4,Gower Publishing Ltd,"SANGIORGI, DANIELA;Gillen, Julia;Junginger, Sabine;Whitham, Roger",A service design inquiry into learning and personalisation
-,Comitato scientifico,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/968596,2011,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Handbook of Design Management,-,eng,GBR,2,Berg Press,"Junginger, Sabine;SANGIORGI, DANIELA",Public Policy and Public Management: Contextualizing Service Design in the Public Sector
Roma,-,STAMPA,info:eu-repo/semantics/openAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/969828,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Storie d'interni. L'architettura dello spazio domestico moderno,-,ita,ITA,1,Carocci Editore,"CIAGA', GRAZIELLA LEYLA",La casa sociale
-,-,-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/970259,2016,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Designing Business and Management,-,eng,GBR,2,Bloomsbury,"MAFFEI, STEFANO;BIANCHINI, MASSIMO",Emerging Production Models. A design business perspective
-,-,-,info:eu-repo/semantics/openAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/970264,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Coltivazioni Sociali Urbane. Innovazione sociale di quartiere,-,ita,-,1,Maggioli,"MAFFEI, STEFANO",Servitizzare un esperimento d’innovazione sociale a Milano
Milano,-,-,none,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/970265,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Arts&Food: Rituali dal 1851,-,ita,-,1,Electa,"MAFFEI, STEFANO",Foodplexity e design. Progettare l’esperienza del cibo
Milano,-,-,none,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/970266,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Arts&Foods. Rituals since 1851,-,eng,-,1,Electa,"MAFFEI, STEFANO",Foodplexity and Design. Planning the Food Experience
Milano,Comitato scientifico,-,info:eu-repo/semantics/openAccess,02.1 Contributo in Volume,-,-,"mobilità sostenibile, comunicazione strategica, comportamenti, green move, audiovisivo, buone pratiche,",http://hdl.handle.net/11311/970307,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,"Sostenibilità, sobrietà, solidarietà. la comunicazione per la lotta a tutti gli sprechi.",-,ita,ITA,1,Pubblicità Progresso. Fondazione per la comunicazione sociale,"GALBIATI, MARIA LUISA",Condividere per migliorare: buone pratiche per una mobilità sostenibile
Milano,Comitato scientifico,STAMPA,info:eu-repo/semantics/openAccess,02.1 Contributo in Volume,-,-,"Design for Food and Nutrition, Compasso d'Oro Internatonal Award, ADI, Design",http://hdl.handle.net/11311/970534,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Design for Food and Nutrition,-,eng;ita,ITA,1,ADIper,"FERRARA, MARIA RITA",Design for Food and Nutrition: complessità e virtuosità
-,-,-,none,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/970790,9999,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Further Environscapes Environmental Design in Europe,-,eng,-,1,Springer,"COSTA, FIAMMETTA CARLA ENRICA",Energy Efficiency in an Environmental Design perspective
-,-,-,none,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/970840,9999,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Dialogues on Design. Notes on Doctoral Research in Design,-,eng,-,9,Franco Angeli,"ANDREONI, GIUSEPPE;ARSLAN, PELIN;COSTA, FIAMMETTA CARLA ENRICA;FUSCA, MARCELLO CONO;MAZZOLA, MARCO;MUSCHIATO, SABRINA;PEREGO, PAOLO;ROMERO, MAXIMILIANO ERNESTO;STANDOLI, CARLO EMILIO",A multidisciplinary approach to User Centred Design: case studies in health care sector
-,-,-,none,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/970846,2014,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,"Digital Human Modeling. Applications in Health, Safety, Ergonomics and Risk Management",-,eng,-,10,"CRC Press, Taylor and Francis Group","ANDREONI, GIUSEPPE;COSTA, FIAMMETTA CARLA ENRICA;Attanasio, A.;Baroni, G.;MUSCHIATO, SABRINA;Nonini, P.;Pagni, A.;BIRAGHI, RICCARDO;POZZI, ROBERTO;ROMERO, MAXIMILIANO ERNESTO",Design and ergonomics of monitoring system for elderly
-,-,-,info:eu-repo/semantics/openAccess,02.1 Contributo in Volume,-,-,"design activism, design dei servizi, innovazione sociale, servizi collaborativi.",http://hdl.handle.net/11311/971196,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Suburban Revolution. Periferie al centro.,-,ita,-,1,Edizioni Forum PA,"SELLONI, DANIELA",Design activism: progettare per attivare energie civiche.
-,-,-,info:eu-repo/semantics/openAccess,02.1 Contributo in Volume,-,-,"CSR, collaborazione, design dei servizi, servizi collaborativi, innovazione sociale.",http://hdl.handle.net/11311/971201,2014,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,15 anni di CSR: quanto vale la collaborazione?,-,ita,-,1,Salone della CSR e dell'innovazione sociale,"SELLONI, DANIELA",Fare CSR progettando servizi collaborativi: l'esperienza di Cittadini Creativi.
-,-,-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,"design, collaborazione, servizi, amministrazione condivisa, governance, beni comuni.",http://hdl.handle.net/11311/971203,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,L'età della condivisione.,-,ita,ITA,1,Carocci Editore,"SELLONI, DANIELA",Il design per la collaborazione
Roma,-,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/971927,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Storie d'interni. L'architettura dello spazio domestico moderno,-,ita,ITA,6,Carocci,"IRACE, FULVIO;FERABOLI, MARIA TERESA;Leoni, Maria Manuela;Ciagà, Graziella Leyla;Savorra, Massimiliano;Serrazanetti, Francesca",La casa scomposta
Granada,Comitato scientifico,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,"Tipografia cinetica, visual music, scrittura figurata",http://hdl.handle.net/11311/971963,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,MuVi4. Video and moving image on synesthesia and visual music / MuVi4. Vídeo e imagen en movimiento sobre sinestesia y música visual,-,eng;ita;spa,ESP,1,Fundación Internacional Artecittà,"RICCO', DINA",Type music. Quando la scrittura si anima sulla musica / Type music. Cuando la escritura cobra vida en la música
-,Comitato scientifico,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,"visual music, iconicità, astrazione",http://hdl.handle.net/11311/971964,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,MuVi4. Video and moving image on synesthesia and visual music / MuVi4. Vídeo e imagen en movimiento sobre sinestesia y música visual,-,eng;ita;spa,ESP,2,Fundación Internacional Artecittà,"RICCO', DINA;María José de Córdoba",MuVi4: Entre la abstracción y la iconicidad / MuVi4: between abstraction and iconicity / MuVi4: tra astrazione e iconicità
Firenze,-,ELETTRONICO,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,"Prospettiva, quadraturismo, ville di delizia, trattati",http://hdl.handle.net/11311/971967,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,"Le teorie, le tecniche, i repertori figurativi nella prospettiva d'architettura tra il '400 e il '700",-,ita,ITA,3,Università degli Studi di Firenze,"Giampiero, MELE;IAROSSI, MARIA POMPEIANA;CONTE, SARA",LA PROSPETTIVA DI SOTTO IN SU DEL SALONE DI PALAZZO CALDERARA A VANZAGO (MI)
-,-,-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/972007,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Assistive Technologies,-,eng,-,6,IOS Press,"COMAI, SARA;KAYANGE, DANIEL SINKONDE;MANGIAROTTI, RAFFAELLA;MATTEUCCI, MATTEO;Yavuz, Secil Ugur;Valentini, Francesco",Mapping City Accessibility: Review and Analysis
Napoli,Comitato scientifico,CD-ROM,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,"Urban representation, Cartographic heritage, Iconographic heritage, Milan",http://hdl.handle.net/11311/972206,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,HERITAGE and TECHNOLOGY Mind  Knowledge  Experience. Le Vie dei Mercanti _ XIII Forum Internazionale di Studi,-,eng,ITA,3,La Scuola di Pitagora editrice,"IAROSSI, MARIA POMPEIANA;CONTE, SARA;INTROINI, MARCO AUSANO",Different futures in the labyrinth of the carto-iconographical heritage  of Milan
Milano,-,-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/973682,2012,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Visioni urbane. Narrazioni per il design della città sostenibile,-,ita,ITA,1,FrancoAngeli,"PIREDDA, FRANCESCA",Scenari e visioni per il futuro
Milano,Comitato scientifico,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,"comunicazione, innovazione, design, comunicazione sociale, città",http://hdl.handle.net/11311/973683,2012,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Visioni urbane. narrazioni per il design della città sostenibile,-,ita,ITA,1,Franco Angeli,"GALBIATI, MARIA LUISA",Comunicare la sostenibilità sociale e ambientale. Scenari concettuali e strumenti operativi
Baunach,Comitato scientifico,-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/973895,2014,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,"Design research on Temporary Homes - Hospitable Places for Homeless, Immigrants and Refugees",-,eng,DEU,3,Spurbuchverlag,"CELI, MANUELA;Moreschi, Chiara;Fanciullacci, Simone",Cosy objects: instant products for the reorganization of spaces and function.
Crocetta del Montello (TV),-,-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,"BBPR, Renato Guttuso, Palazzo in via Stabile, Palermo",http://hdl.handle.net/11311/973914,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Il Palazzo in via Stabile. Palermo,-,ita,ITA,1,Terra Ferma,"IRACE, FULVIO",Primavera siciliana: i BBPR in via Mariano Stabile a Palermo
Roma,-,-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,architettura degli interni,http://hdl.handle.net/11311/973931,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Storie di Interni. L'architettura dello spazio domestico moderno,-,ita,ITA,1,Carocci,"IRACE, FULVIO",La casa decorata
Madrid,-,-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,David Chipperfield,http://hdl.handle.net/11311/973938,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Essentials. David Chipperfield Architects,-,eng,ESP,1,Artes Graficas Palermo,"IRACE, FULVIO",David Chipperfield Architects. Essentials
-,Nessuno,STAMPA,info:eu-repo/semantics/openAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/974531,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,The Virtuous circle Design Culture and Experimentation,-,eng,ITA,3,McGraw-Hill Education ( Italy ) S.r.l,"CEPPI, GIULIO;Stefano Marzano;ZURLO, FRANCESCO",Assets and Topics of Design for Envisioning
Baunach,-,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/974565,2014,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,"Design research on Temporary Homes. Hospitable Places for Homeless, Immigrants and Refugees",-,eng,DEU,1,Spurbuchverlag,"CARATTI, ELENA",Communication Design for Refugee Women. A Research project for the Sammartini Polyfunctional Centre in Milan
Leiden-Boston,Comitato scientifico,-,info:eu-repo/semantics/openAccess,02.1 Contributo in Volume,-,-,"Corpi platonici, produzione e seriazione, Leonardo, disegni e cartoni",http://hdl.handle.net/11311/974646,2016,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Illuminating Leonardo. A Festschrift for Carlo Pedretti Celebrating His 70 Years of Scholarship ( 1944-2014 ),-,eng,NLD,1,BRILL,"MARANI, PIETRO",Leonardo's Cartonetti for Luca Pacioli's Platonic Bodies
Pordenone,Comitato scientifico,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,"Mario Botta, Fondazione Querini Stampalia",http://hdl.handle.net/11311/974661,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Mario Botta Querini Stampalia,-,eng;ita,ITA,1,Giavedoni Editore,"IRACE, FULVIO",Dialogo tra autori:Mario Botta nella nuova Querini Stampalia
Milano,-,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,"Workshop, Wayfinding, Identità visiva, Servizi digitali, Applicazioni.",http://hdl.handle.net/11311/974662,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,"Temporary Living. Ideas, projects, solutions for the Expo Village.",-,eng;ita,ITA,2,Edizioni Mondadori,"TOLINO, UMBERTO;MANCIARACINA, ANDREA GIUSEPPE",The Workshop.
Baunach,-,-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/975704,2014,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Design research on temporary homes,-,eng,DEU,1,Spurbuchverlag,"REBAGLIO, AGNESE","Designing for temporary, collective, cross-cultural hospitable places"
Baunach,-,-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/975706,2014,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Design research on temporary homes,-,eng,DEU,2,Spurbuchverlag,"PETRILLO, DANIELA;REBAGLIO, AGNESE",Defining scenario for a new perspective about reception sites
Baunach,-,-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/975707,2014,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Design research on temporary homes,-,eng,DEU,2,Spurbuchverlag,"GIUNTA, ELENA ENRICA;REBAGLIO, AGNESE",DeCA research: theoretical framework
London,-,-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,time-based architecture,http://hdl.handle.net/11311/976037,2014,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Design as Future_Making,-,eng,-,1,Bloomsbury,"BARBARA, ANNA",Design as future-making
